,Unnamed: 0,Unnamed: 0.1,Artist,Genres,Followers,Popularity,Songs,Length
3695,9139,9139,The Modernaires,['vocal harmony group'],369020,60,"['In the Mood', 'Moonlight Serenade', 'Pennsylvania 6-5000', 'Chattanooga Choo Choo', 'A String of Pearls', 'When You Wish Upon A Star', 'I Know Why (And So Do You) - (From ""Sun Valley Serenade"")', 'Sunrise Serenade', 'American Patrol', 'Perfidia']",10
3696,9143,9143,The Moody Blues,"['album rock', 'art rock', 'british invasion', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'hard rock', 'mellow gold', 'progressive rock', 'psychedelic rock', 'rock', 'soft rock', 'symphonic rock']",827277,63,"['Nights In White Satin - Single Version / Mono Mix', 'Your Wildest Dreams', 'Melancholy Man', 'Tuesday Afternoon (Forever Afternoon)', 'Question', 'Go Now!', 'The Story In Your Eyes', 'Had To Fall In Love', 'Ride My See-Saw', ""I'm Just A Singer (In A Rock And Roll Band)""]",9
3698,9147,9147,The Mountain Goats,"['alternative rock', 'anti-folk', 'canadian indie', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'melancholia', 'new weird america', 'stomp and holler']",265009,61,"['No Children', 'This Year', 'Up the Wolves', 'Going to Georgia', 'The Best Ever Death Metal Band in Denton', 'Love Love Love', 'Dance Music', 'Rain in Soho', 'See America Right', 'Color in Your Cheeks']",10
3699,9151,9151,The Naked And Famous,"['alternative dance', 'auckland indie', 'electropop', 'indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'kiwi rock', 'metropopolis', 'modern rock', 'shimmer pop']",659046,62,"['Young Blood', 'Punching In A Dream', 'Blinding Lights', 'Girls Like You', 'Higher', 'Hearts Like Ours', 'No Way', 'Everybody Knows', 'Sunseeker', 'All Of This']",10
3700,9152,9152,The National,"['indie rock', 'modern rock', 'stomp and holler']",38647874,97,"['Love Story (Taylor’s Version)', 'willow', 'You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault)', 'cardigan', 'Mr. Perfectly Fine (Taylor’s Version) (From The Vault)', 'champagne problems', 'exile (feat. Bon Iver)', 'Blank Space', 'You Need To Calm Down', 'ME! (feat. Brendon Urie of Panic! At The Disco)']",10
3701,9154,9154,The Neighbourhood,"['modern alternative rock', 'modern rock', 'pop']",5867953,86,"['Sweater Weather', 'Daddy Issues', 'Stargazing', 'Afraid', 'The Beach', 'Cry Baby', 'Wires', 'R.I.P. 2 My Youth', 'You Get Me So High', 'Reflections']",10
3703,9159,9159,The Noise Project,['white noise'],331,61,"['White Noise - 10000 Hz', 'Big Fan Dulled', 'White Noise - 8000 Hz', 'White Noise - 9500 Hz', 'Cricks And Cracks', 'Infinite Ocean', 'Soothing Brown Noise', 'Box Fan', 'White Noise, Pt. 1', 'White Noise, Pt. 2']",10
3704,9161,9161,The Notorious B.I.G.,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",6210073,83,"['Hypnotize - 2014 Remaster', 'Juicy - 2005 Remaster', 'Big Poppa - 2005 Remaster', 'Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster', 'Old Thing Back (feat. Ja Rule and Ralph Tresvant)', 'Who Shot Ya? - 2005 Remaster', 'Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster', 'Gimme the Loot - 2005 Remaster', 'Notorious Thugs - 2014 Remaster', 'Get Money (feat. Junior M.A.F.I.A.) - 2007 Remaster']",10
3706,9169,9169,The Out-Siders,['american oi'],2945270,78,"['Hell Of A View', 'Springsteen', 'Drink In My Hand', 'Talladega', 'Record Year', 'Doing Life With Me', 'Stick That In Your Country Song', 'Smoke A Little Smoke', 'Some Of It', 'Round Here Buzz']",10
3707,9172,9172,The Outsiders,['american oi'],2945270,78,"['Hell Of A View', 'Springsteen', 'Drink In My Hand', 'Talladega', 'Record Year', 'Doing Life With Me', 'Stick That In Your Country Song', 'Smoke A Little Smoke', 'Some Of It', 'Round Here Buzz']",10
3708,9173,9173,The Paper Kites,"['australian indie folk', 'indie folk', 'stomp and holler']",486233,70,"['Bloom - Bonus Track', 'Paint', 'Arms', 'For All You Give (feat. Lucy Rose)', 'Woodland', 'Featherstone', 'On the Train Ride Home', 'Willow Tree March', 'Without Your Love (feat. Julia Stone)', 'Take Me Home (feat. Nadia Reid)']",10
3709,9174,9174,The Partysquad,"['dutch hip hop', 'dutch pop', 'moombahton']",6178909,82,"['Lean On', 'Light It Up - Remix', 'Titans (feat. Sia & Labrinth)', 'Cold Water', 'ALREADY', 'Trigger', 'Que Calor (feat. J Balvin & El Alfa)', 'Pra te Machucar (feat. ÀTTØØXXÁ and Suku Ward)', 'Diplomatico (feat. Guaynaa)', ""C'est Cuit (feat. Aya Nakamura & Swae Lee)""]",9
3710,9180,9180,The Pixels,['romanian rock'],264613,65,"['Guilty Conscience', 'Guilty Conscience - Tame Impala Remix', 'Honey', 'Morrow', 'Glitter', 'Use Me (feat. 070 Shake)', 'Under The Moon', 'Said', 'Flight319', 'Nice To Have']",10
3713,9189,9189,The Presidents Of The United States Of America,"['alternative metal', 'alternative rock', 'grunge', 'pop rock', 'rock']",419066,61,"['Lump', 'Peaches', 'Video Killed The Radio Star', 'Kitty', 'Some Postman', 'Dune Buggy', 'Volcano', 'Meanwhile Back in the City', 'Ça Plane Pour Moi', 'Cleveland Rocks']",10
3716,9193,9193,The Prophet,"['j-poprock', 'j-rock', 'japanese alternative rock']",542344,68,"['Closer to the Sun', 'Collie Man', '2am', 'World on Fire (feat. Slightly Stoopid)', 'Wiseman', 'Choice Is Yours (with Slightly Stoopid)', 'This Joint', 'Officer', 'Mona June (feat. Angela Hunte)', 'Sweet Honey']",10
3717,9200,9200,The Range,['soft rock'],251982,60,"['The Way It Is', 'Mandolin Rain', 'The Valley Road', 'Every Little Kiss', 'Cast-Off (feat. Justin Vernon)', 'The Way It Is', 'Black Muddy River', 'The Show Goes On', 'Look Out Any Window', 'Mandolin Rain']",10
3718,9203,9203,The Ravens,"['doo-wop', 'rhythm and blues', 'vocal harmony group']",507266,64,"['My Axe', 'Hokus Pokus', 'The Neden Game', 'Boogie Woogie Wu', 'Juggalo Homies', 'To Catch a Predator', 'What Is A Juggalo?', 'Chop Chop Slide', 'Great Milenko', 'In My Room']",10
3721,9218,9218,The Roots,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'philly rap', 'political hip hop', 'southern hip hop']",1031400,66,"['You Got Me', 'The Seed (2.0)', 'What They Do', 'The Fire', 'Mellow My Man', 'Wake up Everybody (feat. Common & Melanie Fiona)', 'Guns Are Drawn', 'Right On', 'My Shot (feat. Busta Rhymes, Joell Ortiz & Nate Ruess) - Rise Up Remix', 'Little Ghetto Boy (feat. Black Thought)']",10
3722,9222,9222,The Score,"['modern alternative rock', 'modern rock']",798433,76,"['Unstoppable', 'Legend', 'Revolution', 'Born For This', 'Stronger', 'The Fear', 'Higher', 'Glory', 'Dreamin (with blackbear)', 'On And On']",10
3724,9229,9229,The Simpsons,['comic'],11977172,83,"['Basket Case', 'American Idiot', 'Wake Me up When September Ends', '21 Guns', 'Good Riddance (Time of Your Life)', 'Boulevard of Broken Dreams', 'When I Come Around', 'Holiday / Boulevard of Broken Dreams', 'Brain Stew', 'Holiday']",10
3725,9233,9233,The Slip,['jam band'],6993434,80,"['Duality', 'Before I Forget', 'Unsainted', 'The Devil in I', 'Psychosocial', 'Wait and Bleed', 'Nero Forte', 'Snuff', 'Vermilion, Pt. 2', 'All Out Life']",10
3726,9234,9234,The Smashing Pumpkins,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock']",3255009,75,"['1979 - Remastered 2012', 'Bullet With Butterfly Wings - Remastered 2012', 'Tonight, Tonight - Remastered 2012', 'Disarm - Remastered', 'Cherub Rock - Remastered 2011', 'Today - Remastered', 'Zero - Remastered 2012', 'Drown', 'Landslide - Remastered', 'Today']",10
3727,9238,9238,The Sorrows,"['australian country', 'australian pop', 'australian rock']",644837,78,"['Recomposed By Max Richter: Vivaldi, The Four Seasons: Spring 1', 'On The Nature Of Daylight', 'The Departure', 'Dream 1 (before the wind blows it all away) - Pt. 1', 'A Catalogue Of Afternoons', 'Mirrors', 'Dream 1 (before the wind blows it all away) - Pt. 8', 'Written On The Sky', 'To The Stars', ""Vladimir's Blues""]",9
3728,9241,9241,The Sound,"['environmental', 'water']",4673131,79,"['Down with the Sickness', 'The Sound of Silence', 'Stricken', 'Indestructible', 'Inside the Fire', 'The Vengeful One', 'Land of Confusion', 'Ten Thousand Fists', 'Warrior', 'No More']",10
3729,9243,9243,The Source,['progressive jazz fusion'],59036,73,"['Mood Swings', 'White Lie', 'Ambient Gold', 'Cutting Rain Drops', 'Deja Vu', 'Lavender Tower', 'Fly Me High', 'Macha', 'White Noise', 'Cherry Blossom Skies']",10
3730,9247,9247,The Spits,"['garage pop', 'garage punk', 'hardcore punk', 'indie garage rock', 'indie punk', 'punk', 'punk blues']",5721435,87,"['The Spins', 'Self Care', 'Good News', 'Weekend (feat. Miguel)', 'Blue World', 'Dang! (feat. Anderson .Paak)', 'Come Back to Earth', 'My Favorite Part', 'Ladders', 'Small Worlds']",10
3734,9259,9259,The Strings of the Philadelphia Orchestra,['string orchestra'],959572,71,"['Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scène (Moderato)', 'Variations on a Rococo Theme, Op. 33 for cello and orchestra: Var. VI: Andante', 'Tchaikovsky: The Nutcracker, Op. 71, Act 2: No. 13 Waltz of the Flowers', 'Album for the Young, Op. 39: No. 3. Mamma (Maman)', 'Six Pieces, Op. 51, TH 143: 6. Valse sentimentale. Tempo di Valse', 'Swan Lake', 'Serenade for Strings in C major, Op. 48: II. Walzer: Moderato, tempo di valse', 'El Lago De Los Cisnes - Op. 20, Acto II: 10. Scene (Moderato)', 'Tchaikovsky: The Nutcracker - Ballet, Op. 71, Act 1: No. 2 March', 'Tchaikovsky: The Nutcracker, Op. 71, Act 2: No. 14 Pas de deux']",10
3737,9265,9265,The Suburbs,['minneapolis indie'],1918315,71,"['Wake Up', 'The Suburbs', 'Rebellion (Lies)', 'Everything Now', 'My Body Is a Cage', 'Put Your Money on Me', 'Ready to Start', 'Reflektor', 'Dimensions', 'Neighborhood #1 (Tunnels)']",10
3738,9274,9274,The Tallest Man On Earth,"['chamber pop', 'indie folk', 'stomp and holler', 'swedish americana', 'swedish singer-songwriter']",587658,60,"['Love is All', 'Rivers', 'The Gardener', 'The Dreamer', 'King of Spain', 'I’m A Stranger Now', 'I Love You. It’s A Fever Dream.', 'An Ocean', 'Somewhere in the Mountains, Somewhere in New York', 'Where Do My Bluebird Fly']",10
3741,9289,9289,The United States Of America,"['alternative metal', 'alternative rock', 'grunge', 'pop rock', 'rock']",419066,61,"['Lump', 'Peaches', 'Video Killed The Radio Star', 'Kitty', 'Some Postman', 'Dune Buggy', 'Volcano', 'Meanwhile Back in the City', 'Ça Plane Pour Moi', 'Cleveland Rocks']",10
3751,9334,9334,The dB's,"['alternative pop', 'gbvfi', 'jangle pop', 'paisley underground', 'power pop', 'pub rock']",843010,67,"['Short Skirt / Long Jacket', 'The Distance', 'Never There', 'I Will Survive', 'War Pigs', 'Love You Madly', 'Comfort Eagle', 'Thrills', 'Sheep Go To Heaven', 'Frank Sinatra']",10
3752,9335,9335,The xx,"['downtempo', 'dream pop', 'indietronica']",26614287,92,"['Jocelyn Flores', 'SAD!', 'Hope', 'Moonlight', 'Everybody Dies In Their Nightmares', 'changes', 'Fuck Love (feat. Trippie Redd)', 'the remedy for a broken heart (why am I so in love)', 'Falling Down - Bonus Track', 'Look At Me!']",10
3753,9339,9339,Them,"['australian metalcore', 'blackened deathcore', 'brutal deathcore', 'deathcore', 'melodic deathcore', 'melodic metalcore', 'metalcore']",718204,73,"['Funny Thing', 'Them Changes', 'Dragonball Durag', 'Fair Chance', 'Dragonball Durag - Remix', 'Walk On By', 'Black Qualls', 'Show You The Way', 'Friend Zone', ""Oh Sheit it's X""]",9
3754,9342,9342,Theophilus London,['alternative hip hop'],13679181,92,"['Stronger', 'Ni**as In Paris', 'Heartless', 'FourFiveSeconds', 'Bound 2', 'POWER', 'Gold Digger', 'Father Stretch My Hands Pt. 1', 'Ghost Town', 'Flashing Lights']",10
3756,9344,9344,Therapy?,['sleep'],5282283,88,"['Let You Down', 'Lie', 'CLOUDS', 'JUST LIKE YOU', 'If You Want Love', 'LOST', 'Paralyzed', 'Time', 'DRIFTING', 'TRUST']",10
3757,9349,9349,Think Harder,['louisville indie'],59036,73,"['Mood Swings', 'White Lie', 'Ambient Gold', 'Cutting Rain Drops', 'Deja Vu', 'Lavender Tower', 'Fly Me High', 'Macha', 'White Noise', 'Cherry Blossom Skies']",10
3761,9360,9360,Thomas Hemsley,['classical baritone'],3811803,76,"['Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto', 'Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio', 'Bagatelle No. 25 in A Minor, ""Für Elise"", WoO 59', 'Für Elise, WoO 59', 'Moonlight Sonata (First Movement from Piano Sonata No. 14, Op. 27 No. 2)', 'Piano Sonata No. 14 in C-sharp minor, Op. 27, No. 2, ""Moonlight"": I. Adagio sostenuto', 'Beethoven: Piano Sonata No. 8 in C Minor, Op. 13, ""Pathétique"": II. Adagio cantabile', 'Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": 2. Adagio un poco mosso', 'Wind Quintet in E-Flat Major, WoO 208, Hess 19: II. Adagio maestoso', 'Piano Sonata No. 8 in C minor, Op. 13, ""Pathétique"": II. Adagio cantabile']",10
3762,9361,9361,Thomas Newman,['soundtrack'],183177,68,"['Nemo Egg (Main Title)', 'American Beauty', 'Any Other Name', 'Road To Perdition', 'Come Back to Us', '1917', 'Define Dancing', 'The Only Way is Down', 'The Night Window', 'Shawshank Prison - Stoic Theme']",10
3763,9362,9362,Thomas Oliver,['nz pop'],59744,66,"['Because You Move Me', 'Children', 'Run Away', 'Need To Feel Loved - Tinlicker Remix', 'Tell Me', 'Underwater - Tinlicker Remix (Edit)', 'Need You', 'Lost', 'Sleepwalker', 'Less Than a Minute']",10
3764,9364,9364,Thomas Schippers,['opera'],550058,70,"['Gymnopédie No. 1', 'Gnossienne No. 1', 'Satie / Orch. Ducros: Gymnopédie No. 1', 'Gnossienne: No. 1', 'Première Gymnopédie', 'Enfantillages pittoresques: II. Berceuse', '3 Gymnopédies: No. 1 in D Major: Lent et douloureux', '3 Gymnopédies: No. 1, Lent et douloureux', '3 Gymnopédies: No.1 Lent et douloureux', 'Gnossienne No.1 (Arr. Kleynjans)']",10
3767,9370,9370,Three Dog Night,"['album rock', 'art rock', 'blues rock', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']",594442,63,"['Joy To The World', 'Mama Told Me (Not To Come) - Single Version', 'Never Been To Spain - Single Version', 'Shambala - Single Version', 'One - Single Version', 'Out In The Country', 'An Old Fashioned Love Song', 'The Show Must Go On', 'Black And White', 'Easy To Be Hard - Single Version']",10
3769,9372,9372,Thug Life,"['gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",1846963,84,"['Richer (feat. Polo G)', 'Street Runner', 'Rags2Riches 2 (feat. Lil Baby)', 'Heart On Ice', 'Tombstone', 'Rags2Riches (feat. ATR Son Son)', 'Girl Of My Dreams', 'SoulFly', 'Gone Till November', ""Don't Forget""]",9
3771,9374,9374,Thunder,['afrofuturism'],33578447,90,"['Believer', 'Follow You', 'Thunder', 'Bad Liar', 'Natural', 'Demons', 'Whatever It Takes', 'Radioactive', 'Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)', 'On Top Of The World']",10
3772,9375,9375,Thundercat,['afrofuturism'],718204,73,"['Funny Thing', 'Them Changes', 'Dragonball Durag', 'Fair Chance', 'Dragonball Durag - Remix', 'Walk On By', 'Black Qualls', 'Show You The Way', 'Friend Zone', ""Oh Sheit it's X""]",9
3775,9378,9378,Thunderstorm Sound Bank,"['environmental', 'water']",9391,63,"['Monsun Thunderstorm', 'Rain & Thunder', 'Thunderstorm By The Waterfall', 'Rain and Thunder Sounds', 'Chill Rain Storms Sounds', 'Stress Relief Thunder', 'Stunning Rain & Storms Sounds', 'Thunder and Lightning', 'Thunder Storm Sounds', 'Thunderstorm Noise Loopable']",10
3776,9379,9379,Thunderstorms,"['environmental', 'sleep']",4484,78,"['Thunder & Rain Sounds, Pt. 02', 'Thunder & Rain Sounds, Pt. 01', 'Relaxing Rain Sounds, Pt. 01', 'Thunder & Rain Sounds, Pt. 03', 'Thunder & Rain Sounds, Pt. 06', 'Thunder & Rain Sounds, Pt. 04', 'Relaxing Rain Sounds, Pt. 02', 'Thunderstorms', 'Relaxing Rain Sounds, Pt. 03', 'Thunder & Rain Sounds, Pt. 07']",10
3777,9381,9381,Thyron,"['hardstyle', 'rawstyle', 'uptempo hardcore']",3686313,82,"['Can You Feel My Heart', 'Throne', 'Kingslayer (feat. BABYMETAL)', 'Parasite Eve', '1x1 (feat. Nova Twins)', 'Teardrops', 'Drown', 'Follow You', 'Happy Song', 'True Friends']",10
3778,9383,9383,Tiara Thomas,['pop r&b'],3057605,77,"['Lotus Flower Bomb (feat. Miguel)', 'On Chill (feat. Jeremih)', 'The Need to Know (feat. SZA)', 'Love... (Her Fault) [feat. Bryson Tiller]', 'My Love (feat. Major Lazer, WizKid, Dua Lipa)', 'Good Vibes (Za)', 'Ride Out', 'Bad (feat. Rihanna) - Remix', 'Ambition (feat. Meek Mill & Rick Ross)', 'Flawed (feat. Gunna)']",10
3780,9386,9386,Tieum,"['gabba', 'hardcore techno', 'industrial hardcore', 'speedcore', 'uptempo hardcore']",675518,77,"['Safe With Me (with Audrey Mika)', 'Feel Good (feat. Daya)', 'Body Back (feat. Maia Wright)', 'I Want Love (with Two Feet)', 'All You Need To Know (feat. Calle Lehmann)', 'Hold You Tonight (with Chris Lane)', 'Need Your Love (with Noah Kahan)', 'Desire - Gryffin Remix', 'Tie Me Down (with Elley Duhé)', 'you broke me first - Gryffin Remix']",10
3782,9393,9393,Tim McGraw,"['contemporary country', 'country', 'country road']",38647874,97,"['Love Story (Taylor’s Version)', 'willow', 'You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault)', 'cardigan', 'Mr. Perfectly Fine (Taylor’s Version) (From The Vault)', 'champagne problems', 'exile (feat. Bon Iver)', 'Blank Space', 'You Need To Calm Down', 'ME! (feat. Brendon Urie of Panic! At The Disco)']",10
3783,9396,9396,Timbaland,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop dance', 'pop rap', 'urban contemporary']",10613540,84,"['Mirrors', 'SexyBack (feat. Timbaland)', 'CAN\'T STOP THE FEELING! (Original Song from DreamWorks Animation\'s ""TROLLS"")', 'Rock Your Body', 'Cry Me a River', 'The Other Side (from Trolls World Tour)', 'My Love (feat. T.I.)', 'What Goes Around.../...Comes Around (Interlude)', 'Say Something (feat. Chris Stapleton)', 'Love Never Felt So Good']",10
3787,9401,9401,Timmy T,"['australian dance', 'edm', 'melbourne bounce', 'melbourne bounce international', 'pop dance']",771533,77,"['Mad World', 'Stay Mine', 'Distant Memory (with Timmy Trumpet x W&W)', 'Freaks - Radio Edit', 'Oracle', 'Paul Is Dead', 'Party Till We Die (feat. Andrew W.K.)', 'Dumb (Feat. Charlott Boss)', '911', 'Therapy']",10
3788,9402,9402,Timmy Trumpet,"['australian dance', 'edm', 'melbourne bounce', 'melbourne bounce international', 'pop dance']",771533,77,"['Mad World', 'Stay Mine', 'Distant Memory (with Timmy Trumpet x W&W)', 'Freaks - Radio Edit', 'Oracle', 'Paul Is Dead', 'Party Till We Die (feat. Andrew W.K.)', 'Dumb (Feat. Charlott Boss)', '911', 'Therapy']",10
3789,9404,9404,Timothy Hutchins,['classical flute'],1122563,72,"['Clair de Lune, L. 32', 'Rêverie', 'Suite bergamasque: Suite bergamasque: III. Clair de lune. Andante très expressif', 'Suite bergamasque, L. 75: 3. Clair de lune', 'Suite bergamasque, L. 75: Clair de lune', 'Rêverie, L. 68: Rêverie', 'Préludes / Book 2, L. 123: 5. Bruyères - Home Session', 'Dances for Harp and Orchestra, L. 103: 2. Danse profane', '2 Arabesques, L. 66: No. 1 in E Major', 'Debussy : Suite bergamasque : III Clair de lune']",10
3792,9413,9413,Tinlicker,['progressive house'],59744,66,"['Because You Move Me', 'Children', 'Run Away', 'Need To Feel Loved - Tinlicker Remix', 'Tell Me', 'Underwater - Tinlicker Remix (Edit)', 'Need You', 'Lost', 'Sleepwalker', 'Less Than a Minute']",10
3794,9417,9417,Titan,"['corrido', 'deep regional mexican', 'latin hip hop', 'norteno', 'nuevo regional mexicano', 'regional mexican']",16887912,96,"['Lucid Dreams', 'Wishing Well', 'Robbery', 'All Girls Are The Same', 'Come & Go (with Marshmello)', 'Bad Boy (with Young Thug)', 'Bandit (with YoungBoy Never Broke Again)', 'Righteous', 'Hate The Other Side (with Marshmello & The Kid Laroi)', 'Reminds Me Of You']",10
3798,9428,9428,Tiësto,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'trance', 'tropical house']",5513733,87,"['The Business', 'Jackie Chan', 'The Business, Pt. II', 'Ritual', 'God Is A Dancer (with Mabel)', 'BOOM', 'Red Lights', 'Lose You', 'Head & Heart (feat. MNEK) - Tiësto Remix', 'Wasted']",10
3803,9437,9437,Tochi Raina,"['filmi', 'modern bollywood']",2563418,81,"['Khairiyat', 'Shayad', 'Kabira', 'Tum Se Hi', 'Aabaad Barbaad', 'Mehrama', 'Channa Mereya', 'Zindagi Kuch Toh Bata (Reprise)', 'Ye Tune Kya Kiya', 'Subhanallah']",10
3804,9438,9438,Today,"['christian hardcore', 'christian metal', 'christian metalcore', 'christian rock', 'deathcore', 'melodic metalcore', 'metalcore']",38647874,97,"['Love Story (Taylor’s Version)', 'willow', 'You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault)', 'cardigan', 'Mr. Perfectly Fine (Taylor’s Version) (From The Vault)', 'champagne problems', 'exile (feat. Bon Iver)', 'Blank Space', 'You Need To Calm Down', 'ME! (feat. Brendon Urie of Panic! At The Disco)']",10
3805,9446,9446,Tokyo String Quartet,"['classical performance', 'japanese classical performance', 'string quartet']",3811803,76,"['Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto', 'Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio', 'Bagatelle No. 25 in A Minor, ""Für Elise"", WoO 59', 'Für Elise, WoO 59', 'Moonlight Sonata (First Movement from Piano Sonata No. 14, Op. 27 No. 2)', 'Piano Sonata No. 14 in C-sharp minor, Op. 27, No. 2, ""Moonlight"": I. Adagio sostenuto', 'Beethoven: Piano Sonata No. 8 in C Minor, Op. 13, ""Pathétique"": II. Adagio cantabile', 'Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": 2. Adagio un poco mosso', 'Wind Quintet in E-Flat Major, WoO 208, Hess 19: II. Adagio maestoso', 'Piano Sonata No. 8 in C minor, Op. 13, ""Pathétique"": II. Adagio cantabile']",10
3806,9453,9453,Tom MacDonald,"['bc underground hip hop', 'country rap']",507064,72,"['Fake Woke', 'People So Stupid', 'Clown World', 'No Lives Matter', 'Everybody Hates Me', 'WHITEBOY', 'Best Rapper Ever', 'Cancelled', 'Bad News', 'No Good Bastards']",10
3807,9459,9459,Tom Rush,"['american folk revival', 'country rock', 'folk', 'folk rock', 'singer-songwriter', 'traditional folk']",1588564,71,"['Tom Sawyer', 'Limelight', 'The Spirit Of Radio', 'Working Man', 'Closer To The Heart', 'Fly By Night', 'YYZ', 'Freewill', 'Subdivisions', 'Red Barchetta']",10
3808,9467,9467,Tomatito,"['flamenco', 'flamenco guitar', 'nuevo flamenco', 'rumba']",12542247,85,"['Fan de Tus Fotos', 'La Mejor Versión de Mi - Remix', 'Propuesta Indecente', 'Ella Quiere Beber - Remix', 'Sobredosis (feat. Ozuna)', 'Eres Mía', 'Imitadora', 'Aullando', 'Sigues Con El - Remix', 'Odio (feat. Drake)']",10
3811,9477,9477,Tommy Trash,"['aussietronica', 'australian dance', 'big room', 'deep big room', 'edm', 'electro house', 'progressive electro house', 'progressive house']",882626,66,"['Sun Is Shining', 'Reload - Radio Edit', 'Calling (Lose My Mind) - Radio Edit', 'Something New', 'Leave The World Behind - Radio Edit', 'On My Way', 'Dark River - Bonus Track', 'Together - Radio Edit', 'Leave The World Behind', 'Calling (Lose My Mind) - Extended Club Mix']",10
3812,9480,9480,Ton Koopman,"['choral', 'classical organ', 'classical performance', 'historically informed performance', 'orchestral performance']",4008949,79,"['Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante', 'Fantasia in D Minor, K.397', 'Requiem, K. 626: Lacrimosa', 'Symphony No.25 in G minor, K.183: 1. Allegro con brio', 'Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": 1. Allegro', 'Adagio in E Major, K. 261', 'Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro', 'Requiem in D Minor, K. 626: Sequence: VI. Lacrimosa dies illa', 'Symphony No. 40 in G Minor, K. 550: I. Molto allegro', 'Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio']",10
3814,9484,9484,Toneshifterz,"['classic hardstyle', 'euphoric hardstyle', 'hardstyle', 'rawstyle']",247015,68,"['Beast (All as One)', 'Imaginary', 'Fight For Something', 'Close to You (feat. PollyAnna)', 'Lose My Mind - Radio Edit', 'Fine Day', 'Lose It All', 'In The End - Dailucia Remix', 'All On Me', 'Jupiter - Brennan Heart Remix']",10
3815,9485,9485,Toni Braxton,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",593337,78,"['GOSHA', 'Moon & Stars (feat. Maggie Lindemann)', 'Mean', 'Like Me (feat. iann dior)', 'Whipski (feat. Lil Skies & Internet Money)', 'BERETTA (feat. Wifisfuneral)', 'Revenge', 'Human (feat. Night Lovell)', 'Sangria (feat. Denzel Curry)', 'Kill Cupid']",10
3818,9495,9495,Tony Gu,['tejano'],3783039,83,"['Wake Up in the Sky', 'I Get the Bag (feat. Migos)', 'Both (feat. Drake)', 'Champions', 'SoIcyBoyz 3 (feat. Gucci Mane, Pooh Shiesty, Foogiano & Tay Keith)', 'Semi On Em', 'Big Booty (feat. Megan Thee Stallion)', 'Met Gala (feat. Offset)', 'Curve (feat. The Weeknd)', ""That's What I Like (feat. Gucci Mane)""]",9
3819,9496,9496,Tony Igy,['russian dance'],365672,72,"['Astronomia', 'Nevada', 'Walk Thru Fire', 'Waiting', 'Animal', 'No Rest', 'Angels - Radio Edit', 'Somebody Like You', 'I Feel Human', 'Something Strange']",10
3820,9499,9499,Tony Romera,"['bass house', 'electro house', 'gaming edm']",858787,73,"['Sunset Lover', 'Night Trouble', 'I Leave Again', 'Problems', 'Burnin', 'You', 'Pick Your Battles - Malaa Remix', 'Alone', 'Parachute - Tony Romera Remix', 'Memories']",10
3821,9506,9506,Too Rude,['reggae rock'],647623,69,"['Feeling Alright', 'Fade Away', 'Satisfied', 'Count Me In', 'Safe and Sound', 'Lay My Claim', 'Lazy Afternoon', 'Attention Span', 'Pretty Lady', 'Roots Reggae Music (feat. Don Carlos)']",10
