,Unnamed: 0,Unnamed: 0.1,Artist,Genres,Followers,Popularity,Songs,Length
112,269,269,Alban Berg,"['classical', 'classical performance', 'streichquartett', 'string quartet']",4008949,79,"['Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante', 'Fantasia in D Minor, K.397', 'Requiem, K. 626: Lacrimosa', 'Symphony No.25 in G minor, K.183: 1. Allegro con brio', 'Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": 1. Allegro', 'Adagio in E Major, K. 261', 'Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro', 'Requiem in D Minor, K. 626: Sequence: VI. Lacrimosa dies illa', 'Symphony No. 40 in G Minor, K. 550: I. Molto allegro', 'Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio']",10
113,270,270,Alban Berg Quartett,"['classical', 'classical performance', 'streichquartett', 'string quartet']",4008949,79,"['Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante', 'Fantasia in D Minor, K.397', 'Requiem, K. 626: Lacrimosa', 'Symphony No.25 in G minor, K.183: 1. Allegro con brio', 'Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": 1. Allegro', 'Adagio in E Major, K. 261', 'Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro', 'Requiem in D Minor, K. 626: Sequence: VI. Lacrimosa dies illa', 'Symphony No. 40 in G Minor, K. 550: I. Molto allegro', 'Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio']",10
115,276,276,Alberto Martini,['italian violin'],1749719,74,"['Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156)', 'The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto', 'The Four Seasons - Summer in G Minor, RV. 315: III. Presto', 'Vivaldi: Violin Concerto in G Minor, RV 315 ""L\'estate"" (No. 2 from ""Il cimento dell\'armonia e dell\'inventione"", Op. 8): III. Presto', 'The Four Seasons - Winter in F Minor, RV. 297: I. Allegro non molto', 'Concerto for Lute, 2 Violins and Continuo in D major, RV 93: 2. Largo (Arr. for Guitar)', 'Concerto For 2 Mandolins, Strings And Continuo In G, RV 532: 3. Allegro', 'Vivaldi: Violin Concerto in E Major, RV 269, No. 1, Spring: I. Allegro', 'Vivaldi: The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto', 'Nulla in mundo pax, RV 630: 1. Nulla in mundo pax']",10
120,285,285,Aldo Donà,['vintage italian pop'],4008949,79,"['Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante', 'Fantasia in D Minor, K.397', 'Requiem, K. 626: Lacrimosa', 'Symphony No.25 in G minor, K.183: 1. Allegro con brio', 'Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": 1. Allegro', 'Adagio in E Major, K. 261', 'Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro', 'Requiem in D Minor, K. 626: Sequence: VI. Lacrimosa dies illa', 'Symphony No. 40 in G Minor, K. 550: I. Molto allegro', 'Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio']",10
128,299,299,Alena Cherny,['ukrainian classical piano'],550058,70,"['Gymnopédie No. 1', 'Gnossienne No. 1', 'Satie / Orch. Ducros: Gymnopédie No. 1', 'Gnossienne: No. 1', 'Première Gymnopédie', 'Enfantillages pittoresques: II. Berceuse', '3 Gymnopédies: No. 1 in D Major: Lent et douloureux', '3 Gymnopédies: No. 1, Lent et douloureux', '3 Gymnopédies: No.1 Lent et douloureux', 'Gnossienne No.1 (Arr. Kleynjans)']",10
140,322,322,Alex Rose,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",1922746,78,"['Me Fije', 'Jangueo', 'Toda Remix - Remix', 'Darte Remix', 'Darte', 'Percocet - Remix', 'Déjate Llevar', 'Fantasmita - Remix', 'Para Ti', ""Na' Personal""]",9
142,325,325,Alex Vargas,['danish pop'],647419,68,"['Night Light', 'Strength From Inside', 'Blue Monday', 'The Sound of Goodbye - Above & Beyond UK Edit', 'I Saw Good', 'Good For Me - ALPHA 9 Remix', 'See The End', 'Sun In Your Eyes - Spencer Brown Edit', 'Sun & Moon - Original Mix', 'Love Is Not Enough - Hybrid Minds Remix']",10
148,340,340,Alexis Weissenberg,"['classical piano', 'french classical piano']",1122563,72,"['Clair de Lune, L. 32', 'Rêverie', 'Suite bergamasque: Suite bergamasque: III. Clair de lune. Andante très expressif', 'Suite bergamasque, L. 75: 3. Clair de lune', 'Suite bergamasque, L. 75: Clair de lune', 'Rêverie, L. 68: Rêverie', 'Préludes / Book 2, L. 123: 5. Bruyères - Home Session', 'Dances for Harp and Orchestra, L. 103: 2. Danse profane', '2 Arabesques, L. 66: No. 1 in E Major', 'Debussy : Suite bergamasque : III Clair de lune']",10
150,345,345,Alfred Brendel,"['austrian classical piano', 'classical', 'classical performance', 'classical piano']",4008949,79,"['Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante', 'Fantasia in D Minor, K.397', 'Requiem, K. 626: Lacrimosa', 'Symphony No.25 in G minor, K.183: 1. Allegro con brio', 'Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": 1. Allegro', 'Adagio in E Major, K. 261', 'Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro', 'Requiem in D Minor, K. 626: Sequence: VI. Lacrimosa dies illa', 'Symphony No. 40 in G Minor, K. 550: I. Molto allegro', 'Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio']",10
151,346,346,Alfred Cortot,"['french classical piano', 'historic piano performance']",2364984,77,"['Nocturne No.2 In E Flat, Op.9 No.2', 'Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.', 'Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1', 'Nocturne, Op. posth. in C-Sharp Minor: Lento', '24 Préludes, Op. 28: No.4 in E minor - Largo', 'Nocturne No. 19 in E Minor, Op. 72, No. 1', 'Waltz in C-sharp minor, Op. 64 No. 2', 'Nocturne No.1 In B Flat Minor, Op.9 No.1', 'Nocturne No.6 In G Minor, Op.15 No.3', 'Waltz No.19 in A minor, Op.posth.']",10
152,348,348,Alfred Prinz,['classical clarinet'],4008949,79,"['Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante', 'Fantasia in D Minor, K.397', 'Requiem, K. 626: Lacrimosa', 'Symphony No.25 in G minor, K.183: 1. Allegro con brio', 'Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": 1. Allegro', 'Adagio in E Major, K. 261', 'Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro', 'Requiem in D Minor, K. 626: Sequence: VI. Lacrimosa dies illa', 'Symphony No. 40 in G Minor, K. 550: I. Molto allegro', 'Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio']",10
157,361,361,Alicia de Larrocha,"['classical performance', 'classical piano', 'spanish classical piano']",4008949,79,"['Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante', 'Fantasia in D Minor, K.397', 'Requiem, K. 626: Lacrimosa', 'Symphony No.25 in G minor, K.183: 1. Allegro con brio', 'Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": 1. Allegro', 'Adagio in E Major, K. 261', 'Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro', 'Requiem in D Minor, K. 626: Sequence: VI. Lacrimosa dies illa', 'Symphony No. 40 in G Minor, K. 550: I. Molto allegro', 'Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio']",10
162,374,374,All,"['modern rock', 'pop punk', 'post-teen pop']",16887912,96,"['Lucid Dreams', 'Wishing Well', 'Robbery', 'All Girls Are The Same', 'Come & Go (with Marshmello)', 'Bad Boy (with Young Thug)', 'Bandit (with YoungBoy Never Broke Again)', 'Righteous', 'Hate The Other Side (with Marshmello & The Kid Laroi)', 'Reminds Me Of You']",10
174,401,401,Aly & AJ,"['dance pop', 'electropop', 'girl group', 'indie poptimism', 'neo mellow', 'pop', 'pop dance', 'post-teen pop']",471405,66,"['Potential Breakup Song', 'Potential Breakup Song', 'Slow Dancing', 'Pretty Places', 'Like Whoa', 'Joan of Arc on the Dance Floor', 'Listen!!!', 'Symptom of Your Touch', 'Walking On Sunshine', 'Rush']",10
175,403,403,Amadeus Quartet,"['classical performance', 'string quartet']",4008949,79,"['Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante', 'Fantasia in D Minor, K.397', 'Requiem, K. 626: Lacrimosa', 'Symphony No.25 in G minor, K.183: 1. Allegro con brio', 'Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": 1. Allegro', 'Adagio in E Major, K. 261', 'Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro', 'Requiem in D Minor, K. 626: Sequence: VI. Lacrimosa dies illa', 'Symphony No. 40 in G Minor, K. 550: I. Molto allegro', 'Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio']",10
176,404,404,Amaia Montero,"['latin', 'latin arena pop', 'latin pop', 'spanish pop', 'spanish pop rock']",1434223,66,"['Aunque no te pueda ver', 'Resistiré', 'Sin miedo a nada (feat. Amaia Montero)', 'Estar contigo', 'A gritos de esperanza', 'Sigo aquí (Treasure Planet) (Tema principal de la B.S.O. El planeta del tesoro)', 'Sin miedo a nada', 'Dame tu aire', 'Si tú te vas (feat. Mike Bahía)', 'Entre tu boca y la mía (feat. Paty Cantú)']",10
178,409,409,Amar,"['alternative metal', 'death metal', 'melodic death metal', 'metal', 'power metal', 'swedish death metal', 'swedish metal', 'tolkien metal', 'viking metal']",27192042,95,"['Relación - Remix', 'UN DIA (ONE DAY) (Feat. Tainy)', 'Una Locura', 'LOCATION', 'LA CANCIÓN', 'Tu Veneno', 'I Like It', 'De Cora <3', 'Mood (Remix) feat. Justin Bieber, J Balvin & iann dior', 'Azul']",10
182,414,414,Ambiente,['world meditation'],27192042,95,"['Relación - Remix', 'UN DIA (ONE DAY) (Feat. Tainy)', 'Una Locura', 'LOCATION', 'LA CANCIÓN', 'Tu Veneno', 'I Like It', 'De Cora <3', 'Mood (Remix) feat. Justin Bieber, J Balvin & iann dior', 'Azul']",10
192,445,445,Amsterdam Baroque Orchestra,"['baroque ensemble', 'classical performance']",1749719,74,"['Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156)', 'The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto', 'The Four Seasons - Summer in G Minor, RV. 315: III. Presto', 'Vivaldi: Violin Concerto in G Minor, RV 315 ""L\'estate"" (No. 2 from ""Il cimento dell\'armonia e dell\'inventione"", Op. 8): III. Presto', 'The Four Seasons - Winter in F Minor, RV. 297: I. Allegro non molto', 'Concerto for Lute, 2 Violins and Continuo in D major, RV 93: 2. Largo (Arr. for Guitar)', 'Concerto For 2 Mandolins, Strings And Continuo In G, RV 532: 3. Allegro', 'Vivaldi: Violin Concerto in E Major, RV 269, No. 1, Spring: I. Allegro', 'Vivaldi: The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto', 'Nulla in mundo pax, RV 630: 1. Nulla in mundo pax']",10
198,458,458,Ana Torroja,"['latin', 'latin arena pop', 'latin pop', 'mexican pop', 'spanish pop']",960756,68,"['Duele El Amor', 'Sexo Pudor Y Lágrimas', 'Corazones Invencibles', 'Tu Recuerdo Divino (feat. Los Ángeles Azules) - Versión Bodas', 'Historias De Danzón Y De Arrabal', 'El Ataque de las Chicas Cocodrilo (feat. David Summers)', 'Tú Necesitas', 'Intocable', 'Ay Haiti!', 'Viviendo de Noche (feat. Javier Lozanda)']",10
203,474,474,Andrea Rost,['classical soprano'],155137,63,"['Dolly, Op.56: 1. Berceuse', 'Après un rêve, Op. 7, No. 1', 'Trois Romances sans paroles, Op.17: 3. Andante moderato', 'Après un rêve, Op.7, No.1 (Arr. Cello & Piano)', 'Pavane, Op. 50 (Version for Piano)', 'Fauré: Pavane in F-Sharp Minor, Op. 50', 'Fauré: Pavane, Op. 50', 'Elégie in C Minor, Op. 24 (Arr. Parkin)', 'Pavane, Op. 50', '3 Romances sans paroles, Op. 17: No. 3, Andante moderato in A-Flat Major']",10
206,479,479,Andreas Scholl,"['baroque singing', 'choral', 'classical countertenor', 'classical performance', 'early music', 'opera']",1749719,74,"['Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156)', 'The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto', 'The Four Seasons - Summer in G Minor, RV. 315: III. Presto', 'Vivaldi: Violin Concerto in G Minor, RV 315 ""L\'estate"" (No. 2 from ""Il cimento dell\'armonia e dell\'inventione"", Op. 8): III. Presto', 'The Four Seasons - Winter in F Minor, RV. 297: I. Allegro non molto', 'Concerto for Lute, 2 Violins and Continuo in D major, RV 93: 2. Largo (Arr. for Guitar)', 'Concerto For 2 Mandolins, Strings And Continuo In G, RV 532: 3. Allegro', 'Vivaldi: Violin Concerto in E Major, RV 269, No. 1, Spring: I. Allegro', 'Vivaldi: The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto', 'Nulla in mundo pax, RV 630: 1. Nulla in mundo pax']",10
208,483,483,Andrew Davis,"['choral', 'orchestral performance']",400188,65,"['Lyric Pieces, Book 5, Op. 54: Nocturne', 'Peer Gynt Suite No. 1, Op. 46: Morning Mood - Arr. for Piano', 'Piano Concerto In A Minor, Op.16: 2. Adagio - Live', 'Piano Concerto in A Minor, Op.16: I. Allegro molto moderato', 'Lyric Pieces, Book 9, Op. 68: Badnlat (Cradle Song)', 'Peer Gynt, Op. 23: IV. In the Hall of the Mountain King', 'Lyric Pieces Book II, Op.38: 1. Berceuse', 'Pièces Lyriques, Op. 47 No. 3: Mélodie', 'Peer Gynt, Op. 23: Act II, 7, In the Hall of the Mountain King', ""Peer Gynt-Suite Nr. 1, Op. 46: III. Anitra's Dance""]",9
210,487,487,Andrew Lloyd Webber,"['broadway', 'show tunes', 'west end']",212974,67,"['The Phantom Of the Opera', 'All I Ask Of You', 'Think Of Me', 'The Music Of The Night', 'Angel Of Music', 'The Phantom Of The Opera', 'The Point Of No Return', 'I Know I Have A Heart', 'Any Dream Will Do', 'Wishing You Were Somehow Here Again']",10
211,488,488,Andrew Manze,['classical performance'],1749719,74,"['Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156)', 'The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto', 'The Four Seasons - Summer in G Minor, RV. 315: III. Presto', 'Vivaldi: Violin Concerto in G Minor, RV 315 ""L\'estate"" (No. 2 from ""Il cimento dell\'armonia e dell\'inventione"", Op. 8): III. Presto', 'The Four Seasons - Winter in F Minor, RV. 297: I. Allegro non molto', 'Concerto for Lute, 2 Violins and Continuo in D major, RV 93: 2. Largo (Arr. for Guitar)', 'Concerto For 2 Mandolins, Strings And Continuo In G, RV 532: 3. Allegro', 'Vivaldi: Violin Concerto in E Major, RV 269, No. 1, Spring: I. Allegro', 'Vivaldi: The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto', 'Nulla in mundo pax, RV 630: 1. Nulla in mundo pax']",10
213,495,495,András Ligeti,['hungarian classical performance'],4008949,79,"['Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante', 'Fantasia in D Minor, K.397', 'Requiem, K. 626: Lacrimosa', 'Symphony No.25 in G minor, K.183: 1. Allegro con brio', 'Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": 1. Allegro', 'Adagio in E Major, K. 261', 'Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro', 'Requiem in D Minor, K. 626: Sequence: VI. Lacrimosa dies illa', 'Symphony No. 40 in G Minor, K. 550: I. Molto allegro', 'Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio']",10
222,520,520,Angel Romero,"['classical guitar', 'guitarra clasica']",1749719,74,"['Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156)', 'The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto', 'The Four Seasons - Summer in G Minor, RV. 315: III. Presto', 'Vivaldi: Violin Concerto in G Minor, RV 315 ""L\'estate"" (No. 2 from ""Il cimento dell\'armonia e dell\'inventione"", Op. 8): III. Presto', 'The Four Seasons - Winter in F Minor, RV. 297: I. Allegro non molto', 'Concerto for Lute, 2 Violins and Continuo in D major, RV 93: 2. Largo (Arr. for Guitar)', 'Concerto For 2 Mandolins, Strings And Continuo In G, RV 532: 3. Allegro', 'Vivaldi: Violin Concerto in E Major, RV 269, No. 1, Spring: I. Allegro', 'Vivaldi: The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto', 'Nulla in mundo pax, RV 630: 1. Nulla in mundo pax']",10
226,524,524,Angela Brownridge,['british classical piano'],550058,70,"['Gymnopédie No. 1', 'Gnossienne No. 1', 'Satie / Orch. Ducros: Gymnopédie No. 1', 'Gnossienne: No. 1', 'Première Gymnopédie', 'Enfantillages pittoresques: II. Berceuse', '3 Gymnopédies: No. 1 in D Major: Lent et douloureux', '3 Gymnopédies: No. 1, Lent et douloureux', '3 Gymnopédies: No.1 Lent et douloureux', 'Gnossienne No.1 (Arr. Kleynjans)']",10
234,559,559,Anna Tomowa-Sintow,['classical soprano'],4008949,79,"['Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante', 'Fantasia in D Minor, K.397', 'Requiem, K. 626: Lacrimosa', 'Symphony No.25 in G minor, K.183: 1. Allegro con brio', 'Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": 1. Allegro', 'Adagio in E Major, K. 261', 'Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro', 'Requiem in D Minor, K. 626: Sequence: VI. Lacrimosa dies illa', 'Symphony No. 40 in G Minor, K. 550: I. Molto allegro', 'Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio']",10
238,572,572,Annie Fischer,"['historic piano performance', 'hungarian classical piano']",4008949,79,"['Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante', 'Fantasia in D Minor, K.397', 'Requiem, K. 626: Lacrimosa', 'Symphony No.25 in G minor, K.183: 1. Allegro con brio', 'Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": 1. Allegro', 'Adagio in E Major, K. 261', 'Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro', 'Requiem in D Minor, K. 626: Sequence: VI. Lacrimosa dies illa', 'Symphony No. 40 in G Minor, K. 550: I. Molto allegro', 'Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio']",10
239,578,578,Anske,['progressive trance'],6097520,85,"['See You Again (feat. Kali Uchis)', 'EARFQUAKE', 'BEST INTEREST', 'GONE, GONE / THANK YOU', 'Potato Salad', 'Boredom (feat. Rex Orange County & Anna of the North)', '911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy)', 'I THINK', 'Glitter', 'A BOY IS A GUN*']",10
241,586,586,Anthony Halstead,['classical horn'],622116,68,"['Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante', 'Fantasia in D Minor, K.397', 'Requiem, K. 626: Lacrimosa', 'Symphony No.25 in G minor, K.183: 1. Allegro con brio', 'Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": 1. Allegro', 'Adagio in E Major, K. 261', 'Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro', 'Requiem in D Minor, K. 626: Sequence: VI. Lacrimosa dies illa', 'Symphony No. 40 in G Minor, K. 550: I. Molto allegro', 'Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio']",10
242,589,589,Anthony Ramos,"['hollywood', 'show tunes']",197095,77,"['Alexander Hamilton', 'My Shot', 'The Schuyler Sisters', 'Wait for It', 'Aaron Burr, Sir', 'Guns and Ships', 'Non-Stop', 'The Room Where It Happens', 'Right Hand Man', 'Dear Theodosia']",10
247,603,603,Antonio Vivaldi,"['baroque', 'classical', 'early music', 'italian baroque']",1749719,74,"['Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156)', 'The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto', 'The Four Seasons - Summer in G Minor, RV. 315: III. Presto', 'Vivaldi: Violin Concerto in G Minor, RV 315 ""L\'estate"" (No. 2 from ""Il cimento dell\'armonia e dell\'inventione"", Op. 8): III. Presto', 'The Four Seasons - Winter in F Minor, RV. 297: I. Allegro non molto', 'Concerto for Lute, 2 Violins and Continuo in D major, RV 93: 2. Largo (Arr. for Guitar)', 'Concerto For 2 Mandolins, Strings And Continuo In G, RV 532: 3. Allegro', 'Vivaldi: Violin Concerto in E Major, RV 269, No. 1, Spring: I. Allegro', 'Vivaldi: The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto', 'Nulla in mundo pax, RV 630: 1. Nulla in mundo pax']",10
251,611,611,Anuradha,"['bhajan', 'classic bollywood', 'desi pop', 'filmi', 'ghazal', 'modern bollywood', 'sufi']",11497105,77,"['Jashn-E-Bahaaraa', 'Main Tumhara', 'Kun Faya Kun', 'Enna Sona', 'Jai Ho! (You Are My Destiny)', 'Tere Bina', 'Dil Bechara', 'Taare Ginn', 'Masakali 2.0', 'Love Mashup 2019']",10
254,619,619,Aphex Twin,"['ambient', 'braindance', 'electronica', 'intelligent dance music', 'uk experimental electronic']",715322,65,"['Avril 14th', 'Alberto Balsalm', '#3', 'aisatsana [102]', 'Xtal', 'Windowlicker', 'Ageispolis', 'Flim', 'IZ-US', 'Fingerbib']",10
262,638,638,Archie,"['brill building pop', 'bubblegum pop', 'classic canadian rock', 'folk rock', 'merseybeat']",344432,61,"['Dreams Tonite', 'Archie, Marry Me', 'Not My Baby', 'Adult Diversion', 'In Undertow', 'Party Police', 'Next of Kin', 'Atop a Cake', 'Ones Who Love You', 'Plimsoll Punks']",10
263,641,641,Arcángel,"['latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']",7808061,89,"['911', 'Relación - Remix', 'La Luz', 'Relación', 'Sigues Con El', 'Ignorantes', 'Otro Trago - Remix', 'Otro Trago', 'Quizas', 'PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix']",10
266,645,645,Argent,"['art rock', 'blues rock', 'classic rock', 'classic uk pop', 'progressive rock', 'psychedelic rock', 'symphonic rock']",3050959,89,"['Lemonade (feat. Gunna, Don Toliver & NAV)', 'Drip Too Hard (Lil Baby & Gunna)', 'DOLLAZ ON MY HEAD (feat. Young Thug)', 'Take It To Trial (feat. Yak Gotti)', 'Turks (with Gunna & ft. Travis Scott)', 'All the Smoke (feat. Gunna & Wiz Khalifa)', 'Who You Foolin', 'Never Recover (Lil Baby & Gunna, Drake)', 'Sold Out Dates (feat. Lil Baby)', 'Drip or Drown']",10
268,647,647,Aria,"['dance pop', 'pop', 'post-teen pop']",60986881,96,"['positions', '34+35', '7 rings', 'Stuck with U (with Justin Bieber)', 'thank u, next', 'Rain On Me (with Ariana Grande)', 'pov', '34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix', 'motive (with Doja Cat)', 'God is a woman']",10
269,648,648,Ariana Grande,"['dance pop', 'pop', 'post-teen pop']",60986881,96,"['positions', '34+35', '7 rings', 'Stuck with U (with Justin Bieber)', 'thank u, next', 'Rain On Me (with Ariana Grande)', 'pov', '34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix', 'motive (with Doja Cat)', 'God is a woman']",10
273,657,657,Arizona,"['pop rap', 'rhode island rap']",595761,76,"['ROXANNE', 'FML', 'NIGHTRIDER', 'No I in Team', 'Drinking Problem (feat. 27CLUB)', '24', 'Swerve', 'FAST', 'RIP', 'Homies']",10
274,658,658,Arizona Zervas,"['pop rap', 'rhode island rap']",595761,76,"['ROXANNE', 'FML', 'NIGHTRIDER', 'No I in Team', 'Drinking Problem (feat. 27CLUB)', '24', 'Swerve', 'FAST', 'RIP', 'Homies']",10
278,665,665,Armin van Buuren,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']",3596308,79,"['Let Me Go (with Alesso, Florida Georgia Line & watt)', 'Midnight (feat. Liam Payne)', 'Under Control (feat. Hurts)', 'Going Dumb', 'Going Dumb (with Stray Kids)', 'Heroes (we could be)', 'Leave A Little Love', 'REMEDY', 'If I Lose Myself - Alesso vs OneRepublic', 'THE END']",10
281,675,675,Arthur Baker,['electro'],188531,67,"['Turn off the Lights', 'Boneless', 'Delirious (Boneless) (feat. Kid Ink)', 'Who Are You? - Chris Lake Remix', 'Beat Freak (ft. lau.ra)', 'The Answer (featuring Arthur Baker & Victor Simonelli)', 'All Night Alone - Chris Lake Edit', 'How Deep Is Your Love - Chris Lake Remix', 'Deceiver', 'Free Your Body']",10
283,679,679,Arthur Nikisch,['historic orchestral performance'],688196,66,"['Sechs Klavierstücke, Op. 118: II. Intermezzo in A Major', 'Hungarian Dance No. 5 in G Minor, WoO 1 No. 5 (Orch. Schmeling)', 'Wiegenlied, Op. 49, No. 4 (Arr. for Cello and Piano)', '6 Chorale Preludes, BV B 50: Herzlich tut mich verlangen, Op. 122/10', 'Symphony No. 3 in F Major, Op. 90: III. Poco allegretto', 'Hungarian Dance No.5 in G Minor, WoO 1, No.5', 'Brahms: 6 Pieces, Op. 118: II. Intermezzo in A Major', 'Fantasien op. 116: Intermezzo: Adagio', 'Danza Hungara Nº5', '16 Waltzes, Op. 39 (Version for Piano Duet): No. 15 in A-Flat Major']",10
286,684,684,Artur Schnabel,"['austrian classical piano', 'classical performance', 'historic piano performance']",818657,67,"['Minuet in A Major, D. 334', 'Ständchen, S. 560 (Trans. from Schwanengesang No. 4, D. 957)', 'Serenade', 'Die Nacht (Arr. for Cello and Guitar by Anja Lechner and Pablo Márquez)', '4 Impromptus, Op.90, D.899: No.4 in A Flat Major: Allegretto', '4 Impromptus, Op. 90, D. 899: No. 3 in G-flat major', 'Frühlingsglaube (Arr. Franz Liszt)', 'Schwanengesang, D. 957: Ständchen ""Leise flehen meine Lieder""', 'Ave Maria, D. 839', 'Impromptus, D 899, Op. 90: III. Andante']",10
287,685,685,Arturo Benedetti Michelangeli,"['classical performance', 'classical piano', 'italian classical piano']",2364984,77,"['Nocturne No.2 In E Flat, Op.9 No.2', 'Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.', 'Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1', 'Nocturne, Op. posth. in C-Sharp Minor: Lento', '24 Préludes, Op. 28: No.4 in E minor - Largo', 'Nocturne No. 19 in E Minor, Op. 72, No. 1', 'Waltz in C-sharp minor, Op. 64 No. 2', 'Nocturne No.1 In B Flat Minor, Op.9 No.1', 'Nocturne No.6 In G Minor, Op.15 No.3', 'Waltz No.19 in A minor, Op.posth.']",10
