,Unnamed: 0,artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count,genres,songs,followers,Popularity Score,Artist ID,Image URL,Artist URL,Length
128,128,A Flock Of Seagulls,0.0243428526315789,0.5188947368421054,243360.57894736843,0.7202105263157897,0.4375057894736841,0.2180947368421052,-9.794473684210525,0.0381631578947368,147.43173684210527,0.7040526315789474,35.526315789473685,2,1,38,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']","['I Ran (So Far Away)', 'I Ran (So Far Away)', 'Space Age Love Song', 'The More You Live, The More You Love', 'Wishing (If I Had a Photograph of You)', 'I Ran (So Far Away)', 'I Ran', 'I Ran (So Far Away) - The KVB Remix', 'Messages', 'I Ran (So Far Away) (Re-Recorded / Remastered)']",397381,61,0uAjBatvB4ubpd4kCfjmNt,https://i.scdn.co/image/0e0b74658f7e16190f23d795648c888c4dd40f2a,https://open.spotify.com/artist/0uAjBatvB4ubpd4kCfjmNt,10
131,131,A Perfect Circle,0.05009029,0.5203500000000001,256041.95,0.6994,0.3047115000000001,0.1319949999999999,-7.95745,0.0611,122.99535000000006,0.2721450000000002,52.2,6,1,40,"['alternative metal', 'alternative rock', 'nu metal', 'rap rock', 'rock', 'supergroup']","['Judith', 'The Outsider', '3 Libras', 'Weak And Powerless', 'Passive', 'Pet', 'The Noose', 'The Hollow', 'The Doomed', 'Orestes']",1328429,67,4DFhHyjvGYa9wxdHUjtDkc,https://i.scdn.co/image/7802c0c19c9d46280366f7530cb28a7be25b1b90,https://open.spotify.com/artist/4DFhHyjvGYa9wxdHUjtDkc,10
132,132,A R I Z O N A,0.1363,0.6759999999999999,182859.66666666663,0.6126666666666666,0.1167333333333333,0.1313,-8.663333333333334,0.0603333333333333,101.286,0.228,65.0,2,1,6,"['edm', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'pop edm', 'tropical house']","['Nostalgic', 'Problems', 'Oceans Away', 'Freaking Out', 'I Was Wrong - Robin Schulz Remix', 'Find Someone', 'Take Her Place (feat. A R I Z O N A)', 'Cross My Mind', 'Cross My Mind, Pt. 2 (feat. Kiiara)', 'Electric Touch']",358018,68,7hOGhpa8RMSuDOWntGIAJt,https://i.scdn.co/image/02bb7d7009621e656b39d6ca32ba890d5a95a6b1,https://open.spotify.com/artist/7hOGhpa8RMSuDOWntGIAJt,10
139,139,A$AP Ferg,0.1240666666666666,0.7147500000000001,233240.66666666663,0.77975,5.3725e-06,0.2788833333333333,-5.142499999999999,0.26275,132.78574999999998,0.4420833333333333,64.75,11,1,12,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']","['Plain Jane', 'BANKROLL (feat. A$AP Rocky & A$AP Ferg)', 'Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)', 'Plain Jane REMIX (feat. Nicki Minaj)', 'Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)', 'Dennis Rodman (feat. Tyga)', 'Runnin (with A$AP Rocky, A$AP Ferg & Nicki Minaj)', 'Shabba (feat. A$AP Rocky)', 'Guilty', 'Move Ya Hips (feat. Nicki Minaj & MadeinTYO)']",2928291,79,5dHt1vcEm9qb8fCyLcB3HL,https://i.scdn.co/image/25bdf244c941a7dcf01a74f56a37e7f30eb6b1a4,https://open.spotify.com/artist/5dHt1vcEm9qb8fCyLcB3HL,10
142,142,A*Teens,0.04309,0.7170000000000001,202773.66666666663,0.879,0.0093033333333333,0.2574333333333333,-5.705666666666668,0.0365666666666666,124.99666666666668,0.7890000000000001,44.66666666666666,4,1,6,"['bubblegum dance', 'dance pop', 'europop']","['Upside Down', 'Can\'t Help Falling In Love - From ""Lilo & Stitch""/Soundtrack Version', 'Mamma Mia', 'Gimme! Gimme! Gimme! (A Man After Midnight)', 'Super Trouper', 'Dancing Queen', 'Halfway Around The World', 'Floorfiller', 'Sugar Rush', ""Can't Help Falling In Love""]",133752,51,5zMgvYBz4AW0gFyPtg7fR9,https://i.scdn.co/image/02d0b6cc0b28a6c18c3575649170800b985dfc15,https://open.spotify.com/artist/5zMgvYBz4AW0gFyPtg7fR9,9
143,143,A-Mei Chang,0.29,0.542,318333.0,0.38,0.0,0.409,-11.702,0.0366,123.971,0.138,52.0,10,1,2,"['c-pop', 'mandopop']","['連名帶姓', '緩緩', '人質', '聽海', '身後', '記得', '如果你也聽說', '我最親愛的', '真實', '一眼瞬間']",455602,61,6noxsCszBEEK04kCehugOp,https://i.scdn.co/image/9679594d0e3f5412892348466d5ab2645809d568,https://open.spotify.com/artist/6noxsCszBEEK04kCehugOp,10
153,153,A7S,0.223,0.789,166794.0,0.7199999999999999,0.0,0.129,-5.652,0.2173333333333332,122.031,0.664,42.333333333333336,8,0,6,['scandipop'],"['Your Love (9PM)', 'Breaking Me', 'Why Do You Lie To Me (feat. Lil Baby)', 'Breaking Me - HUGEL Remix', 'Your Love (9PM) - Tiësto Remix', 'Breaking Me - Mike Williams Remix', 'Hey Baby (feat. A7S)', 'Why Do You Lie To Me (feat. Lil Baby) - twocolors Remix', 'Breaking Me - Acoustic Version', 'Strangers']",17957,82,5Wg2b4Mp42gicxEeDNawf7,https://i.scdn.co/image/f3ab7b7da390e9ff37a960141491a21bbcfaafcc,https://open.spotify.com/artist/5Wg2b4Mp42gicxEeDNawf7,10
154,154,AAA,0.024215,0.628,269366.5,0.8550000000000001,0.0,0.3605,-5.2235,0.08005,135.9975,0.77,30.5,7,1,4,"['japanese alternative rock', 'japanese electropop', 'japanese r&b']","['屍を越えてゆけ', 'HOME', 'DAYZ', 'Magic', 'P.L.T', 'Utopia', 'Deep Down ft. AAAMYYY', '愛のため', 'ハイウェイ', 'Leeloo']",33983,50,5YCsKCBbhMHBKBh2MllF5d,https://i.scdn.co/image/ea0750e50734962f785e0b5c3c3dc0f2e050421e,https://open.spotify.com/artist/5YCsKCBbhMHBKBh2MllF5d,10
155,155,AB6IX,0.10695,0.7410000000000001,194201.5,0.915,0.0,0.295,-3.752,0.09795,122.4745,0.7255,32.5,11,1,2,"['k-pop', 'k-pop boy group']","['STAY YOUNG', 'BREATHE', 'Fallin’ (Adrenaline) - AB6IX Remix', 'THE ANSWER', 'ROSE, SCENT, KISS', 'BLIND FOR LOVE', 'SALUTE', 'MOONDANCE', 'HOLLYWOOD', 'SHINING STARS']",420447,57,4y0wFJ5jmCUNRLZfsw1I7g,https://i.scdn.co/image/ab6761610000e5eb3084d371dbb411fc338bf6a5,https://open.spotify.com/artist/4y0wFJ5jmCUNRLZfsw1I7g,10
156,156,ABBA,0.3693849645390073,0.5734539007092204,236005.58156028367,0.648502127659574,0.0257010582978723,0.2094539007092202,-8.410716312056724,0.0368078014184397,122.79200709219856,0.6558865248226953,45.73758865248226,9,1,282,"['europop', 'swedish pop']","['Dancing Queen', 'Gimme! Gimme! Gimme! (A Man After Midnight)', 'Mamma Mia', 'The Winner Takes It All', 'Take A Chance On Me', 'Waterloo', 'Super Trouper', 'Chiquitita', 'Lay All Your Love On Me', 'Voulez-Vous']",5580759,81,0LcJLqbBmaGUft1e9Mm8HV,https://i.scdn.co/image/6dec77bd3cdd0c634a1c9400c3c7fe8b0f1aa56e,https://open.spotify.com/artist/0LcJLqbBmaGUft1e9Mm8HV,10
166,166,AJJ,0.1969999999999999,0.54725,159800.0,0.5905,0.0,0.342275,-7.005750000000003,0.0715499999999999,112.95875,0.7405000000000002,53.5,0,1,8,"['acoustic punk', 'anti-folk', 'folk punk']","['Brave as a Noun', 'Body Terror Song', 'Bad Bad Things', 'People Ii: The Reckoning', 'Rejoice', 'Distance', 'Survival Song', 'Self Esteem', 'Daddy', 'Big Bird']",177306,60,4IDpDJIDfK96HMLD4Tphyl,https://i.scdn.co/image/ab6761610000e5ebf89c1d5febc6fcf08923c771,https://open.spotify.com/artist/4IDpDJIDfK96HMLD4Tphyl,10
169,169,AKLO,0.0961,0.648,327967.0,0.904,2.07e-06,0.0629,-4.565,0.0786,121.994,0.728,75.0,6,0,2,['j-rap'],"['Hyakusenman - Remix', 'COUNT ON ME', 'KILL IT EYDEY', 'Dirty Work - Remix', 'New Drug', 'Kamasu or Die', 'Different Man', 'SEE ME NOW', 'Fuego', 'McLaren']",54435,65,5fNuYnFYyzsrVRtDcKPnxb,https://i.scdn.co/image/63c58ae0ac79254edd55e37fb4f6e0b6cb92fcae,https://open.spotify.com/artist/5fNuYnFYyzsrVRtDcKPnxb,10
172,172,ALLBLACK,0.00432,0.7,277133.0,0.491,0.0,0.0916,-8.33,0.4029999999999999,178.135,0.225,9.0,1,1,2,"['cali rap', 'hyphy', 'k-rap', 'west coast trap']","['West Coast (feat. Blueface, ALLBLACK & YG)', 'Trip On It', 'Road Run (feat. Shoreline Mafia)', 'Fees', 'Ego', 'Canadian Goose', '07 Lynch (feat. Daboii)', 'Salute Me', 'The Tip Out', 'Anejo']",45085,57,1cutd8e41XvxXnFPOFIxMD,https://i.scdn.co/image/ab6761610000e5eb4e309a4cb6c4939b60b4078e,https://open.spotify.com/artist/1cutd8e41XvxXnFPOFIxMD,10
174,174,ALPHA 9,0.0168218241666666,0.5093749999999999,143971.45833333337,0.8992916666666665,0.4430298166666667,0.3779166666666665,-6.583958333333335,0.0712499999999999,128.47983333333332,0.3017416666666666,19.75,9,1,24,"['edm', 'progressive house', 'progressive trance', 'russian trance', 'trance', 'uplifting trance']","['Good For Me - ALPHA 9 Remix', 'All That I Can', 'Come Home - Extended Mix', 'Stellar', 'Empty Streets - ALPHA 9 Remix', 'Never Be The Same - ALPHA 9 Remix', 'Everywhere I Go', 'Before The Dawn - Edit', 'All We Need', 'Azzura']",36407,53,6ckI88Ggj8DPe0TNAAVkjn,https://i.scdn.co/image/1abf5c057e04d73a0a5242e7642575ce20d90c3b,https://open.spotify.com/artist/6ckI88Ggj8DPe0TNAAVkjn,10
177,177,APO Hiking Society,0.4850000000000002,0.5131785714285713,222377.6071428572,0.4664285714285712,0.0050420214285714,0.1966357142857143,-12.185642857142849,0.0508607142857142,118.8044642857143,0.5509642857142859,40.75,5,1,28,"['classic opm', 'opm']","['When I Met You', 'Panalangin', 'Batang-Bata Ka Pa', 'Awit Ng Barkada', 'Pumapatak Ang Ulan', 'Mahirap Magmahal Ng Syota Ng Iba', 'Kaibigan', 'Show Me a Smile', 'Anna', 'Pag-ibig']",345096,59,4RA4PC3WHM9OHZLExirTcU,https://i.scdn.co/image/ab67616d0000b273ced4497964aeed279f3b81ee,https://open.spotify.com/artist/4RA4PC3WHM9OHZLExirTcU,10
184,184,AURORA,0.5770000000000001,0.3656666666666665,212811.66666666663,0.4036666666666667,0.0002329,0.154,-8.529333333333334,0.0557,141.44999999999996,0.2756666666666667,68.33333333333333,5,1,6,"['art pop', 'norwegian pop']","['Runaway', 'Into the Unknown', 'Running with the Wolves', 'Half the World Away', 'Exist for Love', 'Mucho Más Allá', 'Murder Song (5, 4, 3, 2, 1) - Acoustic', 'Conqueror', 'Stjernestøv', 'Wo noch niemand war']",1344043,80,1WgXqy2Dd70QQOU7Ay074N,https://i.scdn.co/image/ab6761610000e5eb04c77d90f5e339ed29f68975,https://open.spotify.com/artist/1WgXqy2Dd70QQOU7Ay074N,10
185,185,AVCI,0.000746,0.5660000000000001,177225.0,0.937,0.894,0.212,-10.001,0.0408,130.017,0.0367,0.0,7,1,2,"['karadeniz halk muzigi', 'turkish pop', 'turkish trap pop']","['Gittin Gideli - Akustik', 'Unutamam Seni', 'Sen', 'Merdo', 'Adaletin Bu Mu Dünya', 'Gidiyorum', 'Aşk Sana Benzer', 'Yanımda Sen Olmayınca', 'Hoş Geldin', 'Senin İçin Değer']",1180391,56,3sV7ijrP5xMHgWRlOnPTCi,https://i.scdn.co/image/ddaeecbebd91554ade5c9b863662922d41ae689f,https://open.spotify.com/artist/3sV7ijrP5xMHgWRlOnPTCi,10
188,188,AWOLNATION,0.1537316666666666,0.6656666666666666,226805.0,0.706,0.2030315666666666,0.3071666666666666,-7.0429999999999975,0.0521666666666666,119.704,0.3989999999999999,61.33333333333334,5,1,6,"['indie rock', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp pop']","['Sail', 'Carry On', 'Run', 'Disco Body Parts (feat. AWOLNATION)', 'The Best', 'The Best (feat. Alice Merton)', 'Kill Your Heroes', 'I\'m On Fire - From ""Fifty Shades Of Grey"" Soundtrack', 'Hollow Moon (Bad Wolf)', 'Woman Woman']",1914055,69,4njdEjTnLfcGImKZu1iSrz,https://i.scdn.co/image/f2f50062fb8e368453fc50241c28669f1573a77e,https://open.spotify.com/artist/4njdEjTnLfcGImKZu1iSrz,10
194,194,Aaron Copland,0.9543410852713176,0.3486209302325584,253276.8449612403,0.1587703875968992,0.4524083079844961,0.1550457364341085,-19.18558139534884,0.0638635658914728,107.33917054263564,0.2213782945736434,7.775193798449613,7,1,129,"['american modern classical', 'classical', 'early modern classical']","['Fanfare for the Common Man', 'Appalachian Spring: VII. Doppio movimento', 'Appalachian Spring - 1945 Suite: 1. Very slowly', 'Copland: Appalachian Spring: VII. Doppio movimento (Variations on a Shaker Hymn - Simple Gifts)', 'Down a Country Lane', 'Fanfare for the Common Man', 'Rodeo: Hoe-Down', 'Appalachian Spring: VII. Doppio movimento', 'Rodeo: II. Corral Nocturne', 'Appalachian Spring Suite']",72557,52,0nJvyjVTb8sAULPYyA1bqU,https://i.scdn.co/image/f57c487339e5d75bfbf22272ae148641b2a0e18d,https://open.spotify.com/artist/0nJvyjVTb8sAULPYyA1bqU,10
199,199,Aaron Neville,0.5909000000000001,0.4895238095238093,223718.76190476192,0.3459619047619049,0.0044930333333333,0.1133190476190477,-13.534142857142855,0.0553523809523809,112.9401904761905,0.3867,38.85714285714285,0,1,42,['soul'],"[""Don't Know Much (with Aaron Neville)"", 'Hercules', 'Tell It Like It Is', 'All My Life (with Aaron Neville) - 1999 Remaster', 'The Weight - Live', 'Tell It Like It Is', 'Even If My Heart Would Break', 'Everybody Plays The Fool', 'La Vie Dansante', 'You Never Can Tell']",85060,59,57ALvbCBaCkNlgTOSiUPdT,https://i.scdn.co/image/90e0b8ea30e238a1bf6d9852b23bc792870a976c,https://open.spotify.com/artist/57ALvbCBaCkNlgTOSiUPdT,9
200,200,Aaron Shust,0.0229,0.563,291987.0,0.467,0.0,0.0945,-6.0870000000000015,0.0241,77.982,0.241,53.0,2,1,2,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'rock cristiano', 'world worship', 'worship']","['My Savior My God', 'Ever Be', 'My Hope Is in You', 'No One Higher', 'Isaiah 53', 'Zion', 'Mountain Of The Lord', 'This I Know', 'Resurrecting - Radio Version', 'None Like You']",171694,51,0oM8RWZXhJYSnzGdepP7fM,https://i.scdn.co/image/1c48a4f4042cba0d405b7508e7e845da8c8d1efc,https://open.spotify.com/artist/0oM8RWZXhJYSnzGdepP7fM,10
203,203,Aaron Tveit,0.8859999999999999,0.3279999999999999,123160.0,0.384,0.0,0.143,-10.323,0.0379,76.744,0.504,50.0,0,1,1,"['broadway', 'hollywood', 'show tunes']","['Do You Hear The People Sing?', 'Elephant Love Medley', 'Shut Up And Raise Your Glass', 'Those Magic Changes - From ""Grease Live!"" Music From The Television Event', 'Summer Nights - From ""Grease Live!"" Music From The Television Event', 'ABC Café / Red & Black', 'Sandy - From ""Grease Live!"" Music From The Television Event', 'Superboy and the Invisible Girl', 'We Go Together - From ""Grease Live!"" Music From The Television Event', 'Come What May']",29716,57,68h2f0WXn4zEctSgNYozXx,https://i.scdn.co/image/ab67616d0000b27356896680295a2000b46609f4,https://open.spotify.com/artist/68h2f0WXn4zEctSgNYozXx,10
205,205,Aaron Y Su Grupo Ilusion,0.158,0.6609999999999999,241010.0,0.62425,9.25e-06,0.0833,-5.6910000000000025,0.041725,130.39625,0.71475,56.0,7,1,8,"['cumbia sonidera', 'ranchera', 'regional mexican']","['Todo Me Gusta De Ti', 'Destilando Amor', 'Te Vas', 'No Voy A Llorar', 'El Embrujo', 'Embrujo', 'No Voy A Llorar', 'Destilando Amor', 'Y Te Has Marchado', 'El Reloj Cucú']",369102,64,1zVxAFV8uL5V816dzdHvYQ,https://i.scdn.co/image/079157aba7a670f063f5368bb4e8a97ac8d5c736,https://open.spotify.com/artist/1zVxAFV8uL5V816dzdHvYQ,10
208,208,Ab-Soul,0.1494,0.7286666666666667,291444.0,0.5323333333333333,0.0,0.2921666666666667,-8.620333333333333,0.2463333333333333,126.726,0.5710000000000001,56.33333333333334,9,0,3,"['alternative hip hop', 'conscious hip hop', 'hip hop', 'rap', 'southern hip hop', 'underground hip hop']","['The Law (feat. Mac Miller & Rapsody)', 'Bloody Waters (with Anderson .Paak & James Blake)', 'Illuminate (feat. Kendrick Lamar)', 'Who Wants What', 'Dangerookipawaa Freestyle', 'D.R.U.G.S.', 'Terrorist Threats (feat. Danny Brown & Jhene Aiko)', 'Gods Reign (feat. Sza)', 'Back At It', 'Lonely Soul (feat. Punch) / / / The Law (Prelude) [feat. SZA]']",794188,63,0g9vAlRPK9Gt3FKCekk4TW,https://i.scdn.co/image/eff7433105ae6f6ed6ffb6b03d46aaee8d6811ae,https://open.spotify.com/artist/0g9vAlRPK9Gt3FKCekk4TW,10
215,215,Abel Zavala,0.6954,0.4908,290328.0,0.4634,0.0,0.47828,-8.062999999999999,0.0304,125.4976,0.3774,56.8,3,1,5,"['latin christian', 'latin worship']","['El Padre Que Siempre Soñé', 'A Ti Sea La Gloria (feat. Marcela Gandara)', 'Jesús Mi Fiel Amigo (En Vivo)', 'No Hace Falta', 'Lo Unico Que Quiero', 'Veo Llover', 'Enamórame (En Vivo)', 'La Luz Del Día Llegará', 'La Flor Más Hermosa', 'Listo Para Nuestro Encuentro']",345986,57,0UH4eoqwQgADwRoaKtEKc1,https://i.scdn.co/image/c963ff5ca0f6998bed1cf0bd795e3c6a0f90f929,https://open.spotify.com/artist/0UH4eoqwQgADwRoaKtEKc1,10
216,216,Abhi The Nomad,0.406,0.722,214059.5,0.5885,0.000525,0.17185,-7.4595,0.0953,106.4485,0.3195,60.0,7,1,2,"['desi hip hop', 'vapor soul']","[""Sex n' Drugs"", 'Floors', 'Somebody to Love', 'Me No Evil', 'Cable Car', 'Somebody to Love - Walkabout Remix', 'White House', 'So Long', 'Letter for God', 'kids can be so stupid']",88871,60,1gUi2utSbJLNPddYENJAp4,https://i.scdn.co/image/ab6761610000e5eb64196fd4db23f8164a948572,https://open.spotify.com/artist/1gUi2utSbJLNPddYENJAp4,9
222,222,Absofacto,0.23,0.688,224661.0,0.5820000000000001,0.000157,0.0663,-10.668,0.0542,85.486,0.872,71.0,6,0,2,"['indie psych-pop', 'shimmer psych']","['Dissolve', 'Someone Else’s Dream', 'All The Things She Said', 'Childhood Dreams', 'POP/STARS', 'Dissolve - acoustic', 'MoneyOnMyMind', 'Made Me This Way', 'Someone Else’s Dream (Trinix Remix)', 'Dissolve - JBroadway Remix']",103020,65,7gAYvcQFmAruyvwGjxrSUr,https://i.scdn.co/image/7811d6ace89370b521b147d08e2b20e83ab98d0a,https://open.spotify.com/artist/7gAYvcQFmAruyvwGjxrSUr,10
229,229,Academy of Ancient Music,0.890909090909091,0.3329999999999999,253979.36363636365,0.1980363636363636,0.0903858181818181,0.1691272727272727,-19.69236363636364,0.0432454545454545,107.84954545454548,0.3069545454545455,46.90909090909091,1,1,11,"['baroque ensemble', 'british orchestra', 'choral', 'classical performance', 'historically informed performance']","['Requiem, K. 626: Lacrimosa', 'Nulla in mundo pax, RV 630: 1. Nulla in mundo pax', 'Concerto in D Minor, Op.7, No.4: I. Adagio', 'Rinaldo, HWV 7a / Act 2: ""Lascia ch\'io pianga""', 'Concerto in D Minor for Two Violins, BWV 1043: Concerto in D Minor for Two Violins, BWV 1043: II. Largo ma non tanto', 'Concerto in D Minor for Two Violins, BWV 1043: Concerto in D Minor for Two Violins, BWV 1043: I. Vivace', 'Requiem, K. 626: Dies irae', 'Funeral Canticle', 'Schweigt stille, plaudert nicht Cantata, BWV 211 ""Coffee Cantata"": 4. Arie: Ei! wie smeckt Coffee süße', 'Concerto No.1 in F Major, BWV 1046: II. Adagio']",28717,64,60adCptqwRkANTtVja0bvf,https://i.scdn.co/image/94a9dce27481f5491ab83246d33d5811cb23445d,https://open.spotify.com/artist/60adCptqwRkANTtVja0bvf,10
232,232,Acapulco Tropical,0.5295000000000001,0.757,147007.0,0.5640000000000001,0.00104,0.129,-8.17,0.0366,121.4155,0.944,48.0,2,1,4,"['cumbia sonidera', 'musica costena', 'ranchera']","['Cangrejito Playero', 'La del Vestido Rojo', 'Mar y Espuma', 'Acapulco Tropical', 'La Novia Fea', 'Adiós a Mi Puerto / War 4 Peace (En Vivo)', 'El Soltero', 'Mala Mujer', 'El Perico de Rosa María', 'Candela Verde']",200218,53,0wNzx85rLgKy0OXYhpCItV,https://i.scdn.co/image/ab67616d0000b2736ba930561a55241d4a526b98,https://open.spotify.com/artist/0wNzx85rLgKy0OXYhpCItV,10
249,249,Action Bronson,0.205,0.6048333333333332,314623.5,0.7685000000000001,3.100000000000001e-06,0.2483333333333333,-5.7733333333333325,0.3383833333333333,108.43766666666666,0.5763333333333334,57.66666666666666,5,1,6,"['alternative hip hop', 'east coast hip hop', 'hip hop', 'nyc rap', 'queens hip hop', 'rap', 'southern hip hop', 'underground hip hop']","['Baby Blue (feat. Chance the Rapper)', 'Actin Crazy', 'Latin Grammys', 'Standing in the Rain (with Mark Ronson & Dan Auerbach)', 'Dmtri', 'Easy Rider', 'Imported Goods', 'Terry', 'Easy Rider - Ric Maye Remix', 'Cliff Hanger']",628067,66,7BMccF0hQFBpP6417k1OtQ,https://i.scdn.co/image/6cb50ec40581d7cc79fa4763c7f475a966c3ad97,https://open.spotify.com/artist/7BMccF0hQFBpP6417k1OtQ,10
257,257,Adam Calhoun,0.038,0.8590000000000001,175788.0,0.675,0.0,0.105,-6.683,0.142,99.941,0.183,66.0,1,1,1,"['country rap', 'military rap', 'redneck']","['Die Tonight', 'Catch Hell', 'WW2.0', 'Racism', 'Huck Fosier', 'Crossroads', 'Hooligan', 'Public Enemy', 'Clean Money', 'Ones Like Me']",244844,65,4fZ8AuVP6Y8mLmCoybfKpC,https://i.scdn.co/image/123817037a267b393f5175fbaf4e2eea6d58f43b,https://open.spotify.com/artist/4fZ8AuVP6Y8mLmCoybfKpC,10
265,265,Adam K,0.0017105,0.637,213169.0,0.659,0.44163,0.276,-7.674500000000001,0.0624,153.4245,0.3505,7.0,7,1,4,['canadian electronic'],"['Deep Inside Of Me (feat. MKLA)', 'Pour Over', 'Save Me (feat. MKLA)', 'Now', 'Pour Over - Vintage Culture & Bruno Be Remix', 'Raining (feat. SunSun) - Radio Edit', 'Breathe (feat HALIENE & Matthew Steeper)', 'Twilight vs Breathe (feat. HALIENE & Matthew Steeper) - Funkin Matt Remix', 'Twilight vs Breathe (feat. HALIENE & Matthew Steeper)', 'Shadows (feat. Veronica)']",54055,56,0A8ej3hXTozbQAMhcU8RNb,https://i.scdn.co/image/954f06f4bbd4d71c600d457e62bc4cc5fa8e6c8d,https://open.spotify.com/artist/0A8ej3hXTozbQAMhcU8RNb,10
268,268,Adam Levine,0.1284,0.6280714285714286,213569.1428571429,0.6859285714285714,0.0126428571428571,0.1198714285714286,-5.8887857142857145,0.0897857142857142,103.64957142857143,0.582857142857143,61.42857142857143,7,1,14,['pop rock'],"['Lifestyle (feat. Adam Levine)', 'Lifestyle (feat. Adam Levine) - David Guetta Slap House Mix', 'Lost Stars', 'No One Else Like You', 'A Higher Place', 'Lifestyle (feat. Adam Levine) - MKJ Remix', 'Lost Stars - Into The Night Mix', 'Lifestyle (feat. Adam Levine) - GOLDHOUSE Remix', 'Yesterday - The Voice Performance', 'Man In The Mirror - The Voice Performance']",872301,78,4bYPcJP5jwMhSivRcqie2n,https://i.scdn.co/image/80659ab86c2a4c05f7c38f0aab582d8d8a2e80fa,https://open.spotify.com/artist/4bYPcJP5jwMhSivRcqie2n,10
272,272,Adam Port,0.00482,0.735,295754.0,0.8740000000000001,0.665,0.122,-8.753,0.0453,120.056,0.1159999999999999,9.0,11,0,2,['deep disco house'],"['Discoteca', 'Muyè', 'Run Run Run - Adam Port Remix', 'Muyè (Black Coffee Remix)', 'Muyè - Black Coffee Remix', 'No Dancers - Adam Port Remix', 'Want You (Need You) - Adam Port Remix', 'Planet 9', 'Underwater - Adam Port Remix', 'Senhor Doutor - Adam Port Edit']",26686,52,2loEsOijJ6XiGzWYFXMIRk,https://i.scdn.co/image/909c7ef5df991d8cec76d8eda7062e72fb1e3010,https://open.spotify.com/artist/2loEsOijJ6XiGzWYFXMIRk,10
276,276,Adan Chalino Sanchez,0.0381,0.5660000000000001,196487.0,0.848,0.0,0.142,-3.127,0.0482,103.292,0.765,56.0,6,1,2,"['banda', 'corrido', 'deep regional mexican', 'norteno', 'regional mexican']","['Nadie Es Eterno', 'Bésame Morenita', 'Nieves De Enero (A Dueto Con Chalino Sánchez)', 'Necesito Un Amor', 'Fui Tan Feliz', 'Me Canse De Morir Por Tu Amor', 'Misa de Cuerpo Presente', 'Julián Del Real', 'Una Tarde (Dueto Con Chalino Sánchez)', 'Que Falta Me Hace Mi Padre']",356578,52,2zyNL1jSCA6HH5m0BZZTgy,https://i.scdn.co/image/ab67616d0000b273f5a1e9ea09ec5bb5e8403ddb,https://open.spotify.com/artist/2zyNL1jSCA6HH5m0BZZTgy,10
277,277,Adan Romero,0.522,0.6920000000000001,203493.0,0.377,0.0,0.0965,-7.127999999999999,0.0497,153.495,0.939,68.0,5,1,2,"['banda', 'corrido', 'deep regional mexican', 'norteno', 'regional mexican']","['Solo Un Dia (Ahora Te Amo)', 'Casquillos De Mi Cuerno', 'La Cara Sucia', 'La Ramera', 'El Soldado y el Ranchero', 'Bohemio De Aficion', 'Pero Quererte Jamas La Tempranera', 'Envuelto en Sabanas', 'Eres Perfecta', 'El Diablo Como Enemigo']",428999,57,1gkGKzeXQYnVPI76yDlOqz,https://i.scdn.co/image/ab67616d0000b273db840e5205365bb2cfa35d61,https://open.spotify.com/artist/1gkGKzeXQYnVPI76yDlOqz,10
280,280,Adele,0.5287344827586208,0.5652413793103448,250497.96551724145,0.4416206896551722,0.0002874703448275,0.1308068965517241,-7.407827586206896,0.0505241379310344,116.80155172413797,0.3589379310344828,61.41379310344828,0,1,58,"['british soul', 'pop', 'pop soul', 'uk pop']","['Someone Like You', 'Rolling in the Deep', 'When We Were Young', 'Make You Feel My Love', 'Hello', 'Set Fire to the Rain', 'Skyfall', 'All I Ask', 'Send My Love (To Your New Lover)', 'Chasing Pavements']",26836761,85,4dpARuHxo51G3z768sgnrY,https://i.scdn.co/image/ccbe7b4fef679f821988c78dbd4734471834e3d9,https://open.spotify.com/artist/4dpARuHxo51G3z768sgnrY,10
281,281,Adelitas Way,0.0010915,0.4235,207400.0,0.8540000000000001,1.155e-06,0.1155,-5.152500000000002,0.05755,150.99,0.4105,59.0,11,1,4,"['alternative metal', 'christian rock', 'gymcore', 'nu metal', 'post-grunge', 'post-screamo', 'rap rock']","['Invincible', 'Notorious', 'Last Stand', 'Cage The Beast', 'What It Takes', 'Sick', 'Own It', 'All In', 'Still Hungry', 'Bad Reputation']",270019,61,1ZjAT2nTrzDIXFfsQ2hWJk,https://i.scdn.co/image/04fa9a90e17c59745653eeacaa9873ba148aa86b,https://open.spotify.com/artist/1ZjAT2nTrzDIXFfsQ2hWJk,10
