,artists,songs
14361,ST,"['Check Yes Or No', 'Amarillo By Morning', 'Write This Down', 'Carrying Your Love With Me', 'Give It Away', 'Blue Clear Sky', 'Troubadour', 'I Cross My Heart - Pure Country Soundtrack Version', 'I Can Still Make Cheyenne', ""All My Ex's Live In Texas""]"
18853,sophie meiers,"['Cheesin’ (with Cautious Clay, Remi Wolf, Still Woozy, Sophie Meiers, Claud, Melanie Faye, & HXNS)', 'Wish You Still Felt This Way', ""Don't Be Scared"", 'come ovr', 'Something About You', 'Sincerely, Yours', 'as good as it gets', 'Erase Me', 'Wet Socks', 'Medication']"
3174,Chromatics,"['Cherry', 'Girls Just Wanna Have Some', 'Into The Black', ""I'm On Fire"", 'Shadow', 'Shadow (Maceo Plex Remix)', 'Running Up That Hill', 'Tick Of The Clock (Film Edit)', 'Time Rider', 'Lady']"
15865,THEY.,"['Choke', 'Do It All The Time', 'Leave Me Alone', 'Absinthe', 'Social Climb', 'Bleed Magic', 'New Invention', 'Modern Day Cain', 'Choke - Acoustic', 'Razzmatazz']"
7232,I DONT KNOW HOW BUT THEY FOUND ME,"['Choke', 'Do It All The Time', 'Leave Me Alone', 'Absinthe', 'Social Climb', 'Bleed Magic', 'New Invention', 'Modern Day Cain', 'Choke - Acoustic', 'Razzmatazz']"
3775,DOWN,"['Chop Suey!', 'Toxicity', 'B.Y.O.B.', 'Aerials', 'Lonely Day', 'Sugar', 'Protect The Land', 'Hypnotize', 'Radio/Video', 'ATWA']"
15827,System Of A Down,"['Chop Suey!', 'Toxicity', 'B.Y.O.B.', 'Aerials', 'Lonely Day', 'Sugar', 'Protect The Land', 'Hypnotize', 'Radio/Video', 'ATWA']"
15825,System,"['Chop Suey!', 'Toxicity', 'B.Y.O.B.', 'Aerials', 'Lonely Day', 'Sugar', 'Protect The Land', 'Hypnotize', 'Radio/Video', 'ATWA']"
4792,EL,"['Cigarette Daydreams', ""Ain't No Rest for the Wicked"", 'Trouble', 'Cold Cold Cold', 'Social Cues', 'Come a Little Closer', 'Black Madonna', 'Skin and Bones', 'Ready To Let Go', 'Too Late To Say Goodbye']"
2549,Cage The Elephant,"['Cigarette Daydreams', ""Ain't No Rest for the Wicked"", 'Trouble', 'Cold Cold Cold', 'Social Cues', 'Come a Little Closer', 'Black Madonna', 'Skin and Bones', 'Ready To Let Go', 'Too Late To Say Goodbye']"
13224,Post Malone,"['Circles', 'rockstar (feat. 21 Savage)', 'Sunflower - Spider-Man: Into the Spider-Verse', 'Better Now', 'Wow.', 'I Fall Apart', 'Congratulations', 'Psycho (feat. Ty Dolla $ign)', 'Goodbyes (feat. Young Thug)', 'Feeling Whitney']"
10451,MKTO,"['Classic', 'Wasted', 'How Can I Forget', 'American Dream', 'Just Imagine It', 'Monaco', 'Thank You', 'Bad Girls', 'Goodbye Song', 'Hands off My Heart / Places You Go']"
18247,White Noise for Babies,"['Clean White Noise - Loopable with no fade', 'Pure Brown Noise - Loopable with no fade', 'The Early Morning Rain', 'Pouring Rain - Loopable with no fade', 'Soothing White Noise - Loopable, No Fade', 'Shower Sound - Loopable with no fade', 'Air Conditioner - Loopable with no fade', 'Womb Sound - Loopable with no fade', 'Shhhh Baby Sleep Sound', 'Cricket Sound 4 - Loopable With No Fade']"
18238,White Noise,"['Clean White Noise - Loopable with no fade', 'Pure Brown Noise - Loopable with no fade', 'White Noise Sleeping Aid to Help My Baby Fall Asleep, Sleep Through the Night', 'The Early Morning Rain', 'Calming Pacific Ocean Roar to Induce Healing Delta Sleep Waves (Nursery Rhymes Lullabies Effect)', 'Pouring Rain - Loopable with no fade', 'Shower Sound - Loopable with no fade', 'Air Conditioner - Loopable with no fade', 'Womb Sound - Loopable with no fade', 'Baby White Noise']"
18240,White Noise Baby Sleep,"['Clean White Noise - Loopable with no fade', 'Pure Brown Noise - Loopable with no fade', 'White Noise Sleeping Aid to Help My Baby Fall Asleep, Sleep Through the Night', 'The Early Morning Rain', 'Calming Pacific Ocean Roar to Induce Healing Delta Sleep Waves (Nursery Rhymes Lullabies Effect)', 'Pouring Rain - Loopable with no fade', 'Shower Sound - Loopable with no fade', 'Air Conditioner - Loopable with no fade', 'Womb Sound - Loopable with no fade', 'Baby White Noise']"
1175,Art Blakey & The Jazz Messengers,"['Close Your Eyes', 'Quick Trick', 'Hipsippy Blues', ""Moanin'"", 'Dat Dere - Remastered 2005', 'Come Rain Or Come Shine - Remastered', 'Backstage Sally - Remastered 2003/Rudy Van Gelder Edition', 'Rhythm-A-Ning', 'Blue Monk', 'Mosaic - 2005 Remaster']"
16735,The Messengers,"['Close Your Eyes', 'Quick Trick', 'Hipsippy Blues', ""Moanin'"", 'Dat Dere - Remastered 2005', 'Come Rain Or Come Shine - Remastered', 'Backstage Sally - Remastered 2003/Rudy Van Gelder Edition', 'Rhythm-A-Ning', 'Blue Monk', 'Mosaic - 2005 Remaster']"
10292,Luis Àlvarez,"['Cloud Postcards', 'Refusing', 'Eternal Bloom', 'Perpetuus', 'Hindsight', 'Noctilucent', 'Dopamine', 'Leaving', 'Corporeal', 'The Light Dreamers']"
15307,Space,"['Cold', 'Forever Young', 'Still the Same (feat. Boy In Space)', 'Caroline', '7UP', 'Drown', 'Remember Me', 'AMNESIA (feat. Boy In Space)', 'Dance Alone', 'Therapy (with NOTD)']"
14217,Rubén Blades,"['Color Esperanza 2020', 'Pedro Navaja', 'Amor y Control', 'Decisiones', 'Plástico', 'No Estás Solo: Canción Para Los Enfermos', 'Te Están Buscando', 'Canción para Rubén', 'Pedro Navajas', 'Amor y Control - Live']"
10850,Marshmello,"['Come & Go (with Marshmello)', 'Happier', 'Be Kind (with Halsey)', 'Silence', 'Hate The Other Side (with Marshmello & The Kid Laroi)', 'FRIENDS', 'Wolves', 'OK Not To Be OK', 'You (with Marshmello & Vance Joy)', 'Here With Me']"
8074,Jinx,"['Come Alive - A.M.R Remix', 'Forgotten September', 'We Know - Vintage & Morelli Remix', 'Coming Home - Einar K Five Chill Out Mix', 'Remember September (ABGT400)', 'Eternal Reminiscence - Oliver Smith Remix (Mixed)', 'Sunrise - Volume Six Edit (Mixed)', 'By All Means - Solarity Remix', 'The Dark - Kevin Wild & Judah Remix', 'Lunar Arcade']"
14943,Sidewalk Prophets,"['Come To the Table', 'The Words I Would Say', 'You Love Me Anyway', 'Chosen', 'This Is Not Goodbye', 'Live Like That', 'Smile (Single Mix)', 'Prodigal', 'To Live Is Christ', 'Save My Life']"
8109,Jodeci,"['Come and Talk to Me - Remix', ""Freek'n You"", 'Cry For You', 'Love U 4 Life', ""Feenin'"", 'Stay', 'Forever My Lady', 'Get On Up', 'Come & Talk To Me', 'My Heart Belongs To U']"
9155,Kong,"['Come with Me Now', 'Take It From Me', ""I'm Only Joking"", 'Repeat After Me', 'I Want to Know', ""Hey I Don't Know"", 'Autocorrect', 'Terrified', 'Escape', 'Birds Do It']"
4426,Dirty Money,"['Coming Home', 'Hello Good Morning', 'Hello Good Morning - Remix', 'Loving You No More', 'Angels', 'Ass On The Floor', 'Yesterday', 'I Hate That You Love Me', 'Your Love', 'Angels - Remix']"
5318,Espinoza Paz,"['Como Duele Equivocarse', 'Lo Intentamos', 'Llévame', 'Soltero Feliz', 'El Próximo Viernes', 'Que Te Lo Crea Tu Madre', 'Un Hombre Normal', 'Tiene Razón La Lógica', 'Perdí la Pose', 'Olvido Intencional']"
14004,Roberto Roena Y Su Apollo Sound,"['Como Te Hago Entender', 'Mi Desengaño', 'Que Se Sepa', 'Guaguancó Del Adios', 'Tu Loco Loco Y Yo Tranquilo', 'Marejada Feliz', 'Cui Cui', 'Avisale A Mi Contrario', 'Lamento De Concepción', 'Consolación']"
13043,Philip Pickett,"['Concerto for Lute, 2 Violins and Continuo in D major, RV 93: 3. Allegro', 'Concerto for Lute, 2 Violins and Continuo in D major, RV 93: 1. (Allegro giusto)', ""L'Orfeo - Prologo: Toccata"", 'Flute Concerto In G Minor, Op.10, No.2, RV439 - ""La notte"": 3. Largo', 'Concerto for Treble Recorder, Strings and Continuo in C: 4. Tempo di Minuet', ""L'Orfeo - Act 5: Ritornello-Questi i campi di Tracia"", 'Flute Concerto in A minor, RV 108 - Performed on recorder: 2. Largo', 'Dansereye (1551): Rondes I & VII', 'Vespro della Beata Virgine - Arr. Philip Pickett: Versiculum: Deus in adiutorium', 'Flute Concerto in A minor, RV 108 - Performed on recorder: 3, Allegro']"
17465,Ton Koopman,"['Concerto in B-flat Major for Cello, Strings and Basso continuo, RV 423: III. Allegro', 'Concerto in B-flat Major for Cello, Strings and Basso continuo, RV 423: I. Allegro', 'Matthäus Passion, BWV 244: Chori, ""Kommt, ihr Töchter, helft mir klagen""', 'Toccata and Fugue in D minor, BWV 565', 'Concerto in G Minor for 2 Cellos, Strings and Basso continuo, RV 531: I. Allegro', 'Matthäus Passion, BWV 244: Aria, ""Erbarme dich""', 'Matthäus Passion, BWV 244: Aria, ""Buss und Rue""', 'Matthäus Passion, BWV 244', 'Matthäus Passion, BWV 244: Aria, ""Blute nur, du liebes Herz!""', 'Matthäus Passion, BWV 244: Recitativo, ""Da Jesus diese Rede vollendet hatte""']"
18811,k.d. lang,"['Constant Craving', 'Hallelujah', 'Crying', 'A Kiss to Build a Dream On', 'After the Gold Rush', 'Atomic Number', 'Miss Chatelaine - St. Tropez Mix', 'Hallelujah', 'Helpless', 'Greens of June']"
10616,Mano,"['Constant Headache', 'Falling in Love Again', 'Catalina Fight Song', 'Heart Tattoo', 'Big Lie', 'Beach Community', 'Last You Heard Of Me', 'Christmas Card', 'Leather Jacket', 'Orange Julius']"
6343,Gilberto Santa Rosa,"['Conteo Regresivo - Salsa Version', 'El Ultimo Adiós - Varios Artistas Version', 'La Agarro Bajando', 'Conciencia', 'Que Alguien Me Diga', 'Un Montón de Estrellas', 'Sombra Loca', 'Vivir Sin Ella', 'Me Volvieron A Hablar De Ella', 'Mentira']"
14761,Shaila Dúrcal,"['Convénceme', 'Tanto Amor', 'El Día Que Me Fui', 'Y Llegaste Tú', 'Convénceme - Versión Banda', 'Qué Haré Yo', 'No Me Interesa', 'No Debió Pasar - Dúo Con Shaila Durcal', 'Vuélvete La Luna', 'Te Mueres Por Volver']"
12902,Pepe Tovar Y Los Chacales,"['Corazon Magico', 'Sentimiento de Dolor', 'Lobo Herido', 'Piensa Morena', 'Cuando Caigan Las Hojas', 'Amargo Dolor', 'En Cada Vida', 'Abre El Corazón', 'Ron Y Tabaco', 'Yo Te Amo Maria']"
12901,Pepe Tovar,"['Corazon Magico', 'Sentimiento de Dolor', 'Lobo Herido', 'Piensa Morena', 'Cuando Caigan Las Hojas', 'Amargo Dolor', 'En Cada Vida', 'Abre El Corazón', 'Ron Y Tabaco', 'Yo Te Amo Maria']"
1051,Antony Santos,"['Corazón Culpable', 'Donde Estará', 'Pégame Tu Vicio', 'Antología De Caricias', 'Por Mi Timidez', ""Voy Pa' lla"", 'Yo Me Muero Por Ti', 'El Baile Del Perrito', 'Soñe Con Ella', 'Mátame']"
16794,The New Stan Getz Quartet,"['Corcovado (Quiet Nights Of Quiet Stars) - Live At Café Au Go-Go/1964', 'Eu E Voco - Live At Café Au Go-Go,1964', 'Only Trust Your Heart - Live At Café Au Go-Go,1964', 'One Note Samba - Live At Café Au Go-Go,1964', 'The Telephone Song - Live At Café Au Go-Go,1964', 'It Might As Well Be Spring - Live At Café Au Go-Go,1964', 'Corcovado (Quiet Nights Of Quiet Stars) - Live At Cafe Au Go Go, 1964', 'Summertime - Live At Café Au Go-Go,1964', 'Corcovado (Quiet Nights Of Quiet Stars)', 'The Singing Song - Live At Café Au Go-Go,1964']"
18600,Young the Giant,"['Cough Syrup', 'Mind Over Matter', 'Superposition', 'Mind Over Matter', 'Silvertongue', 'My Body - 2020 Remaster', 'Heat of the Summer', 'Something to Believe In', 'Call Me Back', 'Amerika']"
12571,P!nk,"['Cover Me In Sunshine', 'Just Give Me a Reason (feat. Nate Ruess)', 'Raise Your Glass', 'So What', 'One Too Many', 'Try', 'What About Us', 'Anywhere Away From Here (Rag’n’Bone Man & P!nk)', 'Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")', 'Walk Me Home']"
4001,Dave Matthews Band,"['Crash into Me', 'Ants Marching', 'The Space Between', 'Satellite', 'You & Me', 'Where Are You Going', '#41', 'Here On Out', 'Samurai Cop (Oh Joy Begin)', 'Crush']"
7878,Jelly Roll,"['Creature', 'Save Me', 'Same Asshole', 'Fall in the Fall', 'Only', 'Band Plays On', 'Bottle and Mary Jane', 'Hate Goes On', 'Train Tracks (feat. Struggle)', 'Wheels Fall Off']"
14304,RÄD,"['Creep', 'Karma Police', 'High and Dry', 'No Surprises', 'Fake Plastic Trees', 'Exit Music (For A Film)', 'Paranoid Android', 'Weird Fishes/ Arpeggi', 'Nude', 'Everything In Its Right Place']"
17445,Tommy James,"['Crimson & Clover - Single Version; Mono', ""I Think We're Alone Now - Single Version"", 'Mony Mony', 'Crystal Blue Persuasion', ""Draggin' the Line"", 'Crystal Blue Persuasion (45 Version)', 'Hanky Panky - Single Version', 'Crimson and Clover - Long Version', ""I'm Alive"", 'Sweet Cherry Wine']"
17446,Tommy James & The Shondells,"['Crimson & Clover - Single Version; Mono', ""I Think We're Alone Now - Single Version"", 'Mony Mony', 'Crystal Blue Persuasion', ""Draggin' the Line"", 'Crystal Blue Persuasion (45 Version)', 'Hanky Panky - Single Version', 'Crimson and Clover - Long Version', ""I'm Alive"", 'Sweet Cherry Wine']"
17137,The Voodooclub,"['Cruising', 'Fine Art In Silver', 'This Is Michael', 'Til the Day We Are Both Forgotten', 'Standing Blinded on the Rooftops', 'Love On Sale', 'Kill Your Ideals', 'A Crown for the Wonderboy', 'And Then She Kissed Her', 'Container Love']"
16453,The Enchanters,"['Cry Baby', 'A Quiet Place', 'Tell Me Baby', 'For Your Precious Love', 'Nobody But You', 'My Baby', ""Baby Don't You Weep"", 'Until You Were Gone', 'Anytime You Want Me', 'The Truth Hurts']"
6106,Garnet Mimms & The Enchanters,"['Cry Baby', 'A Quiet Place', 'Tell Me Baby', 'For Your Precious Love', 'Nobody But You', 'My Baby', ""Baby Don't You Weep"", 'Until You Were Gone', 'Anytime You Want Me', 'The Truth Hurts']"
16160,The Band CAMINO,"['Crying Over You', 'Roses', '1 Last Cigarette', 'See Through', '2 / 14', 'Daphne Blue', 'Less Than I Do', 'My Thoughts On You', 'Hush Hush', 'Favorite Place (feat. The Band CAMINO)']"
11356,Miguel Mateos - Zas,"['Cuando Seas Grande', 'Atado a un Sentimiento', 'Es Tan Fácil Romper un Corazón', 'Llamame, Si Me Necesitas', 'Mi Sombra En la Pared', 'Y, Sin Pensar', 'Perdiendo el Control', 'Solos En América', 'Donde Arde la Ciudad', 'Tirá para Arriba']"
10325,Luna,"['Cuando Sera', 'Soltera - Remix', 'No Toque Mi Naik', 'Sin Ropa', 'Codigo Secreto', 'Fantasia Sexual', 'Victoria', 'En Mi Habitación', 'La Cama - Remix', 'Only Fans - Remix']"
10326,Lunay,"['Cuando Sera', 'Soltera - Remix', 'No Toque Mi Naik', 'Sin Ropa', 'Codigo Secreto', 'Fantasia Sexual', 'Victoria', 'En Mi Habitación', 'La Cama - Remix', 'Only Fans - Remix']"
13896,Riot,"['Cum on Feel the Noize', 'Metal Health (Bang Your Head)', 'Bang Your Head (Metal Health)', 'Mama Weer All Crazee Now', 'The Wild And The Young', 'Cum on Feel the Noize', 'Cum On Feel The Noize', 'Slick Black Cadillac', ""Don't Wanna Be Your Fool"", ""Love's a Bitch""]"
2369,Bruce Springsteen,"['Dancing In the Dark', 'Born in the U.S.A.', ""I'm On Fire"", 'Streets of Philadelphia - Single Edit', 'Born to Run', 'Glory Days', 'Hungry Heart', 'The River', 'Secret Garden', 'chinatown (feat. Bruce Springsteen)']"
14540,Sasha,"['Dancing With Your Ghost', ""I'll Wait"", 'Older', 'Is It Just Me? (feat. Charlie Puth)', 'Only', 'Lie', 'Too Sad To Cry', 'House With No Mirrors', 'smiling when i die', 'Keep On']"
14541,Sasha Sloan,"['Dancing With Your Ghost', ""I'll Wait"", 'Older', 'Is It Just Me? (feat. Charlie Puth)', 'Only', 'Lie', 'Too Sad To Cry', 'House With No Mirrors', 'smiling when i die', 'Keep On']"
15114,Sloan,"['Dancing With Your Ghost', ""I'll Wait"", 'Older', 'Is It Just Me? (feat. Charlie Puth)', 'Only', 'Lie', 'Too Sad To Cry', 'House With No Mirrors', 'smiling when i die', 'Keep On']"
6080,Galantis,"['Dandelion', 'Runaway (U & I)', 'No Money', 'Bones (feat. OneRepublic)', 'Pretty Please', 'Faith (with Dolly Parton) [feat. Mr. Probz]', 'Only A Fool (with Pink Sweat$)', 'Never Felt A Love Like This (with Hook N Sling) [feat. Dotan]', 'Peanut Butter Jelly', ""Tu Tu Tu (That's Why We)""]"
9889,Logg,"['Danger Zone - From ""Top Gun"" Original Soundtrack', 'Footloose', 'This Is It', 'Meet Me Half Way - From ""Over The Top"" Soundtrack', 'Whenever I Call You ""Friend"" (feat. Stevie Nicks)', 'I\'m Alright - Theme from ""Caddyshack""', 'Playing with the Boys - From ""Top Gun"" Original Soundtrack', 'Heart to Heart', 'Return to Pooh Corner', 'Double or Nothing - From ""Rocky IV"" Soundtrack']"
12121,Night Lovell,"['Dark Light', 'Deira City Centre', 'Alone', 'Still Cold / Pathway Private', 'JOAN OF ARC', 'Human (feat. Night Lovell)', 'Counting Down the List', 'BUMBLE BEE', ""PLEASE DON'T GO"", 'Bottom Top']"
18349,Willie Johnson,"['Dark Was the Night, Cold Was the Ground', ""It's Nobody's Fault but Mine"", 'Let Your Light Shine on Me', 'The Soul of a Man', 'John the Revelator', 'Jesus Make Up My Dying Bed', ""Lord I Just Can't Keep From Crying"", ""If I Had My Way I'd Tear the Building Down"", 'God Moves On the Water', 'Keep Your Lamp Trimmed and Burning']"
11963,Neidlinger,"['Das Rheingold / Erste Szene: ""Weia! Waga! Woge du Welle!""', 'Das Rheingold / Erste Szene: ""Garstig glatter glitschriger Glimmer!""', 'Das Rheingold / Erste Szene: ""Wallala! Lalaleia! Leialalei!""', 'Das Rheingold / Erste Szene: ""Lugt, Schwestern! Die Weckerin lacht in den Grund""', 'Das Rheingold / Erste Szene: ""Der Welt Erbe Gewänn\' ich zu eigen durch dich?""', 'Das Rheingold / Zweite Szene: ""Auf, Loge, hinab zu mir!...Hehe! Hehe!""', 'Das Rheingold / Zweite Szene: ""Schau, du Schelm""', 'Das Rheingold / Zweite Szene: ""Nehmt euch in acht!""', 'Das Rheingold: ""Ohe! Ohe! Schreckliche Schlange""', 'Das Rheingold / Zweite Szene: ""Vergeh, frevelnder Gauch!""']"
18488,Y. Kim,"['Daylight', 'Let’s Go', ""You Don't Own Me"", ""Happy If You're Happy - Extended Version ft. Skizzy Mars"", ""Good Ol' Fashion Nightmare"", 'Get It', 'Cameras', 'Come Together Now', 'Hey Now', 'It’s Alright']"
640,All Time Low,"['Dear Maria, Count Me In', 'Monsters (feat. blackbear)', 'Monsters (feat. Demi Lovato and blackbear)', 'Once In A Lifetime', 'Weightless', 'Remembering Sunday', 'Kids In The Dark', 'Therapy', 'Some Kind of Disaster', 'Missing You']"
10209,Low,"['Dear Maria, Count Me In', 'Monsters (feat. blackbear)', 'Monsters (feat. Demi Lovato and blackbear)', 'Once In A Lifetime', 'Weightless', 'Remembering Sunday', 'Kids In The Dark', 'Therapy', 'Some Kind of Disaster', 'Missing You']"
15185,Soilwork,"['Death Diviner', 'Distortion Sleep', 'Stålfågel', 'Stabbing the Drama', 'Nerve', 'Rejection Role', 'The Nothingness and the Devil', 'Desperado', 'Arrival', 'The Ride Majestic']"
17894,Var.,"['Debate De 4', 'Los Últimos', 'Loco de Amor', 'Esa Mujer', 'La Serpiente', 'Borracho Y Loco', 'Volvio el dolor', 'Yo No Muero en Mi Cama', 'Skit (La Discusión)', 'Yo Mismo La Vi']"
17544,Toulouse,"['Debussy: Fantaisie for Piano and Orchestra, L. 72b: I. Andante ma non troppo - Allegro giusto (Second Version)', 'Bizet: Carmen, WD 31, Act 1: ""Avec la garde montante, nous arrivons, nous voilà! ""(Chorus)', ""Carmen, Act I, No.4 Choeur des Cigarières: Voyez-les! regards impudents....Dans l'air nous suivons des yeux (Dragons/Cigarières)"", 'Carmen, Act I, No.4 Choeur des Cigarières: La cloche a sonné; nous, des ouvrières (Jeunes gens)', 'Carmen, Act I: No.6 Scène : Carmen! sur tes pas nous nous pressons tous! (Jeunes gens/Cigarières)', 'Carmen, Act IV, No.26 Marche et Choeur: Les voici! Voici le quadrille! (Choeurs/Enfants)', ""Carmen, Act II: No.14 Sortie d'Escamillo"", 'Carmen, Act 3: Trio des Cartes: Mêlons! Coupons! (Frasquita/Mercedes/Carmen)', 'Carmen, Act III, No.19 Sextuor et Choeur: Écoute, Écoute, compagnon, Écoute! (Bohémiens)', 'Symphony No. 5 in E Minor, Op. 64: IV. Andante maestoso – Allegro vivace']"
16963,The Sea The Sea,"['December, 1963 (Oh What a Night!)', 'Sherry', 'Walk Like a Man', ""Big Girls Don't Cry"", ""Beggin'"", 'Who Loves You', 'The Night - 1972 Version', ""Beggin' - 2007 Remaster"", 'Danger', 'An Angel Cried']"
5872,Frankie Valli & The Four Seasons,"['December, 1963 (Oh What a Night!)', 'Sherry', 'Walk Like a Man', ""Big Girls Don't Cry"", ""Beggin'"", 'Who Loves You', 'The Night - 1972 Version', ""Beggin' - 2007 Remaster"", 'Danger', 'An Angel Cried']"
11494,Missing Persons,"['Destination Unknown', 'Words', 'Walking In L.A.', 'Mental Hopscotch', 'Incense and Peppermints', 'Surrender Your Heart', 'Noticeable One', 'Windows', ""It Ain't None Of Your Business"", 'U.S. Drag']"
16395,The Detroit Wheels,"['Devil with the Blue Dress On / Good Golly Miss Molly (Medley)', 'Jenny Take a Ride', 'Little Latin Lupe Lu', 'Sock It to Me, Baby!', 'Baby Jane (Mo-Mo Jane)', 'Breakout', 'Devil with the Blue Dress On / Good Golly Miss Molly (Medley)', 'Rock & Roll', 'Devil With A Blue Dress', 'Shake a Tail Feather']"
11514,Mitch Ryder and The Detroit Wheels,"['Devil with the Blue Dress On / Good Golly Miss Molly (Medley)', 'Jenny Take a Ride', 'Little Latin Lupe Lu', 'Sock It to Me, Baby!', 'Baby Jane (Mo-Mo Jane)', 'Breakout', 'Devil with the Blue Dress On / Good Golly Miss Molly (Medley)', 'Rock & Roll', 'Devil With A Blue Dress', 'Shake a Tail Feather']"
