,artists,songs
16516,The Furious Five,"['The Message (feat. Melle Mel & Duke Bootee)', 'White Lines', 'White Lines (Long Version) [Re-Recorded]', 'The Adventures of Grandmaster Flash on the Wheel of Steel', 'The Message (Re-Recorded)', 'Scorpio', ""It's Nasty"", 'Freedom', ""Superrappin'"", 'Magic Carpet Ride']"
13649,Reba McEntire,"['The Night The Lights Went Out In Georgia', 'Fancy', 'Consider Me Gone', 'Dear Rodeo (with Reba McEntire)', 'Because Of You', 'Back To God', 'Does He Love You', 'If You See Him, If You See Her', 'Is There Life Out There', 'Going Out Like That']"
15008,Siouxsie and the Banshees,"['The Passenger', 'Spellbound', 'Dear Prudence', 'Hong Kong Garden', 'Cities In Dust', 'Happy House', 'Kiss Them For Me', 'Arabian Knights', 'Cities In Dust - Single Version', 'Monitor']"
830,Andrew Lloyd Webber,"['The Phantom Of the Opera', 'All I Ask Of You', 'Think Of Me', 'The Music Of The Night', 'Angel Of Music', 'The Phantom Of The Opera', 'The Point Of No Return', 'I Know I Have A Heart', 'Any Dream Will Do', 'Wishing You Were Somehow Here Again']"
825,Andrew E.,"['The Phantom Of the Opera', 'All I Ask Of You', 'Think Of Me', 'The Music Of The Night', 'Angel Of Music', 'The Phantom Of The Opera', 'The Point Of No Return', 'I Know I Have A Heart', 'Any Dream Will Do', 'Wishing You Were Somehow Here Again']"
7167,Huey Lewis & The News,"['The Power Of Love', 'Hip To Be Square', 'Stuck With You', 'Do You Believe In Love', 'Back In Time', 'The Heart Of Rock And Roll', 'I Want A New Drug', 'If This Is It', 'Heart And Soul', 'Doing It All For My Baby']"
7166,Huey Lewis,"['The Power Of Love', 'Hip To Be Square', 'Stuck With You', 'Do You Believe In Love', 'Back In Time', 'The Heart Of Rock And Roll', 'I Want A New Drug', 'If This Is It', 'Heart And Soul', 'Doing It All For My Baby']"
5246,Erich Kunzel,"['The Ruins of Athens, Op. 113: Turkish March', 'Grieg: In the Hall of the Mountain King from Peer Gynt - From ""Peer Gynt, Suite No. 1, Op. 46""', 'Zing Went The Strings (Of My Heart)', '1812 Overture, Op. 49', 'The Nutcracker, Ballet Op. 71: Act II: No 12d ""Candy Canes (Russian Dance)"": Tempo Di Trepak - Molto Vivace', 'Gounod: Funeral March of a Marionette (from Alfred Hitchcock Presents) - From ""Alfred Hitchcock Presents""', 'I Got Rhythm', 'Gaité Parisienne', 'Star Wars: Cantina Band From Episode IV - A New Hope', 'The Lord Of The Rings Trilogy: May It Be & Themes From The Fellowship Of The Ring']"
11429,Miller,"['The Spins', 'Self Care', 'Good News', 'Weekend (feat. Miguel)', 'Blue World', 'Dang! (feat. Anderson .Paak)', 'Come Back to Earth', 'My Favorite Part', 'Ladders', 'Small Worlds']"
2668,Carl B.,"['The Story', 'Carried Me With You', 'Crowded Table', ""Heart's Content"", 'The Joke', 'Highwomen', 'Every Time I Hear That Song', 'Party of One (feat. Sam Smith)', 'Take Me Home, Country Roads', 'The Mother']"
12911,Percy Faith & His Orchestra,"['The Theme from ""A Summer Place""', 'I Will Follow You', 'Fascination', 'The Girl from Ipanema', ""Tara's Theme"", 'Never On Sunday', 'Go Away Little Girl', 'Delicado', 'I Got Rhythm', 'Theme for Young Lovers']"
15142,Smokey Robinson & The Miracles,"['The Tracks Of My Tears', 'I Second That Emotion', 'The Tears Of A Clown', 'Ooo Baby Baby', ""You've Really Got A Hold On Me - Alternate Stereo Mix"", 'Much Better Off - Album Version / Stereo', 'Going To A Go-Go', 'From Head To Toe', 'A Fork In The Road', ""Baby, Baby Don't Cry - Stereo""]"
16748,The Miracles,"['The Tracks Of My Tears', 'I Second That Emotion', 'The Tears Of A Clown', 'Ooo Baby Baby', ""You've Really Got A Hold On Me - Alternate Stereo Mix"", 'Much Better Off - Album Version / Stereo', 'Going To A Go-Go', 'From Head To Toe', 'A Fork In The Road', ""Baby, Baby Don't Cry - Stereo""]"
15568,Still Corners,"['The Trip', 'The Message', 'Static', 'Black Lagoon', 'White Sands', 'Sad Movies', 'Strange Pleasures', 'The Last Exit', 'In the Middle of the Night', 'Crying']"
18803,iRO,"['The Trooper - 2015 Remaster', 'Run to the Hills - 2015 Remaster', 'Fear of the Dark - 2015 Remaster', 'The Number of the Beast - 2015 Remaster', 'Hallowed Be Thy Name - 2015 Remaster', 'Wasting Love - 2015 Remaster', 'Wasted Years - 2015 Remaster', '2 Minutes to Midnight - 2015 Remaster', 'Aces High - 2015 Remaster', 'The Wicker Man - 2015 Remaster']"
7432,Iron Maiden,"['The Trooper - 2015 Remaster', 'Run to the Hills - 2015 Remaster', 'Fear of the Dark - 2015 Remaster', 'The Number of the Beast - 2015 Remaster', 'Hallowed Be Thy Name - 2015 Remaster', 'Wasting Love - 2015 Remaster', 'Wasted Years - 2015 Remaster', '2 Minutes to Midnight - 2015 Remaster', 'Aces High - 2015 Remaster', 'The Wicker Man - 2015 Remaster']"
1409,Baby Boy Da Prince,"['The Way I Live - Main Explicit', 'This Is The Way I Live', 'Naw Meen', 'The Way I Live - Radio Clean Edit', 'Rich Boy', ""They Don't Know"", 'Slide In Slide Out', 'Monday, Tuesday, Wednesday (The Proposal Song)', 'The Way I Live', 'A Rose / The Way I Live']"
8292,John Spiers,"['The bonny ship the Diamond', 'Bully in the alley', 'Rolling down to old Maui', 'Clear away the track', 'Goodbye, fare ye well', 'Haul away the bowline', 'Go to sea no more', 'All for me grog', 'Roll the wood pile down', 'John Kanaka']"
16359,The Crystals,"['Then He Kissed Me', 'Da Doo Ron Ron', ""He's a Rebel"", 'And Then He Kissed Me', 'He Hit Me (It Felt Like a Kiss)', ""He's Sure the Boy I Love"", 'Rudolph the Red-Nosed Reindeer', ""There's No Other Like My Baby"", 'Santa Claus Is Coming to Town', 'Uptown']"
7955,Jess Glynne,"['These Days (feat. Jess Glynne, Macklemore & Dan Caplen)', ""I'll Be There"", 'One Touch', 'Take Me Home', 'Thursday', 'Lie for You (feat. A Boogie Wit Da Hoodie & Davido)', ""Don't Be so Hard on Yourself"", 'Hold My Hand', 'Kill The Lights (with Nile Rodgers) - Audien Remix', 'All I Am']"
12949,Pete Rock & C.L. Smooth,"['They Reminisce Over You (T.R.O.Y.)', 'Straighten It Out', ""Lot's of Lovin"", ""For Pete's Sake"", 'Soul Brother #1', 'The Basement (feat. Heavy D, Rob-O, Grap & Dida)', 'The Creator', 'Return of the Mecca', 'Act Like You Know', 'Ghettos of the Mind']"
12865,Pecos & the Rooftops,"['This Damn Song', ""Wouldn't Have to Miss You"", 'Kill a Man', 'Leave Me Lonely', 'Conociste', 'Lonely With You', 'Yesteryear']"
11602,Montell Jordan,"['This Is How We Do It', 'Get It On Tonite', 'This Is How We Do It', ""What's On Tonight"", ""Let's Ride"", 'I Like', 'This Is How We Do It', 'Falling', ""Somethin' 4 Da Honeyz"", 'Careless Whisper']"
16546,The Greatest Showman Ensemble,"['This Is Me', 'The Greatest Show', 'From Now On', 'Come Alive', 'This Is Me - Alan Walker Relift (From ""The Greatest Showman"")', 'This Is Me - Dave Audé Remix (From The Greatest Showman)', 'Asi Soy - Mexico Version', 'A Million Dreams (Reprise) [From ""The Greatest Showman""] - Instrumental', 'The Greatest Show (From ""The Greatest Showman"") - Instrumental', 'Never Enough (Reprise) [From ""The Greatest Showman""] - Instrumental']"
16384,The Del McCoury Band,"['This Train is Bound for Glory', 'This Land is Your Land', '1952 Vincent Black Lightning', 'Pilgrim', 'The Mountain', 'Sweet Appalachia', 'Dixieland', 'Nashville Cats', 'Hot Wired', 'Texas Eagle']"
11885,Natalie Cole,"['This Will Be (An Everlasting Love)', 'Miss You Like Crazy', 'Unforgettable (Duet with Nat King Cole)', 'Bachata Rosa', 'Our Love Is Here To Stay', 'Starting Over Again', 'The Very Thought Of You', 'I Say A Little Prayer For You', 'Inseparable', 'Bésame Mucho']"
18761,bo en,"['Three Little Birds', 'Could You Be Loved', 'Is This Love', 'Jamming', 'One Love / People Get Ready - Medley', 'Buffalo Soldier', 'Redemption Song', 'No Woman, No Cry - Live At The Lyceum, London/1975', 'Waiting In Vain', 'Is This Love - Remix']"
17138,The Wailers,"['Three Little Birds', 'Could You Be Loved', 'Is This Love', 'Jamming', 'One Love / People Get Ready - Medley', 'Buffalo Soldier', 'Redemption Song', 'No Woman, No Cry - Live At The Lyceum, London/1975', 'Waiting In Vain', 'Is This Love - Remix']"
10840,Marley Marl,"['Three Little Birds', 'Could You Be Loved', 'Is This Love', 'Jamming', 'One Love / People Get Ready - Medley', 'Buffalo Soldier', 'Redemption Song', 'No Woman, No Cry - Live At The Lyceum, London/1975', 'Waiting In Vain', 'Is This Love - Remix']"
11132,Melissa Manchester,"['Through the Eyes of Love (Theme from the Motion Picture ""Ice Castles"")', 'Midnight Blue', ""Don't Cry Out Loud"", 'If This Is Love', 'You Should Hear How She Talks About You', 'Thief Of Hearts', 'Come In From The Rain', 'Any Kind Of Fool', '""Let Me Be Good To You"" - From “The Avengers”', ""Don't Cry Out Loud""]"
15087,Sleep,"['Thunder & Rain Sounds, Pt. 02', 'Thunder & Rain Sounds, Pt. 01', 'Relaxing Rain Sounds, Pt. 01', 'Thunder & Rain Sounds, Pt. 03', 'Thunder & Rain Sounds, Pt. 06', 'Relaxing Rain Sounds, Pt. 02', 'Thunder & Rain Sounds, Pt. 04', 'Thunderstorms', 'Relaxing Rain Sounds, Pt. 03', 'Thunder & Rain Sounds, Pt. 07']"
10463,Mabel,"['Tick Tock (feat. 24kGoldn)', ""Don't Call Me Up"", 'God Is A Dancer (with Mabel)', 'Mad Love', 'West Ten', 'Boyfriend', ""Don't Call Me Up - R3HAB Remix"", 'Mad Love - Blinkie Remix', 'My Lover - Radio Edit', 'OK (Anxiety Anthem)']"
5641,Finn,"['Till Forever Falls Apart', ""Let's Fall in Love for the Night"", 'Break My Heart Again', ""What They'll Say About Us"", 'I Lost a Friend', 'Angel', 'American Cliché', ""I Don't Miss You at All"", 'New Girl', ""Can't Wait To Be Dead""]"
539,Alex Sonata & TheRio,"['Time (ASOT 1011)', 'Half Life', 'Awakening (Mixed)', 'Time (ABGT428)', 'Time', 'I Saw Your Face - Alex Sonata & TheRio Remix', 'Awakening', 'Awakening (Mixed)', 'Nebula (Mixed)', 'Half Life (ASOT 995)']"
10369,Lynn Taitt,"['To Sir with Love', 'A.B.C. Rocksteady', 'The Weed (Man Pyabba)', 'Silent River Runs Deep', 'Julie', 'Bat Man', 'Ska-Ta-Shot', 'I Like Your World', 'Bog Walk', 'Solomon']"
16792,The New Minstrels,"['Today', 'Green, Green', 'Three Wheels on My Wagon', 'Cotton Fields', 'Appleseed John', 'Last Farewell', 'This Land Is Your Land', 'Me Old Bam-Boo', 'Abraham, Martin and John', 'Ride, Ride, Ride']"
18866,xir,"['Tokyo (feat. XIRA)', 'Only For You', 'Tokyo (feat. XIRA) - Le Youth Remix', 'Only For You - Bass Modulators Remix', 'Only For You - Tennyson Remix', 'Only For You - Futuristic Polar Bears Remix', 'Only For You - Low Blow Remix', 'Only For You - Extended Mix', 'Sleep Talker', 'Tip Toe']"
18797,graves,"['Tomorrow', 'Dearly Departed (feat. Esmé Patterson)', 'Roll The Bones - Audiotree Live Version', 'Unknown Legend', 'Family and Genus', 'Built To Roam', 'A World So Full of Love', 'Roll The Bones', 'Georgia Moon', 'Late July - Audiotree Live Version']"
13446,Radio B,"['Tongue Tied - Acoustic', 'Our Remains', 'Either Way', 'Destined to Pretend', 'Our Remains - Acoustic', 'Here Too Far', 'On Your Horizon', 'Sitting Room', 'On the Frame', 'On the Frame (Acoustic)']"
3473,Cornelius Brothers & Sister Rose,"['Too Late To Turn Back Now', 'Treat Her Like A Lady', 'Since I Found My Baby', ""Don't Ever Be Lonely (A Poor Little Fool Like Me)"", ""I'm Never Gonna Be Alone Anymore"", 'Big Time Lover', 'Let Me Down Easy', ""Come On Let's Be Happy Forever"", 'Got To Testify (Love)', ""Just Ain't No Love (Like A Lady's)""]"
10604,Manhar Udhas,"['Too Mera Hero Hai', 'Tera Naam Liya', 'Hum Tere Bin Kahin Reh Nahin Paate', 'Mera Karma Tu', 'Gali Gali Mein', 'Tu Kal Chala Jayega - Duet', 'Loote Koi Man Ka Nagar', 'Pyar Karne Wale', 'Nayan Ne Bandh Rakhi Ne', 'De Daru']"
16704,The Maccabees,"['Toothpaste Kisses', 'Precious Time', 'Marks To Prove It', 'Pelican', 'First Love', 'No Kind Words / Bag Of Bones', 'Kamakura', 'Something Like Happiness', 'Grew Up At Midnight', 'Latchmere']"
94,69 Boyz,"['Tootsee Roll (Dance Version)', 'Kitty-Kitty', 'Tootsee Roll Radio Quiet Storm Mix', 'Da Train', 'Tootsee Roll Set It Off Dance Version', 'Booty Drop', 'Tootsee Roll Radio Set It Off Mix', 'Woof Woof', 'Tootsee Roll Set It Off Club Mix', 'Tootsee Roll Quiet Storm Club Remix']"
14394,Sadat X,"['Top Shelf', 'The Lump Lump', 'Top Shelf (Instr.)', 'Loud Hangover', ""Hang 'Em High - Wilderness Version"", 'Star Birth', 'Heaven Right Now', ""You Can't Front"", '50,000 Heads', 'Prolific Smoker']"
9552,Lemon,"['Touch-Tone Telephone', 'Cabinet Man', 'Eighth Wonder', 'The Ultimate Showdown of Ultimate Destiny', 'Two Trucks', 'A Mask of My Own Face', 'Modify', 'Redesign Your Logo (Bonus Track)', 'Jaws', 'Soft Fuzzy Man']"
9553,Lemon Demon,"['Touch-Tone Telephone', 'Cabinet Man', 'Eighth Wonder', 'The Ultimate Showdown of Ultimate Destiny', 'Two Trucks', 'A Mask of My Own Face', 'Modify', 'Redesign Your Logo (Bonus Track)', 'Jaws', 'Soft Fuzzy Man']"
7643,James Arthur,"['Train Wreck', ""Say You Won't Let Go"", 'Lasting Lover', 'Impossible', 'Medicine', 'Can I Be Him', 'Falling Like The Stars', 'Rewrite The Stars (with James Arthur & Anne-Marie)', 'Naked', 'Nobody']"
10409,MAGIC!,"['Travesuras - Remix', 'Te Boté - Remix', 'Travesuras', 'Darte Remix', 'Te Boté', 'Sola & Vacía', 'Fantasmita - Remix', 'No Te Veo - Remix', 'Me perdiste - Remix', 'Indomable - Remix']"
10529,Magic,"['Travesuras - Remix', 'Te Boté - Remix', 'Travesuras', 'Darte Remix', 'Te Boté', 'Sola & Vacía', 'Fantasmita - Remix', 'No Te Veo - Remix', 'Me perdiste - Remix', 'Indomable - Remix']"
17969,Victoria Justice,"['Treat Myself', 'Love Song to the Earth', 'Stay', 'Gold', 'Toucha, Toucha, Toucha, Touch Me', 'Shake', 'Dammit Janet', 'Everybody\'s Breakin\' Up (From the soundtrack to the motion picture ""Trust"")', 'Over at the Frankenstein Place', 'Rose Tint My World']"
17316,Tim Strand,"['Trigger', 'Ludens', 'Sing To Me', 'Ghost', 'Yellow Box', 'Ghost - Joe Stone Remix', 'Born In The Slumber', 'Ghost - The Him Remix', 'Ghost - Basic Tape Remix']"
16770,The Mothers Of Invention,"['Trouble Every Day', 'Inca Roads', 'My Guitar Wants To Kill Your Mama', ""What's The Ugliest Part Of Your Body?"", 'Hungry Freaks, Daddy', 'Po-Jama People', 'Sofa No. 1', ""San Ber'dino"", 'Florentine Pogen', ""Go Cry On Somebody Else's Shoulder""]"
13341,Pusha T,"['Trouble On My Mind', 'Good Goodbye (feat. Pusha T and Stormzy)', 'The Games We Play', 'Drug Dealers Anonymous', 'If You Know You Know', ""Don't Like.1 - Album Version (Edited)"", 'Sweet Serenade', 'Come Back Baby', 'Santeria', 'Nosetalgia']"
12385,Olly Murs,"['Troublemaker (feat. Flo Rida)', 'Dance with Me Tonight', 'Up (feat. Demi Lovato)', 'Wrapped Up (feat. Travie McCoy)', ""Dear Darlin'"", 'Heart Skips a Beat (feat. Rizzle Kicks)', 'That Girl', 'Moves (feat. Snoop Dogg)', 'Unpredictable', ""You Don't Know Love""]"
9859,Liz,"['Truth Hurts', 'Juice', 'Good as Hell (feat. Ariana Grande)', 'Good as Hell', 'Tempo (feat. Missy Elliott)', 'Cuz I Love You', 'Boys', 'Soulmate', 'Like a Girl', 'Blame It on Your Love (feat. Lizzo)']"
9869,Lizzo,"['Truth Hurts', 'Juice', 'Good as Hell (feat. Ariana Grande)', 'Good as Hell', 'Tempo (feat. Missy Elliott)', 'Cuz I Love You', 'Boys', 'Soulmate', 'Like a Girl', 'Blame It on Your Love (feat. Lizzo)']"
9995,Los Bukis,"['Tu Cárcel', 'A Donde Vayas', 'Como Fui A Enamorarme De Ti', 'Será Mejor Que Te Vayas', 'Acepto Mi Derrota', 'Quiéreme', 'Yo Te Necesito', 'Mi Mayor Necesidad', 'Tus Mentiras', 'Chiquilla Bonita']"
519,Alex Campos,"['Tu Poeta', 'Al Taller del Maestro', 'Si Estoy Contigo', 'Soy Soldado', 'Me Robaste el Corazon', 'Hoy', 'Vives tú y vivo yo', 'El Sonido del Silencio', 'Tú Tan Mío', 'Te Puedo Sentir']"
14132,Roop Kumar Rathod,"['Tujh Mein Rab Dikhta Hai', 'Maula Mere Maula', 'Pookkal Pookkum', 'Tere Liye', 'Dilko Tumse Pyar Hua', 'Sandese Aate Hai - From ""Border""', 'To Chalun - From ""Border""', 'Oru Devathai (From ""Vaamanan"")', 'O Saiyyan', 'Nee Paata Madhuram - The Touch of Love']"
11549,Mofro,"['Tupelo Honey', 'The Sweetest Thing', 'Orange Blossoms', 'Lochloosa', 'Brighter Days', 'The Sun Is Shining Down', 'Every Minute', 'Blackwater', '99 Shades of Crazy', 'This River']"
9906,London Philharmonic Orchestra,"['Turandot / Act 3: ""Nessun dorma!""', 'Adiemus', ""DANCE: I. when you're broken up"", 'The Lark Ascending', 'Gianni Schicchi: ""O mio babbino caro""', 'Elder Scrolls – Skyrim: Far Horizons', 'Piano Concerto in C-Sharp Minor, FP 146: I. Allegretto commodo - Live', 'Also Sprach Zarathustra Op.30: Einleitung (Opening)', 'Stairway To Heaven', 'Fantasia on a Theme by Thomas Tallis']"
10233,Luciano Pavarotti,"['Turandot / Act 3: ""Nessun dorma!""', 'Rigoletto / Act 3: ""La donna è mobile""', 'We Are The World - Live', 'Caruso', ""'O sole mio (Arr. Chiaramello)"", ""La traviata / Act 1: Libiamo ne'lieti calici"", 'Nessun doma - Turandot', 'Baby, can I hold you tonight', 'La Bohème / Act 1: ""O soave fanciulla""', 'My Way']"
12031,New York Philharmonic,"['Turandot / Act 3: Turandot / Act 3: ""Nessun dorma!"" - Live At Central Park, New York / 2011', 'Time To Say Goodbye - Live At Central Park, New York / 2011', 'Symphony No. 9 in E Minor, Op. 95 ""From the New World"": IV. Allegro con fuoco', 'Carmen: Habanera - Instrumental', 'Symphony No. 9 in E Minor, Op. 95 ""From the New World"": I. Adagio — Allegro molto', 'Concerto for 2 Violins in D Minor, BWV 1043: I. Vivace', 'Adagio for Strings, Op. 11', 'Symphony No. 9 in E Minor, Op. 95 ""From the New World"": II. Largo', 'Amazing Grace - Live At Central Park, New York / 2011', 'An American in Paris']"
12078,Nicki Minaj,"['Tusa', 'Super Bass', 'Bang Bang', 'Swalla (feat. Nicki Minaj & Ty Dolla $ign)', 'Starships', 'MotorSport', 'Woman Like Me (feat. Nicki Minaj)', 'Yikes', 'Say So (feat. Nicki Minaj)', 'Chun-Li']"
11443,Mina,"['Tusa', 'Super Bass', 'Bang Bang', 'Swalla (feat. Nicki Minaj & Ty Dolla $ign)', 'Starships', 'MotorSport', 'Woman Like Me (feat. Nicki Minaj)', 'Yikes', 'Say So (feat. Nicki Minaj)', 'Chun-Li']"
745,Amon Amarth,"['Twilight Of The Thunder God', 'Guardians Of Asgaard', 'The Pursuit Of Vikings', 'Raise Your Horns', 'War of the Gods', 'Deceiver of the Gods', 'Tattered Banners And Bloody Flags', 'Shield Wall', ""Raven's Flight"", 'Crack the Sky']"
5498,Fanny Lu,"['Tú No Eres Para Mi', 'Corazones Rotos', 'No Te Pido Flores', 'Celos', 'Fanfarrón', 'Algo quiero', 'Yo Quiero un Amor', 'Cosas Bonitas', 'Romper el Hielo', 'En Mis Tacones']"
5831,Franco De Vita,"['Tú de Qué Vas', 'Si la Ves (feat. Sin Bandera)', 'Te Amo', 'Tan Sólo Tú (feat. Alejandra Guzmán) - Franco De Vita en Primera Fila', 'Un Buen Perdedor', 'Si La Ves (feat. Noel Schajris & Leonel García)', 'Un Buen Perdedor', 'Te Pienso Sin Querer (feat. Gloria Trevi) - Vuelve en Primera Fila - Live Version', 'Y Tú Te Vas (feat. Carlos Rivera) - Vuelve en Primera Fila - Live Version', 'Te Amo - En vivo']"
14792,Shankar Mahadevan,"['Uff Teri Adaa', 'Mitwa', 'Hey Ya !', 'Tere Naina', 'Gallan Goodiyaan', 'Sajdaa', 'Sathyameva Jayathe', 'Zero Hour Mashup 2015(Remix By Dj Kiran Kamath)', 'Monsta Mashup 2019 by DJ Notorious and Lijo George', 'Desi Girl']"
13526,Ramon Ayala Y Sus Bravos Del Norte,"['Un Puño De Tierra', 'Chaparra De Mi Amor', 'Rinconcito En El Cielo', 'Mi Golondrina', 'Tragos Amargos', 'Mi Piquito De Oro', 'Baraja De Oro', 'Me Llega, Me Llega', 'Dos Monedas', 'Qué Casualidad']"
8502,José Feliciano,"['Un Veneno - G-Mix', 'El Ultimo Adiós - Varios Artistas Version', 'El Tango De Roxanne - From ""Moulin Rouge"" Soundtrack', 'Feliz Navidad', 'Para Decir Adiós', ""California Dreamin'"", 'Por Qué Te Tengo Que Olvidar?', 'La Copa Rota', 'Paso La Vida Pensando', 'Qué Será']"
17473,Toni Braxton,"['Un-Break My Heart', ""He Wasn't Man Enough"", 'Breathe Again', ""You're Makin' Me High"", 'Spanish Guitar', 'Gotta Move On (feat. H.E.R.)', 'Long As I Live', 'How Many Ways', 'Another Sad Love Song', 'Just Be A Man About It']"
18489,Y. Samuel,"['Under the Sea - From ""The Little Mermaid"" / Soundtrack Version', 'Kiss the Girl - From ""The Little Mermaid""/ Soundtrack Version', 'Down to the Sea', 'They Live in You - From ""The Lion King""/Original Broadway Cast Recording', 'The Morning Report', 'Here On The Land And Sea (Finale)', 'Iko Iko', 'Limbo Rock', ""Octopus's Garden"", 'Hot, Hot, Hot']"
6053,Gabriel & Dresden,"['Underwater - Tinlicker Remix (Edit)', 'As The Rush Comes - Gabriel & Dresden Chillout Mix', 'Only Road - Cosmic Gate Remix', 'No One On Earth (Above & Beyond Respray) [Mixed] - Gabriel & Dresden Remix', 'Beautiful Things (Mixed) - Gabriel & Dresden Unplugged Mix', 'Without You Near (Mixed) - Gabriel & Dresden Remix', ""Falling Forward - Qrion's Ambient Intro Mix"", 'Beautiful Things - Gabriel & Dresden Unplugged Mix', 'Tracking Treasure Down', 'Twelve - Darude Remix']"
14306,RÜFÜS DU SOL,"['Underwater', 'Innerbloom', 'Sundream', 'Treat You Better', 'You Were Right', 'No Place', 'New Sky', 'Take Me', 'Eyes', 'Innerbloom (What So Not Remix)']"
9048,Kim Petras,"['Unlock it (feat. Kim Petras and Jay Park)', 'Broken Glass', 'Heart to Break', 'Malibu', 'Jenny (feat. Kim Petras)', 'Icy', ""I Don't Want It At All"", '<demons>', 'There Will Be Blood', 'Do Me']"
13002,Petra,"['Unlock it (feat. Kim Petras and Jay Park)', 'Broken Glass', 'Heart to Break', 'Malibu', 'Jenny (feat. Kim Petras)', 'Icy', ""I Don't Want It At All"", '<demons>', 'There Will Be Blood', 'Do Me']"
15839,T-Pain,"['Up Down (Do This All Day) (feat. B.o.B)', ""Buy U a Drank (Shawty Snappin') (feat. Yung Joc)"", 'Jerry Sprunger (with T-Pain)', ""I'm Sprung"", 'Bartender (feat. Akon)', ""I'm N Luv (Wit a Stripper) (feat. Mike Jones)"", 'T-Pain Mashup (with Kurt Hugo Schneider)', 'Best Love Song (feat. Chris Brown)', 'Turn All the Lights On (feat. Ne-Yo)', 'Dan Bilzerian (feat. Lil Yachty)']"
10827,Mark Ronson,"['Uptown Funk (feat. Bruno Mars)', 'Electricity (with Dua Lipa)', 'Nothing Breaks Like a Heart (feat. Miley Cyrus)', 'Easy (with Kacey Musgraves feat. Mark Ronson)', 'Valerie (feat. Amy Winehouse) - Version Revisited', 'New Love (feat. Ellie Goulding)', 'Find U Again (feat. Camila Cabello)', 'Late Night Feelings (feat. Lykke Li)', 'Nothing Breaks Like a Heart - Don Diablo Remix', 'Daffodils (feat. Kevin Parker)']"
2481,C-Alvin,"['Uptown Funk - From ""Alvin And The Chipmunks: The Road Chip"" Soundtrack', 'Home - From ""Alvin And The Chipmunks: The Road Chip"" Soundtrack', 'Witch Doctor - Remastered 1999', 'Turn Down For What - From ""Alvin And The Chipmunks: The Road Chip"" Soundtrack', 'Conga - From ""Alvin And The Chipmunks: The Road Chip"" Soundtrack', 'Iko Iko - From ""Alvin And The Chipmunks: The Road Chip"" Soundtrack', 'South Side - From ""Alvin And The Chipmunks: The Road Chip"" Soundtrack', 'Bad Day', 'You Spin Me Round (Like A Record)', ""The Chipmunk Song (Christmas Don't Be Late) - Remastered 1999""]"
8116,Joe,"['Uptown Girl', 'Piano Man', ""We Didn't Start the Fire"", 'Vienna', ""She's Always a Woman"", 'My Life', 'Just the Way You Are', 'Zanzibar', ""It's Still Rock and Roll to Me"", 'Only the Good Die Young']"
4428,Dirty T,"['Vacation', 'Lay Me Down', 'Stand Tall', 'Oxygen', 'Dance All Night', 'My Sweet Summer', ""Sloth's Revenge"", 'Bum Bum', 'Cabin By the Sea', 'Burn Slow']"
8006,Jim Brickman,"['Valentine', 'Lavender’s Blue', 'Destiny (feat. Jordan Hill & Billy Porter)', 'Never Alone', 'Reflection - Instrumental', 'Love of My Life (feat. Michael W. Smith)', 'The Gift (feat. Collin Raye & Susan Ashton)', ""Canon In D Major (Pachelbel's Canon)"", 'When You Wish Upon a Star', 'Golden Slumbers']"
767,Amy Winehouse,"['Valerie - Live At BBC Radio 1 Live Lounge, London / 2007', 'Back To Black', 'Rehab', ""You Know I'm No Good"", 'Tears Dry On Their Own', 'Love Is A Losing Game', 'Me & Mr Jones', 'Our Day Will Come', 'Stronger Than Me', 'Will You Still Love Me Tomorrow? - 2011']"
5187,Enrique Granados,"['Valses Poéticos H. 147, DLR 7:8: No. 1: Melódico', '12 Danzas españolas: No. 2, Oriental', 'Bocetos: IV. La campana de la tarde. Allegretto', '12 Danzas Españolas, Op. 37: 5. Andaluza', 'Nr. 5 Andaluza (Playera) · für Gitarre solo', 'Dedicatoria', 'El pelele (The Straw Man)', '12 Danzas espanolas (Spanish Dances), Op. 37: No. 10. Melancolica, ""Danza triste"" (arr. A. Segovia)', 'Allegro de Concierto, Op. 46', 'Andaluza']"
2765,Cartel De Santa,"['Vaya Vaya', 'Si Te Vienen a Contar', 'TUY', 'Leve', 'Burbujas de Cristal', 'Pollo y Conejo', 'Los Mensajes del Whatsapp', 'Todas Mueren por Mí', 'El Arte del Engaño', 'Bombos y Tarolas']"
17862,Valentín Elizalde,"['Vete Ya', 'A Mis Enemigos', 'Te Quiero Así', 'Ebrio De Amor', 'Vencedor', 'Volvere A Amar', 'Soy Así', 'Lobo Domesticado', 'El Pavido Navido', 'La Más Deseada']"
17715,Two Steps from Hell,"['Victory', 'Heart of Courage', 'Star Sky', 'Protectors of the Earth', 'Strength of a Thousand Men', 'Flight Of The Silverbird', 'Archangel', 'Blackheart', 'Never Back Down', 'El Dorado']"
17847,Vagon Chicano,"['Viernes Sin Tu Amor', 'Necesidad', 'Mi Amuleto Eres Tú', 'La Moneda', 'Yo Sí Me Enamoré', 'Como Arrancarte', 'Negar Que Te Amo', 'Un Pacto Con Dios', 'Cuenta Conmigo - Norteña', 'Clavado En Un Bar']"
