,Artist,Genres,Followers,Popularity
15778,Swavay,"['atl hip hop', 'indie hip hop']",13347,55
15779,Swedish House Mafia,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house']",3256373,70
15780,Swedish Radio Choir,"['choral', 'swedish choir']",688196,66
15781,Sweet Comfort Band,['deep christian rock'],6313,24
15782,Sweet Honey In The Rock,"['gospel', '""women\'s music""']",13957,42
15783,Sweet Micky,['kompa'],2746,31
15784,Sweet Sensation,['freestyle'],8024182,83
15785,Sweet Trip,"['art pop', 'dream pop', 'freak folk', 'hyperpop', 'noise pop', 'nu gaze', 'shoegaze', 'vaporwave']",54920,54
15786,Sweetback,['neo soul'],14601,32
15787,Sweethearts of the Rodeo,"['country dawn', 'deep contemporary country']",17613,33
15788,Sweetwater,['psychedelic rock'],469833,73
15789,Swell,['japanese chillhop'],50865,58
15790,Swell Maps,"['dance rock', 'dance-punk', 'experimental', 'experimental rock', 'gbvfi', 'industrial', 'noise rock', 'post-hardcore', 'post-punk', 'punk blues', 'uk post-punk']",20230,28
15791,Swervedriver,"['alternative pop', 'alternative rock', 'dream pop', 'nu gaze', 'post-hardcore', 'shoegaze']",44280,37
15792,Swing Out Sister,"['new romantic', 'new wave pop', 'sophisti-pop']",102086,51
15793,Swingin' Utters,"['american oi', 'melodic hardcore', 'orgcore', 'power-pop punk', 'punk', '""punk \'n\' roll""', 'ska punk', 'skate punk']",38870,43
15794,Swings,['k-rap'],5019320,93
15795,Swirlies,"['alternative rock', 'american shoegaze', 'boston rock', 'garage psych', 'gbvfi', 'indie punk', 'lo-fi', 'lo-fi indie', 'noise pop', 'nu gaze', 'post-hardcore', 'shoegaze']",22514,38
15796,Swiss,"['nz reggae', 'polynesian pop', 'samoan pop']",41726,59
15797,Swiss Music Box,['music box'],11,0
15798,Switch,"['ccm', 'christian alternative rock', 'christian music', 'christian rock', 'neo mellow', 'pop rock', 'worship']",495799,58
15799,Switchfoot,"['ccm', 'christian alternative rock', 'christian music', 'christian rock', 'neo mellow', 'pop rock', 'worship']",565638,64
15800,Swizz Beatz,"['battle rap', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",10289638,90
15801,Swørn,['lo-fi beats'],5755,50
15802,Sy Ari Da Kid,"['pop r&b', 'trap', 'trap soul']",119863,54
15803,Sybil,"['diva house', 'hip house']",5227,35
15804,Syd,"['alternative r&b', 'lgbtq+ hip hop']",1771861,73
15805,Syd Dale,"['easy listening', 'exotica', 'library music', 'lounge', 'moog', 'spytrack']",3181,28
15806,Syd Matters,"['folktronica', 'french indie folk']",71178,50
15807,Syke,"['g funk', 'west coast rap']",10272462,83
15808,Syl Johnson,"['hip pop', 'neo soul', 'r&b', 'urban contemporary']",29817,44
15809,Syleena Johnson,"['hip pop', 'neo soul', 'r&b', 'urban contemporary']",13679181,92
15810,Sylosis,"['melodic death metal', 'melodic metalcore', 'metalcore']",74243,48
15811,Sylvan Esso,"['electropop', 'etherpop', 'indie folk', 'indie pop', 'indie rock']",449312,66
15812,Sylvester,"['disco', 'hi-nrg', 'post-disco']",113981,54
15813,Sylvester Weaver,['traditional blues'],2006,25
15814,Sylvia,['rhythm and blues'],823016,84
15815,Sylvia La Torre,['kundiman'],6671,31
15816,Sylvia Telles,"['bossa nova', 'brazilian jazz']",6381,27
15817,Sylvia Tosun,['vocal trance'],2184,40
15818,Symphonix,"['german trance', 'progressive psytrance', 'psychedelic trance']",442591,72
15819,Symphony Orchestra,"['british orchestra', 'classical', 'classical performance', 'orchestra']",4008949,79
15820,Syndicate Of Sound,"['classic garage rock', 'deep classic garage rock', 'freakbeat']",3721,23
15821,Synergy,"['canadian indie', 'modern alternative rock']",1284073,71
15822,Synthax,['progressive psytrance'],20207,46
15823,Synthesizer Barbara Higbie,['christmas instrumental'],79,3
15824,Syreeta,"['motown', 'quiet storm']",50469,53
15825,System,"['alternative metal', 'nu metal', 'rap metal']",7098770,81
15826,System F,"['bubble trance', 'dutch trance', 'progressive house', 'trance', 'uplifting trance']",15363,40
15827,System Of A Down,"['alternative metal', 'nu metal', 'rap metal']",7098770,81
15828,Szymon Goldberg,['violin'],818657,67
15829,Sébastien Léger,"['organic house', 'tech house']",38499,48
15830,Sérgio Mendes,"['bossa nova', 'brazilian jazz', 'samba']",121766,59
15831,Sérgio Reis,"['jovem guarda', 'sertanejo', 'sertanejo tradicional', 'sertanejo universitario']",359320,56
15832,Só Pra Contrariar,"['axe', 'pagode', 'sertanejo', 'sertanejo universitario']",590822,62
15833,T Bone Burnett,['roots rock'],23688,35
15834,T La Rock,"['bronx hip hop', 'east coast hip hop', 'electro', 'hip hop', 'hip house', 'old school hip hop']",17075,33
15835,T Street Band,"['funk', 'soul', 'southern soul']",381361,59
15836,T-Bone Walker,"['blues', 'blues rock', 'chicago blues', 'electric blues', 'jazz blues', 'rock-and-roll', 'texas blues', 'traditional blues']",144923,48
15837,T-Connection,['nl folk'],27964,38
15838,T-Dre,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop r&b', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",11169,54
15839,T-Pain,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",8024182,83
15840,T-SQUARE,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",156630,50
15841,T-Vice,"['kompa', 'zouk']",4500292,77
15842,T-Wayne,"['london rap', 'uk hip hop']",149818,54
15843,T. Bolin,"['blues rock', 'classic rock', 'hard rock']",1020,28
15844,T. Graham Brown,"['classic country pop', 'country', 'country rock']",53692,51
15845,T. M. Soundararajan,"['deep indian pop', 'filmi', 'tamil pop']",358171,54
15846,T. R. Mahalingam,"['carnatic', 'carnatic instrumental', 'indian classical']",5977,20
15847,T. Rex,"['album rock', 'art rock', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'protopunk', 'psychedelic rock', 'rock']",682160,65
15848,T. S. Eliot,['poetry'],4403,16
15849,T.G. Sheppard,"['classic country pop', 'country', 'country rock']",92084,46
15850,T.I.,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",3693213,79
15851,T.M.Revolution,"['anime', 'anime score', 'classic j-pop', 'j-pop', 'j-poprock']",237554,54
15852,T.N. Rajarathnam Pillai,"['carnatic instrumental', 'indian classical']",479,3
15853,T.Russ,['industrial techno'],1508814,82
15854,T.S.O.L.,"['hardcore punk', 'horror punk', 'punk', 'skate punk']",78219,46
15855,T3R Elemento,"['corrido', 'corridos tumbados', 'norteno', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",660623,77
15856,TAEYANG,"['k-pop', 'korean r&b']",705391,61
15857,TAPZ,['escape room'],1075178,82
15858,TEMPOREX,"['bedroom pop', 'indie garage rock', 'san diego indie']",200450,58
15859,THC,"['balkan hip hop', 'serbian hip hop', 'turbo folk']",10181,58
15860,THE COLLECTORS,['classic j-rock'],6921,29
15861,THE DU,"['dirty south rap', 'gangster rap', 'hip hop', 'houston rap', 'rap', 'southern hip hop', 'trap']",988531,76
15862,THE GUY,"['bow pop', 'classify']",33617,39
15863,THE ORAL CIGARETTES,"['j-pop', 'j-poprock', 'j-rock', 'japanese indie rock']",395601,64
15864,THE SCOTTS,['rap'],175812,70
15865,THEY.,"['indie pop', 'modern alternative rock', 'modern rock', 'rock']",20851526,90
15866,TIGER B. SMITH,['psychedelic blues-rock'],723,8
15867,TK Kravitz,"['pop r&b', 'trap']",190183,58
15868,TK from Ling tosite sigure,"['j-poprock', 'j-rock', 'otacore']",273370,68
15869,TKA,"['australian hip hop', 'escape room']",94320,60
15870,TLC,"['atl hip hop', 'dance pop', 'girl group', 'hip hop', 'hip pop', 'new jack swing', 'pop', 'pop rap', 'r&b', 'urban contemporary']",2575951,72
15871,TMSA Young Trad Tour 2011,['scottish folk'],22,0
15872,TNT,['euphoric hardstyle'],32918,51
15873,TNT Band,['salsa international'],2763,31
15874,TOKYO’S REVENGE,"['meme rap', 'sad rap', 'vapor trap', 'viral rap']",274611,69
15875,TOKiMONSTA,"['chillwave', 'electra', 'future bass', 'vapor soul', 'vapor twitch', 'wonky']",253526,61
15876,TOMORROW X TOGETHER,"['k-pop', 'k-pop boy group']",3304694,76
15877,TOOL,"['alternative metal', 'alternative rock', 'art rock', 'nu metal', 'progressive metal', 'progressive rock', 'rock']",1976466,74
15878,TOTO,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",1848888,76
15879,TOWA TEI,"['japanese jazztronica', 'shibuya-kei']",29599,38
15880,TPOK Jazz,['soukous'],4015,32
15881,TQ,"['r&b', 'urban contemporary']",265610,62
15882,TRAQULA,['meme rap'],186297,67
15883,TRU,['indie pop'],3751524,78
15884,TRUSTcompany,"['alabama metal', 'alternative metal', 'nu metal', 'post-grunge', 'rap rock']",89540,49
15885,TSHA,['uk house'],17124,54
15886,TV Girl,"['chillwave', 'indie garage rock', 'indie pop', 'indie rock']",211346,67
15887,TV On The Radio,"['alternative dance', 'alternative rock', 'brooklyn indie', 'dance-punk', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'rock']",495878,61
15888,TWICE,"['k-pop', 'k-pop girl group']",511074,66
15889,Taana Gardner,"['deep disco', 'post-disco', 'rare groove']",6737,32
15890,Tab Hunter,['deep adult standards'],2887,31
15891,Tabu Ley Rochereau,"['afropop', 'highlife', 'makossa', 'rumba congolaise', 'soukous', 'world']",13937,41
15892,Tad,"['chicago rap', 'drill', 'vapor trap']",806612,75
15893,Tadd Dameron,"['bebop', 'cool jazz', 'hard bop', 'jazz']",2826,25
15894,Taeko Onuki,"['anime score', 'classic city pop', 'japanese jazz', 'japanese new wave', 'shibuya-kei', 'techno kayo']",70393,52
15895,Taelimb,['deep dnb'],8449,38
15896,Tafrob,"['czech hip hop', 'czsk hip hop']",514614,63
15897,Tag Team,['miami bass'],28593,49
15898,Tai Tanawut,['thai folk rock'],58874,39
15899,Tai Verdes,['modern indie pop'],120972,67
15900,Tainy,"['latin', 'latin hip hop', 'latin pop', 'pop reggaeton', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",27192042,95
15901,Taio Cruz,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",1910294,75
15902,Taj Mahal,"['acoustic blues', 'blues', 'blues rock', 'classic rock', 'country blues', 'country rock', 'folk rock', 'funk', 'harmonica blues', 'jazz blues', 'modern blues', 'roots rock', 'soul', 'traditional blues']",142939,58
15903,Takako Nishizaki,"['japanese classical performance', 'violin']",4274,43
15904,Takashi Yoshimatsu,['japanese classical'],5296,36
15905,Take 6,"['a cappella', 'christian a cappella', 'gospel']",964239,73
15906,Take That,"['boy band', 'dance pop', 'europop']",45,25
15907,Takeshi Inomata,"['classic japanese jazz', 'japanese jazz']",1258,23
15908,Taking Back Sunday,"['emo', 'pop punk']",690183,65
15909,Takis Binis,['rebetiko'],9943,34
15910,Takt Tick,['minimal melodic techno'],2762,46
15911,Tal & Groethuysen,"['classical piano', 'classical piano duo', 'german classical piano']",688196,66
15912,Tal Bachman,['pop rock'],30871,59
15913,Tal Farlow,"['bebop', 'cool jazz', 'jazz guitar']",13302,35
15914,Talat Aziz,"['classic bollywood', 'classic pakistani pop', 'ghazal', 'sufi']",49526,34
15915,Talat Mahmood,"['classic bollywood', 'classic pakistani pop', 'filmi', 'ghazal', 'sufi']",309300,36
15916,Tale Of Us,"['deep disco house', 'italian techno', 'melodic techno', 'microhouse', 'minimal tech house']",234388,54
15917,Talent,"['alternative metal', 'canadian punk', 'nu metal', 'pop punk', 'punk']",857414,71
15918,Talib Kweli,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'southern hip hop']",13679181,92
15919,Talisman,"['israeli hip hop', 'israeli pop']",3576,48
15920,Talk Talk,"['art punk', 'art rock', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']",62021,63
15921,Talking Heads,"['art punk', 'art rock', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']",1545328,73
15922,Tall Heights,"['boston folk', 'folk-pop', 'indie anthem-folk', 'indie folk', 'indiecoustica', 'new americana', 'stomp and holler']",68822,59
15923,Talla 2XLC,"['bubble trance', 'frankfurt electronic', 'german techno', 'progressive trance', 'trance', 'uplifting trance']",19390,50
15924,Tallin Chamber Orchestra,['chamber orchestra'],187250,57
15925,Tally Hall,"['ann arbor indie', 'indie pop']",202258,69
15926,Tamar Braxton,"['dance pop', 'hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary']",802132,52
15927,Tamba Trio,"['bossa nova', 'brazilian jazz', 'samba-jazz']",16371,39
15928,Tame Impala,"['australian psych', 'neo-psychedelic']",4824993,83
15929,Tamela Mann,['gospel'],428312,52
15930,Tamer Fouda,['tribal house'],64,19
15931,Tami Lynn,['northern soul'],1940,34
15932,Tamia,"['canadian pop', 'dance pop', 'hip pop', 'neo soul', 'new jack swing', 'pop r&b', 'quiet storm', 'r&b', 'urban contemporary']",1854200,73
15933,Tammi Terrell,"['brill building pop', 'classic soul', 'motown']",3958192,78
15934,Tammy Cochran,"['country', 'country dawn', 'deep contemporary country']",17569,21
15935,Tammy Wynette,"['country', 'country dawn', 'country rock', 'nashville sound']",380586,58
15936,Tampa Red,"['acoustic blues', 'blues', 'boogie-woogie', 'chicago blues', 'country blues', 'jug band', 'traditional blues']",10086,29
15937,Tamás Cseh,"['classic hungarian pop', 'hungarian folk', 'magyar alternative']",3616,35
15938,Tan Dun,"['chinese classical', 'chinese soundtrack']",12004,46
15939,Tancredi Pasero,['italian bass'],158,4
15940,Tangerine Dream,"['ambient', 'art rock', 'berlin school', 'krautrock', 'progressive rock', 'space rock', 'symphonic rock']",4609,37
15941,Tanglewood Festival Chorus,['american choir'],57,20
15942,Tani,"['desi pop', 'filmi', 'modern bollywood']",873178,77
15943,Tania Maria,"['bossa nova', 'brazilian jazz']",14388,37
15944,Tania Zygar,"['deep uplifting trance', 'vocal trance']",158407,65
15945,Tanita Tikaram,['new wave pop'],94382,52
15946,Tank,"['pop r&b', 'r&b', 'urban contemporary']",31259,58
15947,Tankard,"['gospel', 'smooth jazz']",99381,39
15948,Tannuri,['circuit'],79039,60
15949,Tanto Metro & Devonte,"['dancehall', 'old school dancehall', 'soca']",39466,46
15950,Tantric,"['alternative metal', 'nu metal', 'post-grunge', 'rap rock']",45,51
15951,Tanya Chua,"['chinese indie', 'mandopop', 'singaporean mandopop', 'singaporean pop', 'singaporean singer-songwriter', 'taiwan singer-songwriter']",237432,59
15952,Tanya Goodman,['lullaby'],742,43
15953,Tanya Stephens,"['dancehall', 'lovers rock', 'modern reggae', 'old school dancehall', 'reggae fusion']",104312,49
15954,Tanya Tucker,"['classic country pop', 'country', 'country dawn', 'country rock', 'outlaw country']",406698,56
15955,Taproot,"['alternative metal', 'industrial metal', 'nu metal', 'post-grunge', 'rap rock']",205124,49
15956,Tara Minton,['jazz harp'],93,6
15957,Tarika Blue,['jazz funk'],4899,34
15958,Tarkan,['turkish pop'],3,38
15959,Taron Egerton,['hollywood'],66704,64
15960,Tarrus Riley,"['dancehall', 'jawaiian', 'lovers rock', 'modern reggae', 'reggae', 'roots reggae']",219363,62
15961,Tarryn Lamb,['afrikaans'],80777,44
15962,Tash,"['gospel', 'naija worship']",1284073,71
15963,Tash Sultana,['australian reggae fusion'],1284073,71
15964,Tasha Cobbs Leonard,"['gospel', 'naija worship']",573543,63
15965,Tasia Verra,['rebetiko'],433,10
15966,Tasmin Archer,['new wave pop'],14247,48
15967,Tasmin Little,['violin'],75114,57
15968,Taste,"['boogie', 'disco', 'funk', 'post-disco']",6193551,86
15969,Tastexperience,['deep progressive trance'],802,24
15970,Tat Ming Pair,"['c-pop', 'cantopop', 'chinese indie', 'classic cantopop', 'hong kong indie', 'hong kong rock']",20598,38
15971,Tate McRae,"['dance pop', 'electropop', 'pop', 'post-teen pop']",1363560,84
15972,Tatiana,"['cancion infantil mexicana', 'latin pop', 'musica para ninos']",269448,63
15973,Tatico Henriquez,"['merengue', 'merengue tipico']",5636,28
15974,Tatico Henriquez Y Sus Muchachos,['merengue tipico'],1211,13
15975,Tatjana Lazarevska,['macedonian folk'],131,3
15976,Tatyana Ali,['hip pop'],22507,36
15977,Tau Moe,['vintage hawaiian'],1254830,82
15978,Tauren Wells,"['anthem worship', 'ccm', 'christian music', 'christian pop', 'world worship']",346324,67
15979,Tavares,"['adult standards', 'classic soul', 'disco', 'motown', 'post-disco', 'quiet storm']",192294,55
15980,Tawatha Agee,['movie tunes'],48062,49
15981,Taxi,"['indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",82819,73
15982,Tay Dizm,['florida rap'],14362,36
15983,Tay Money,"['dfw rap', 'trap queen']",81879,61
15984,Tay-K,"['cali rap', 'dfw rap', 'meme rap', 'rap', 'trap', 'underground hip hop', 'vapor trap']",2396621,68
15985,Taylor Dayne,"['freestyle', 'hi-nrg', 'new wave pop', 'soft rock']",291065,60
15986,Taylor Hawkins,['rock drums'],16816,36
15987,Taylor Jackson,"['roots americana', 'texas country']",10404,42
15988,Taylor Ray Holbrook,"['contemporary country', 'redneck']",125424,60
15989,Taylor Swift,"['dance pop', 'pop']",38647874,97
15990,Tchaikovsky Chamber Orchestra,['chamber orchestra'],92,26
15991,Team,"['japanese vgm', 'sound team']",7445829,80
15992,Tear Da Club Up Thugs,"['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'southern hip hop', 'trap']",111210,47
15993,Tears For Fears,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock', 'sophisti-pop', 'synthpop']",1948737,74
15994,Tebi,['irish hip hop'],336,58
15995,Tech N9ne,"['hip hop', 'kansas city hip hop', 'pop rap', 'rap']",5282283,88
15996,Tech N9ne Collabos,"['country rap', 'kansas city hip hop', 'rap rock']",338430,58
15997,Technoboy,"['classic hardstyle', 'euphoric hardstyle', 'rawstyle']",439478,69
15998,Technodar,['berlin minimal techno'],21349,45
15999,Technotronic,"['eurodance', 'europop', 'hip house', 'new beat']",174840,62
16000,Ted Greene,['jazz guitar'],7338,27
16001,Ted Hawkins,"['folk', 'soul blues', 'traditional folk']",15527,44
16002,Ted Heath,"['big band', 'easy listening', 'space age pop', 'swing']",791,17
16003,Ted Lewis,"['big band', 'dixieland', 'jazz clarinet', 'vintage jazz']",64794,45
16004,Ted Nugent,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'country rock', 'glam metal', 'hard rock', 'metal', 'rock', 'southern rock']",781235,61
16005,Ted Taylor,"['classic soul', 'southern soul']",2663,25
16006,Tedashii,"['ccm', 'christian hip hop', 'christian trap']",191298,56
16007,Teddy,"['indie pop', 'modern indie pop']",11433279,88
16008,Teddy Buckner,['jazz trumpet'],8981,31
16009,Teddy G,"['acoustic pop', 'neo mellow', 'pop rock', 'rochester ny indie', 'transpop']",449312,66
16010,Teddy Hyde,"['indie pop', 'modern indie pop']",36871,60
16011,Teddy Killerz,"['drum and bass', 'jump up', 'neurofunk', 'russian dnb']",217145,56
16012,Teddy Pendergrass,"['classic soul', 'disco', 'funk', 'motown', 'new jack swing', 'philly soul', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']",784024,62
16013,Teddy Riley,['new jack swing'],1611443,69
16014,Teddy Wilson,"['big band', 'cool jazz', 'jazz piano', 'stride', 'swing', 'vocal jazz']",1407390,69
16015,TeddyLoid,['otacore'],58611,54
16016,Teddyson John,['soca'],4193,33
16017,Tedeschi Trucks Band,"['blues rock', 'double drumming', 'electric blues', 'funk', 'jam band', 'mellow gold', 'modern blues', 'modern blues rock', 'new americana', 'rock', 'roots rock']",276247,56
16018,Tedi Papavrami,['violin'],3811803,76
16019,Tee Grizzley,"['detroit hip hop', 'detroit trap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2326265,74
16020,TeeFLii,['west coast trap'],2177037,76
16021,Teebs,"['bass music', 'chillwave', 'electronica', 'microhouse', 'ninja', 'wonky']",79147,50
16022,Teen Idles,"['dc hardcore', 'hardcore punk', 'punk', 'straight edge', 'thrash core']",14789,25
16023,Teen Suicide,"['indie garage rock', 'lo-fi emo', 'lo-fi indie']",172905,58
16024,Teena Marie,"['classic soul', 'disco', 'funk', 'motown', 'neo soul', 'new jack swing', 'post-disco', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",407496,54
16025,Teenage Bottlerocket,"['melodic hardcore', 'orgcore', 'power-pop punk', 'punk', 'skate punk', 'wyoming indie']",61241,50
16026,Teenage Fanclub,"['alternative pop', 'alternative rock', 'dream pop', 'gbvfi', 'indie rock', 'jangle pop', 'modern power pop', 'new wave', 'power pop', 'scottish indie', 'shoegaze']",102105,49
16027,Teenage Mutant Ninja Turtles,['cartoon'],21349,45
16028,Teflon,['trap soul'],123578,50
16029,Tegan and Sara,"['canadian indie', 'indie pop', 'indie poptimism', 'lilith', 'metropopolis', 'permanent wave', 'pop rock']",540644,62
16030,Tego Calderon,"['latin', 'latin hip hop', 'rap boricua', 'reggaeton', 'trap latino', 'tropical']",2315029,73
16031,Teho,['new french touch'],3,26
16032,Tei Shi,"['alternative r&b', 'art pop', 'chillwave', 'dance pop', 'electropop', 'escape room', 'gauze pop', 'indie poptimism', 'pop', 'shimmer psych', 'vapor pop', 'vapor soul']",1638298,83
16033,Tekitha,['wu fam'],2009985,71
16034,Teknova,['melbourne bounce international'],4552,44
16035,Tela,"['dirty south rap', 'dirty texas rap', 'gangster rap', 'memphis hip hop', 'southern hip hop']",1677129,88
16036,Television Personalities,"['c86', 'dance rock', 'experimental', 'gbvfi', 'lo-fi', 'post-punk', 'tape club', 'uk post-punk']",21656,37
16037,Temple Of The Dog,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'rock', 'supergroup']",845815,59
16038,Temple One,"['progressive house', 'progressive trance', 'progressive uplifting trance', 'trance', 'uplifting trance']",8993,33
16039,Tempo,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",3751524,78
16040,Tempo Giusto,"['finnish edm', 'progressive house', 'progressive trance', 'tech trance', 'trance', 'uplifting trance']",3794000,79
16041,Ten City,"['chicago house', 'deep house', 'hip house', 'vocal house']",12915,40
16042,Ten Years After,"['album rock', 'art rock', 'blues', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'symphonic rock']",358351,55
16043,Tenacious D,"['alternative metal', 'comedy rock', 'comic', 'comic metal', 'parody', 'rock']",1271789,67
16044,Tenishia,"['deep uplifting trance', 'progressive house', 'progressive trance', 'progressive uplifting trance', 'trance', 'uplifting trance']",5693,29
16045,Tennessee Ernie Ford,"['bluegrass gospel', 'country boogie', 'country gospel', 'yodeling']",46377,53
16046,Tennis,"['art pop', 'chillwave', 'denver indie', 'indie pop', 'indie rock', 'indie surf', 'shimmer pop']",7445829,80
16047,Tenor Saw,"['deep ragga', 'dub', 'lovers rock', 'old school dancehall', 'reggae', 'roots reggae']",27945,39
16048,Tenorio Jr.,"['brazilian jazz', 'samba-jazz']",2159,20
16049,Tension,"['instrumental rock', 'jazz metal', 'neo classical metal', 'progressive metal', 'shred']",245914,75
16050,Tenth Avenue North,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian pop', 'christian rock', 'world worship', 'worship']",464274,58
16051,Teodoro Reyes,"['bachata', 'bachata dominicana', 'dominican pop', 'latin', 'merengue', 'tropical']",12542247,85
16052,Teqkoi,"['emo rap', 'lo-fi chill']",80161,69
16053,Tercer Cielo,"['latin christian', 'latin worship', 'mariachi cristiano']",1046455,67
16054,Terence Blanchard,"['contemporary post-bop', 'jazz trumpet', 'new orleans jazz']",7439,54
16055,Terence Trent D'Arby,"['dance rock', 'new romantic', 'new wave', 'new wave pop']",444413,56
16056,Teresa Berganza,"['classical mezzo-soprano', 'classical performance', 'opera', 'spanish classical']",176242,59
16057,Teresa Brewer,"['adult standards', 'deep adult standards']",22104,33
16058,Teresa Bright,['hawaiian'],2944,32
16059,Teresa Teng,"['c-pop', 'classic cantopop', 'classic mandopop', 'kayokyoku']",341924,58
16060,Terje Rypdal,"['contemporary jazz', 'contemporary post-bop', 'dark jazz', 'ecm-style jazz', 'jazz fusion', 'jazz guitar', 'norwegian contemporary jazz', 'norwegian experimental', 'norwegian jazz', 'swedish jazz']",15376,38
16061,Termanology,"['alternative hip hop', 'boom bap', 'boston hip hop', 'underground rap']",94145,62
16062,Terrance Simien,['zydeco'],7439,54
16063,Terrance Zdunich,['steampunk'],8079,36
16064,Terrence Mann,"['broadway', 'hollywood', 'show tunes']",3031,40
16065,Terri Clark,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country dawn', 'country road', 'country rock']",371582,49
16066,Terri Gibbs,['classic country pop'],1398,37
16067,Terror Fabulous,"['dancehall', 'deep ragga', 'lovers rock', 'old school dancehall']",6106,42
16068,Terror Squad,"['bronx hip hop', 'hardcore hip hop']",134383,55
16069,Terrorizer,"['american grindcore', 'brutal death metal', 'crust punk', 'death metal', 'deathgrind', 'grindcore', 'technical death metal', 'thrash core']",58180,36
16070,Terry Allen,"['alternative country', 'cosmic american', 'country rock', 'folk', 'new americana', 'roots rock', 'texas country', 'traditional folk']",13004,37
16071,Terry Callier,['soul'],568880,65
16072,Terry Gilkyson,['movie tunes'],256,27
16073,Terry Jacks,['classic uk pop'],20170,50
16074,Terry Reid,"['british folk', 'folk rock']",22007,40
16075,Terry Riley,"['american contemporary classical', 'avant-garde', 'compositional ambient', 'contemporary classical', 'drone', 'experimental', 'fourth world', 'microtonal', 'minimalism', 'tzadik']",53497,40
16076,Terry Stafford,['oklahoma country'],4739,33
16077,Tesk,['australian americana'],7581,52
16078,Tesla,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'rock', 'sacramento indie']",271958,65
16079,Testament,"['alternative metal', 'death metal', 'groove metal', 'hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",777790,72
16080,Tevin Campbell,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",646408,59
16081,Tewkesbury Abbey Choir,['british choir'],98,25
16082,Tex Beneke,"['adult standards', 'big band', 'jazz saxophone', 'lounge', 'swing']",7008,38
16083,Tex Tex,"['country', 'country road', 'country rock']",169991,52
16084,Tex Williams,"['cowboy western', 'western swing']",11348,33
16085,Texas,"['country', 'country road', 'country rock']",871235,74
16086,Texas Playboys,"['bakersfield sound', 'traditional country', 'western swing']",30094,37
16087,Texas Tornados,['texas country'],32149,44
16088,Texas Two Year College All State Choir,['american choir'],9,8
16089,Teyana Taylor,"['alternative r&b', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']",1096409,68
16090,Tez Cadey,"['deep tropical house', 'new french touch', 'tropical house']",72676,60
16091,Th' Dudes,"['calgary indie', 'canadian indie']",13839,44
16092,Tha Dogg Pound,"['dirty south rap', 'g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hyphy', 'rap', 'southern hip hop', 'west coast rap']",450457,59
16093,Tha Eastsidaz,"['g funk', 'gangster rap', 'west coast rap', 'west coast trap']",328302,52
16094,Tha Playah,"['gabba', 'happy hardcore', 'hardcore techno', 'rawstyle', 'uptempo hardcore']",42294,49
16095,Thad Fiscella,"['calming instrumental', 'christian relaxative', 'classify', 'neo-classical', 'new age', 'new age piano']",9232,51
