,Artist,Genres,Followers,Popularity,Songs
7844,Ryan Oakes,"['deep underground hip hop', 'emo rap', 'indie pop rap', 'pop rap', 'sad rap']",79753,55,"['Drinking About You', 'NUMB', 'HELLBOY', '2am', 'APRIL FOOLS', 'Way Up', 'CIRCLES', 'LOST CAUSE', 'PEACE OF MIND', 'New Wave']"
7845,Ryan R,"['dance pop', 'pop', 'pop dance', 'pop rap', 'seattle hip hop']",131604,62,"['Call on Me - Ryan Riback Remix', 'Arms Around Me', 'Lovers + Strangers', 'Arms Around Me - Jerome Remix', 'Arms Around Me - Bad Paris Remix', 'Call On Me', 'Lovers + Strangers - Mousse T. Remix', 'Signs - Eden Prince Remix', 'Let Me In - Remix', 'Love Is Love - MOTi Remix']"
7846,Ryan Riback,['melbourne bounce'],131604,62,"['Call on Me - Ryan Riback Remix', 'Arms Around Me', 'Lovers + Strangers', 'Arms Around Me - Jerome Remix', 'Arms Around Me - Bad Paris Remix', 'Call On Me', 'Lovers + Strangers - Mousse T. Remix', 'Signs - Eden Prince Remix', 'Let Me In - Remix', 'Love Is Love - MOTi Remix']"
7847,Ryan Stevenson,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian pop', 'worship']",87415,55,"['Eye of the Storm (feat. Gabe Real)', 'When We Fall Apart (feat. Vince Gill & Amy Grant)', 'Amadeo (Still My God)', 'With Lifted Hands', 'No Matter What (feat. Bart Millard)', 'The Gospel', 'When We Fall Apart', 'With Lifted Hands (feat. Martin Smith) - Acoustic', 'Holding Nothing Back', 'Child In Your Arms (Capital Kings Remix) [feat. Aaron Cole]']"
7848,Ryan Trey,"['alternative r&b', 'trap soul']",104717,58,"['Mutual Butterflies', 'Nowhere To Run', 'Rollin', 'Temptations', 'LV Smoke', 'Break on Monday', 'Matte Blvck', 'Bound', 'E30', 'Honesty']"
7849,Ryland Davies,['classical tenor'],622116,68,"['La fille du régiment / Act 1: Ah! mes amis, quel jour de fête!', 'L\'elisir d\'amore / Act 2: ""Una furtiva lagrima""', 'La fille du régiment / Act 1: Ah mes amis - Pour mon âme', 'Don Pasquale / Act 3: ""Com\'è gentil...tornami a dir""', 'Lucia di Lammermoor, Act III, Scene II: No. 14a Scena ed Aria ""Oh giusto cielo!""', 'Una furtiva lagrima', 'Act II: Una furtiva lagrima ... Un solo instante', 'L\'elisir d\'amore / Act 2: ""Una furtiva lagrima""', 'L\'elisir d\'amore / Act 2: ""Una furtiva lagrima...Eccola!""', ""L'elisir d'amore, Act II: Una furtiva lagrima""]"
7850,Ryn Weaver,"['electropop', 'indie poptimism']",199392,68,"['Pierre', 'OctaHate', 'Reasons Not To Die - Demo', 'Traveling Song', 'The Fool', 'New Constellations', 'Promises', 'Stay Low', 'Sail On', 'Here Is Home']"
7851,Ryos,"['big room', 'deep big room', 'edm', 'electro house', 'pop edm', 'progressive electro house', 'sky room']",691169,80,"['Roses - Imanbek Remix', 'Trap (feat. Lil Baby)', 'Monica Lewinsky (feat. A Boogie Wit da Hoodie)', 'BROWN SKIN GIRL', 'Roses', 'Roses Remix (feat. Future)', 'Roses - (Imanbek Remix) [Latino Gang]', 'Tommy Lee (feat. SAINt JHN & Post Malone) - Remix', 'Reflex', 'Sucks To Be You']"
7852,Rytmus,"['czsk hip hop', 'slovak hip hop', 'slovak pop']",96294,55,"['Žijeme podľa', 'Nezastaviteľný', 'Chief Rocka', 'Attila', 'AKM', 'Zlatokopky', 'Deti Stratenej Generácie', 'Ked Sa Budú Pýtať', 'Cem Šecko A Teraz', 'Šalalaj']"
7853,Ryuichi Sakamoto,"['anime score', 'compositional ambient', 'japanese classical', 'japanese contemporary classical', 'japanese soundtrack']",477589,61,"['Merry Christmas Mr. Lawrence', 'The Revenant Main Theme', 'Uoon II', 'Germination', 'M.A.Y. in The Backyard', 'Amore', 'Reunion', 'Forbidden Colours', 'andata - Electric Youth Remix', 'Rain']"
7854,RÄD,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",33578447,90,"['Believer', 'Follow You', 'Thunder', 'Bad Liar', 'Natural', 'Demons', 'Whatever It Takes', 'Radioactive', 'Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)', 'On Top Of The World']"
7855,RØNIN,['sad rap'],45619,65,"['ALL GIRLS ARE THE SAME', '$HOOK']"
7856,RÜFÜS DU SOL,"['australian electropop', 'edm', 'indietronica']",748774,71,"['Underwater', 'Innerbloom', 'Sundream', 'Treat You Better', 'You Were Right', 'No Place', 'New Sky', 'Take Me', 'Eyes', 'No Time - RÜFÜS DU SOL Remix']"
7857,Régine Crespin,['classical soprano'],474272,58,"['Ravel: Pavane pour une infante défunte, M. 19', ""Miroirs: III. Une barque sur l'océan"", 'Piano Concerto in G Major, M. 83: 2. Adagio assai', ""Ma mère l'oye, M. 60 (Version for Piano Duo): I. Pavane de la belle au bois dormant"", ""Ravel: Miroirs, M. 43: III. Une barque sur l'océan"", ""Ma mère l'oye, M. 62: Apothéose. Le jardin féerique"", 'Pavane pour une infante défunte, M. 19 (Version for Orchestra)', ""Miroirs: III. Une Barque sur l'Océan"", 'Antar (After N. Rimsky-Korsakov): No. 7. Ravel: Allegretto', 'Ravel: String Quartet, M. 35: II. Assez vif - Très rythmé']"
7858,Régulo Caro,"['banda', 'corrido', 'deep regional mexican', 'norteno', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",1354426,66,"['Sería Un Error', 'Empujando la Línea', 'El Lujo de Tenerte', 'Morir Con Estilo', 'Voy a Pistearme el Dolor', 'Soltero Disponible', 'Cicatriiices', 'Me Gustas Me Gustas', 'El Golpe Avisa', 'La Solución']"
7859,Río Roma,"['latin', 'latin arena pop', 'latin pop', 'latin viral pop', 'mexican pop']",1950244,73,"['Mi Persona Favorita', 'Color Esperanza 2020', 'Todavía No Te Olvido (feat. Carlos Rivera)', 'Caminar de Tu Mano (feat. Fonseca)', 'Me Cambiaste la Vida', 'Resistiré', 'Eres la Persona Correcta en el Momento Equivocado', 'Mi Mayor Anhelo', 'Yo Te Prefiero a Ti', 'Te Quiero Mucho, Mucho']"
7860,Róisín Murphy,"['alternative dance', 'art pop', 'chamber psych', 'dance pop', 'electronica', 'electropop', 'neo-synthpop', 'new rave', 'trip hop']",236900,59,"['Ramalama (Bang Bang)', ""Murphy's Law - Edit"", 'Overpowered', 'Something More - Edit', 'Ancora Tu - Original Mix', 'Simulation', 'Assimilation', 'Incapable', 'Narcissus', ""Murphy's Law""]"
7861,Röyksopp,"['alternative dance', 'big beat', 'downtempo', 'electronica', 'electropop', 'trip hop']",700052,64,"['Here She Comes Again', 'What Else Is There ?', 'Eple', 'Rising Urge (Lost Tapes) - Original', 'Monument - The Inevitable End Version', 'So Easy', 'The Girl and the Robot', 'Remind Me - Radio Edit', 'Monument - Olof Dreijer Remix', 'Gentle Movement (Lost Tapes)']"
7862,RŮDE,"['japanese chillhop', 'rochester mn indie']",1202427,71,"['Rude', 'Rude (Acoustic)', 'No Way No', 'Rude - Zedd Remix', 'Red Dress', 'Let Your Hair Down', 'Call You (feat. Nasri of MAGIC!)', 'Lay You Down Easy (feat. Sean Paul)', 'Girl at Coachella - with Matoma & MAGIC! feat. DRAM', 'Kiss Me']"
7863,S Club 7,"['bubblegum dance', 'dance pop', 'europop']",442796,62,"['Bring It All Back', 'Never Had A Dream Come True', ""Don't Stop Movin'"", 'Have You Ever', 'Reach - Radio Edit', 'S Club Party', ""You're My Number One"", 'Two In A Million', 'You', 'Show Me Your Colours']"
7864,S-J,"['melodic rap', 'rap']",44410543,100,"['Peaches (feat. Daniel Caesar & Giveon)', 'Hold On', 'Anyone', 'Holy (feat. Chance The Rapper)', 'Lonely (with benny blanco)', 'Stuck with U (with Justin Bieber)', 'Monster (Shawn Mendes & Justin Bieber)', '10,000 Hours (with Justin Bieber)', 'As I Am (feat. Khalid)', 'Unstable (feat. The Kid LAROI)']"
7865,S. Janaki,"['deep indian pop', 'filmi']",1372750,70,"['Yeh Haseen Vadiyan Yeh Khula Aasman', 'Ayyayo', 'Marana Mass - From ""Petta""', 'Kathalikkum Penin Kaikal', 'Pehla Pehla Pyar', 'Malare', 'Kaadhal Rojave (From ""Roja"")', 'Sundari', 'Vennelave Vennelave', 'Yamma Yamma']"
7866,S. Kiyotaka & Omega Tribe,['classic city pop'],28555,53,"['ふたりの夏物語 NEVER ENDING SUMMER', 'Dear Breeze', 'Summer Suspicion', ""River's Island"", 'Midnight Down Town', 'Scramble Cross', 'ガラスのPALM TREE', 'Misty Night Cruising', '夕凪通信', '君のハートはマリンブルー']"
7867,S. P. Balasubrahmanyam,['filmi'],1372750,70,"['Yeh Haseen Vadiyan Yeh Khula Aasman', 'Ayyayo', 'Marana Mass - From ""Petta""', 'Kathalikkum Penin Kaikal', 'Pehla Pehla Pyar', 'Malare', 'Kaadhal Rojave (From ""Roja"")', 'Sundari', 'Vennelave Vennelave', 'Yamma Yamma']"
7868,S3RL,"['australian dance', 'bouncy house', 'happy hardcore']",217844,63,"['Mtc', 'Hentai', 'Pretty Rave Girl', 'Pika Girl', 'You Are Mine', 'Feel the Melody (feat. Sara)', 'Genre Police (feat. Lexi)', 'That Feelin', 'R4v3 B0y (feat. Krystal)', 'Bass Slut - Original Mix']"
7869,SAINT WKND,['deep tropical house'],6429,65,"['Hope Is A Heartache', 'Come Home To Me', ""In a Stranger's Arms"", 'You And I', 'Surround Me', 'Head And Heart On Fire', 'And It Breaks My Heart', 'I Believe in Us', 'Falling Apart', 'Tired of Talking']"
7870,SAINt JHN,"['melodic rap', 'rap']",691169,80,"['Roses - Imanbek Remix', 'Trap (feat. Lil Baby)', 'Monica Lewinsky (feat. A Boogie Wit da Hoodie)', 'BROWN SKIN GIRL', 'Roses', 'Roses Remix (feat. Future)', 'Roses - (Imanbek Remix) [Latino Gang]', 'Tommy Lee (feat. SAINt JHN & Post Malone) - Remix', 'Reflex', 'Sucks To Be You']"
7871,SALES,"['indie pop', 'orlando indie']",364763,68,"['Chinese New Year', 'Renee', 'Pope Is a Rockstar', 'Big Sis', 'Getting It On', 'Sorry Bro', 'Thurs 6-25', 'Rainy Day Loop', 'Jamz', 'Your Own']"
7872,SAYGRACE,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'social media pop']",162842,67,"[""Boys Ain't Shit"", ""You Don't Own Me (feat. G-Eazy)"", ""Boys Ain't Shit (feat. Tate McRae & Audrey Mika)"", ""Boys Ain't Shit (feat. Flo Milli)"", 'Used To', ""You Don't Own Me (feat. G-Eazy) - Candyland Remix"", ""Boys Ain't Shit (Estos Chicos No Lo Son Remix) (feat. Becky G)"", ""Boys Ain't Shit - Joe Stone Remix"", 'Feel Good', 'Feel Something (feat. SAYGRACE)']"
7873,SBTRKT,"['electronica', 'electropop', 'future garage', 'indie soul', 'new rave']",600883,56,"['Wildfire', 'Hold On', 'NEW DORP. NEW YORK', 'Pharaohs', 'Trials of the Past', 'Right Thing to Do', 'Wildfire - OVO Remix', 'Never Never', 'Temporary View', 'Something Goes Right']"
7874,SCHALA,['progressive trance'],24263,60,"['Dearly Beloved', 'Title Theme', 'Great Fairy’s Fountain', 'Zora’s Domain', 'Song Of Storms', 'Zelda’s Theme', 'Kokiri Forest', 'Lost Woods', 'Kairi', 'LonLon Ranch']"
7875,SEATBELTS,['anime score'],31259,58,"['Tank!', 'Cats on Mars', 'Rush', 'Space Lion', 'Bad Dog No Biscuits', 'Spokey Dokey', 'Memory', 'Waltz for Zizi', 'Too Good Too Bad', 'Piano Black']"
7876,SEBASTIAN PAUL,['pop rap'],44256,61,"['TROJAN HORSE', 'ON SOME HIGH', 'IMPATIENT', 'BACK AND FORTH', 'LUST DRUNK', 'CRUSH', 'WHO CARES', 'THIS CRIPPLING YOUTH', 'INDULGE', 'SO DONE']"
7877,SERi,['progressive bluegrass'],4532380,82,"['Nights Like This (feat. Ty Dolla $ign)', 'At My Worst (feat. Kehlani)', 'Good Thing (with Kehlani)', 'Toxic', 'Honey', 'Gangsta', 'Can I', 'Playinwitme (feat. Kehlani)', 'Ring (feat. Kehlani)', 'Done for Me (feat. Kehlani)']"
7878,SEVENTEEN,"['k-pop', 'k-pop boy group']",8689415,81,"['Alrighty Aphrodite', ""Tommy's Party"", 'Shampoo Bottles', 'Peach Pit', 'Seventeen', 'Drop the Guillotine', 'Black Licorice', 'Techno Show', 'Being so Normal', 'Sweet FA']"
7879,SG Lewis,"['alternative r&b', 'indie soul', 'uk dance', 'vapor soul']",244656,72,"['Chemicals', 'One More (feat. Nile Rodgers)', 'Throwaway (with Clairo)', 'Time', 'Experience', 'Pressure (with SG Lewis)', 'Feed The Fire (feat. Lucky Daye)', 'Better', 'Aura', 'Hurting (feat. AlunaGeorge)']"
7880,SHAED,"['electropop', 'pop']",129559,69,"['Trampoline (with ZAYN)', 'Trampoline', 'Trampoline - Jauz Remix', 'Part Time Psycho (with Two Feet)', 'No Other Way', 'Once Upon A Time', 'Trampoline - Joel Corry Remix', 'Osaka', 'Easier (feat. SHAED)', 'Trampoline - Dave Audé Remix']"
7881,SHAUN,['k-pop'],235880,67,"['Way Back Home (feat. Conor Maynard) - Sam Feldt Edit', 'Way Back Home', 'Bad Habits', 'My Bad (feat. Julie Bergan) - KSHMR Edit', 'More Than Words', 'Nocturnal', 'Thinking Of (feat. OVAN & SUMIN)', '36.5', 'Traveler', 'Way Back Home (feat. Conor Maynard) - Sam Feldt Festival Mix']"
7882,SHINee,"['k-pop', 'k-pop boy group', 'korean pop']",2244785,73,"[""Don't Call Me"", 'Body Rhythm', 'View', 'Marry You', 'Heart Attack', 'Replay', 'CØDE', 'Kind', 'Kiss Kiss', 'Ring Ding Dong']"
7883,SHOTTY HORROH,"['battle rap', 'irish hip hop', 'manchester hip hop']",7852108,86,"['Train Wreck', ""Say You Won't Let Go"", 'Lasting Lover', 'Impossible', 'Medicine', 'Can I Be Him', 'Falling Like The Stars', 'Rewrite The Stars (with James Arthur & Anne-Marie)', 'Naked', 'Nobody']"
7884,SHY Martin,"['electropop', 'indie cafe pop', 'pop', 'swedish electropop', 'tropical house']",179001,74,"['The Ocean (feat. Shy Martin)', 'Dive', 'One Life', 'Coming Home', 'Bloodshot', 'If I Ruled The World', 'All Star', 'By Your Side', 'Hands', 'Changes']"
7885,SIAMES,['pop argentino'],142781,60,"['The Wolf', 'Mr. Fear', 'Summer Nights', 'Always The Same', 'No Lullaby', 'All The Best', 'As You Get High', 'Firestorm', 'Brothers', 'Young and Restless']"
7886,SID,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",60986881,96,"['positions', '34+35', '7 rings', 'Stuck with U (with Justin Bieber)', 'thank u, next', 'Rain On Me (with Ariana Grande)', 'pov', '34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix', 'motive (with Doja Cat)', 'God is a woman']"
7887,SIVAN,"['australian pop', 'dance pop', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'viral pop']",4140791,85,"['I Like Me Better', ""i'm so tired..."", ""fuck, i'm lonely (with Anne-Marie)"", 'Fake', 'Who (feat. BTS)', 'Tattoos Together', 'Never Not', 'Make It Right (feat. Lauv)', 'Mean It', 'Feelings']"
7888,SIX60,"['nz pop', 'nz reggae']",81042,66,"['Catching Feelings (feat. SIX60)', 'Woke Up Late (feat. Hailee Steinfeld)', 'Firefly (feat. Fetty Wap & AACACIA)', 'Woke Up Late (feat. Hailee Steinfeld) - Sam Feldt Remix', 'Over It', 'Smart Love', 'Woke Up Late', 'Toto', 'All This Time', 'Relax']"
7889,SLANDER,"['dubstep', 'edm', 'electronic trap', 'pop dance', 'pop edm']",267171,75,"['Love Is Gone - Acoustic', 'Love Is Gone', 'All You Need To Know (feat. Calle Lehmann)', 'FEELING GUD', 'GUD VIBRATIONS', 'First Time (feat. Dylan Matthew)', 'Your Fault', 'Potions', 'Back To U', 'Anywhere (feat. shYbeast, PLYA)']"
7890,SMO,['brooklyn drill'],629274,64,"['Smooth Criminal', 'Movies', 'Wish', 'Smooth Criminal', 'Everything She Wants', 'Glow', 'Courage', 'Smooth Criminal - Re-Recorded - LX Xander Remix', 'These Days', 'Attitude']"
7891,SNFU,"['canadian hardcore', 'canadian punk', 'hardcore punk', 'melodic hardcore', 'punk', 'skate punk', 'vancouver punk']",274542,61,"['STFU', 'Gorgeous', 'Rich White Girls', 'Wicked', 'nobody knows', 'Dennis Rodman', 'White Linen', 'A Million Miles', 'The Life Of A Troubadour', 'My Beloved']"
7892,SOB X RBE,"['cali rap', 'trap', 'vapor trap']",459043,62,"['Paramedic!', 'Calvin Cambridge', 'Anti', 'Lane Changing', 'Always', 'Anti Social', 'Different', 'Let Em Have It (feat. DaBoii, Yhung T.O., Slimmy B & Shoreline Mafia)', ""Don't Save Me"", 'Rich']"
7893,SOJA,"['east coast reggae', 'reggae']",931908,67,"['True Love', 'You and Me', 'Here I Am', ""I Don't Wanna Wait"", 'Rest of My Life', ""Things You Can't Control"", 'Rasta Courage', 'Everything Changes - feat. Dread Mar I', 'Not Done Yet', 'Walk Away']"
7894,SQL,['deep minimal techno'],4352632,85,"['SLOW DANCING IN THE DARK', 'YEAH RIGHT', 'worldstar money (interlude)', 'Daylight', 'Your Man', 'Will He', 'Gimme Love', ""CAN'T GET OVER YOU (feat. Clams Casino)"", 'Midsummer Madness', 'Sanctuary']"
7895,SS501,"['k-pop', 'k-pop boy group']",158123,53,"['애인만들기', '내 머리가 나빠서', 'Love Ya', 'U R Man', 'Love Like This', 'Dejavu', '널 부르는 노래 - Remix', 'Find', 'Snow Prince', '널 부르는 노래']"
7896,ST,"['houston rap', 'pop', 'pop rap', 'trap queen']",6122123,91,"['Streets', 'Best Friend (feat. Doja Cat)', 'Say So', 'Boss Bitch', 'Del Mar', 'Kiss Me More (feat. SZA)', 'motive (with Doja Cat)', 'Like That (feat. Gucci Mane)', 'Rules', ""Baby, I'm Jealous (feat. Doja Cat)""]"
7897,STANDERWICK,"['progressive house', 'progressive trance', 'progressive uplifting trance', 'trance', 'uplifting trance']",259488,64,"[""you'll be ok"", 'Laserface 01 (Aperture)', 'Take Everything', 'Saving Light', 'Yesterday', 'elise', 'Somebody', 'Concrete Angel (Radio Edit) (feat. Christina Novelli)', 'Never Before', 'Reckless']"
7898,STARSET,"['alternative metal', 'future rock']",667293,69,"['My Demons', 'It Has Begun', 'Monster', 'TRIALS', 'Carnivore', 'MANIFEST', 'DIE FOR YOU', 'Point Of No Return', 'ECHO', 'Satellite']"
7899,STOP,"['modern alternative rock', 'south carolina indie']",16040210,94,"['Goosebumps - Remix', 'goosebumps', 'HIGHEST IN THE ROOM', 'SICKO MODE', 'THE SCOTTS', 'OUT WEST (feat. Young Thug)', 'BUTTERFLY EFFECT', 'TKN (feat. Travis Scott)', 'GATTI', 'FRANCHISE (feat. Young Thug & M.I.A.)']"
7900,STRAIGHT,"['a cappella', 'adult standards']",3395025,69,"['Straight Outta Compton', 'Fuck Tha Police', 'Chin Check', 'Gangsta Gangsta', ""Alwayz Into Somethin'"", 'Express Yourself', 'Dope Man', 'Appetite For Destruction', ""If It Ain't Ruff"", 'Dopeman - Remix']"
7901,STRFKR,"['alternative dance', 'chillwave', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'shimmer pop']",346090,64,"['Rawnald Gregory Erickson the Second', 'Open Your Eyes', 'Kahlil Gibran', 'Golden Light', 'Dear Stranger', 'Stay Forever (feat. STRFKR)', ""While I'm Alive"", 'Deep Dream', 'Being No One, Going Nowhere', 'Budapest (feat. Shy Boys)']"
7902,SUPER JUNIOR,"['k-pop', 'k-pop boy group', 'korean pop']",1975324,69,"['House Party', '쏘리 쏘리 Sorry, Sorry', 'Lo Siento', 'Mr. Simple', 'Burn The Floor', 'Black Suit', 'Devil', 'More Days with You', 'The Melody', '2YA2YAO!']"
7903,SURF,"['bedroom soul', 'pop']",5721435,87,"['The Spins', 'Self Care', 'Good News', 'Weekend (feat. Miguel)', 'Blue World', 'Dang! (feat. Anderson .Paak)', 'Come Back to Earth', 'My Favorite Part', 'Ladders', 'Small Worlds']"
7904,SWMRS,"['modern alternative rock', 'modern rock', 'oakland indie']",134566,54,"['Lose It', ""D'You Have A Car?"", 'Trashbag Baby', 'Miss Yer Kiss', 'Miley', 'Figuring It Out', 'IKEA Date', 'Palm Trees', 'Lose Lose Lose', 'PEOPLE (feat. FIDLAR)']"
7905,SWV,"['dance pop', 'girl group', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",2213066,81,"['Girls Need Love (with Drake) - Remix', 'Playing Games (with Bryson Tiller) - Extended Version', 'Girls Need Love', 'White Tee (with NO1-NOAH)', 'Come Thru (with Usher)', 'Eleven (feat. Summer Walker)', ""I'll Kill You (feat. Jhené Aiko)"", 'Session 32', 'Deep', 'Playing Games']"
7906,SYML,"['indie cafe pop', 'pop']",360734,72,"[""Where's My Love"", ""Where's My Love - Acoustic"", ""Where's My Love - Alternate Version"", 'Mr. Sandman', 'Girl - Acoustic', 'Fear of the Water', 'Girl', ""Where's My Love - Piano Solo"", 'I Wanted to Leave', 'Flags']"
7907,SZA,"['pop', 'pop rap', 'rap']",5037775,87,"['Good Days', 'Kiss Me More (feat. SZA)', 'All The Stars (with SZA)', 'Hit Different', 'Love Galore (feat. Travis Scott)', 'Drew Barrymore', 'Broken Clocks', 'The Weekend - Funk Wav Remix', 'The Weekend', 'Supermodel']"
7908,Saad Ayub,['progressive trance'],345078,60,"['For An Angel - Radio Edit', 'Duality', 'For An Angel - Radio Mix 09', '1998 - Paul van Dyk Remix', 'While You Were Gone', 'Nothing But You (feat. Hemstock & Jennings)', 'Guiding Light', 'Let Go (feat. Rea Garvey) - single edit', 'Shine Ibiza Anthem 2019', 'Galaxy']"
7909,Saba,"['alternative r&b', 'chicago rap', 'hip hop', 'rap', 'underground hip hop']",22768812,91,"['Photosynthesis', 'Ziplock', 'LIFE', 'BUSY / SIRENS', 'CALLIGRAPHY', 'Something in the Water', ""Rich Don't Stop"", 'Mrs. Whoever', 'Plead The .45th', 'So and So']"
7910,Sabaton,"['metal', 'power metal', 'swedish metal', 'swedish power metal']",1276919,76,"['The Last Stand', 'To Hell and Back', 'Bismarck', 'Primo Victoria', 'Livgardet', 'The Red Baron', 'The Attack of the Dead Men', 'Fields of Verdun', 'Night Witches', 'Great War']"
7911,Sabb,"['album rock', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'rock', 'stoner rock', 'uk doom metal']",5267359,76,"['Paranoid - 2012 - Remaster', 'Iron Man - 2012 - Remaster', ""War Pigs / Luke's Wall - 2012 - Remaster"", 'Children of the Grave - 2014 Remaster', 'N.I.B.', 'Planet Caravan - 2012 - Remaster', 'Heaven and Hell - 2008 Remaster', 'Sabbath Bloody Sabbath - 2014 Remaster', 'Sweet Leaf - 2014 Remaster', 'God Is Dead?']"
7912,Sabine Meyer,"['classical clarinet', 'classical performance']",4008949,79,"['Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante', 'Fantasia in D Minor, K.397', 'Requiem, K. 626: Lacrimosa', 'Symphony No.25 in G minor, K.183: 1. Allegro con brio', 'Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": 1. Allegro', 'Adagio in E Major, K. 261', 'Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro', 'Requiem in D Minor, K. 626: Sequence: VI. Lacrimosa dies illa', 'Symphony No. 40 in G Minor, K. 550: I. Molto allegro', 'Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio']"
7913,Sabrina,"['dance pop', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'viral pop']",3446494,78,"['Skin', 'On My Way', 'Looking at Me', 'Let Me Move You - From the Netflix film Work It', 'Sue Me', 'WOW (feat. Sabrina Carpenter) - Remix', 'Thumbs', 'Why', 'Clouds (with Sabrina Carpenter)', 'Exhale']"
7914,Sabrina Carpenter,"['dance pop', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'viral pop']",3446494,78,"['Skin', 'On My Way', 'Looking at Me', 'Let Me Move You - From the Netflix film Work It', 'Sue Me', 'WOW (feat. Sabrina Carpenter) - Remix', 'Thumbs', 'Why', 'Clouds (with Sabrina Carpenter)', 'Exhale']"
7915,Sabrina Claudio,"['alternative r&b', 'pop']",1082620,70,"['Belong to You (feat. 6LACK)', 'Frozen', 'Confidently Lost', 'Rumors (feat. ZAYN)', 'Unravel Me', 'Truth Is', ""Don't Let Me Down - Sabrina Claudio vs. Devault Remix"", 'Stand Still', 'Problem With You', 'See The Way']"
7916,Sacred Earth,"['healing', 'kirtan', 'meditation', 'shamanic']",35761,56,"['Breathing Space', 'Grounded', 'Bliss', 'Dancing Shiva', 'Jai', 'Nature Alone', 'Savasana', 'Stillness', 'Ancient Mother', 'Beautiful']"
7917,SadBoyProlific,"['emo rap', 'sad rap']",213768,72,"['Dead and Cold', 'Alone', 'Walk Away', 'Memory', 'Midnight Thoughts', 'Heartbreak', 'Not Enough', 'Bad Habits', 'Worried', 'Just Like You Do']"
7918,Sada Baby,"['detroit trap', 'scam rap', 'trap']",297660,66,"['Whole Lotta Choppas', 'Whole Lotta Choppas (Remix) [feat. Nicki Minaj]', 'Pressin (feat. King Von)', 'Aktivated', 'Bloxk Party (feat. Drego)', 'Next Up (feat. Tee Grizzley)', 'One Me (feat. Sada Baby)', 'Pandemic', ""Clap For 'Em (feat. Flo Milli & Sada Baby)"", '150/55 (feat. G Herbo)']"
7919,Sadat,"['alternative hip hop', 'bronx hip hop', 'east coast hip hop', 'hardcore hip hop', 'turntablism']",6210073,83,"['Hypnotize - 2014 Remaster', 'Juicy - 2005 Remaster', 'Big Poppa - 2005 Remaster', 'Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster', 'Old Thing Back (feat. Ja Rule and Ralph Tresvant)', 'Who Shot Ya? - 2005 Remaster', 'Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster', 'Gimme the Loot - 2005 Remaster', 'Notorious Thugs - 2014 Remaster', 'Get Money (feat. Junior M.A.F.I.A.) - 2007 Remaster']"
7920,Sadat X,"['alternative hip hop', 'bronx hip hop', 'east coast hip hop', 'hardcore hip hop', 'turntablism']",6210073,83,"['Hypnotize - 2014 Remaster', 'Juicy - 2005 Remaster', 'Big Poppa - 2005 Remaster', 'Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster', 'Old Thing Back (feat. Ja Rule and Ralph Tresvant)', 'Who Shot Ya? - 2005 Remaster', 'Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster', 'Gimme the Loot - 2005 Remaster', 'Notorious Thugs - 2014 Remaster', 'Get Money (feat. Junior M.A.F.I.A.) - 2007 Remaster']"
7921,Sade,"['british soul', 'neo soul', 'sophisti-pop']",282023,63,"['Sugar Daddy', 'Vitamins', 'Sade In The 90s', 'Mint', 'BDE', 'Pre Roll', 'Who Is She', 'Wifey', 'Chakras', 'Self Aware']"
7922,Sadhana Sargam,"['classic bollywood', 'deep indian pop', 'filmi', 'sufi', 'tamil pop']",1470612,67,"['Shree Hanuman Chalisa', 'Nenjukkul Peidhidum', 'Venmegam', 'Vennilavae', 'En Jeevan', 'Yun Hi Chala Chal (From ""Swades"")', 'Thodu Vaanam', 'Tu Hi Re - Bombay / Soundtrack Version', 'Pachai Nirame', 'Sankatmochan Hanuman Ashtak']"
