,Artist,Genres,Followers,Popularity,Songs
5518,Los Invasores De Nuevo León,"['corrido', 'norteno', 'regional mexican']",1024047,72,"['A Mi Que Me Quedo', 'Respeta Mi Dolor', 'Playa Sola', 'Laurita Garza', 'Eslabón Por Eslabón', 'Aguanta Corazón', 'Ya No Te Amo', 'Total Ya Se Fue', 'Playa Sola', 'El Ultimo Cartucho']"
5519,Los Iracundos,"['latin pop', 'pop romantico']",382162,58,"['Te Lo Pido de Rodillas', 'Puerto Montt', '30 y Pico: Una Lagrima y un Recuerdo / Quizás Quizás / Hipocresía / Puerto Montt / Mi Corazón Te Extraña / Una Noche Como Esta', 'Tu Con El', 'Va Cayendo una Lágrima', 'Las Puertas del Olvido', 'Tu Con Él', 'Es la Lluvia Que Cae', 'Las Puertas Del Olvido', 'Y Te Has Quedado Sola']"
5520,Los Jaivas,"['chilean rock', 'latin alternative', 'latin rock', 'musica andina', 'nueva cancion', 'rock en espanol']",244098,54,"['Sube a Nacer Conmigo Hermano', 'Hijos de la Tierra', 'La Poderosa Muerte', 'Amor Americano', 'Mira Niñita', 'Todos Juntos', 'Aguila Sideral', 'Antigua América', 'Del Aire al Aire', 'Verguenza Ajena']"
5521,Los Karkik's,['musica costena'],44483,55,"['Arrempujala Arremangala', 'Menea el Chiquihuite', 'Se Menea', 'La Jaiba', 'Caminando Y Miando', 'Arremángala Arrempújala', 'Ya No Se Usa Peludo', 'El Puñetazo', 'El Taca Taca', 'Charangas Mix: Mueve Tu Cuerpo / La Culebritica / Maria Teresa / Soledad / Ta Cabron / Que Siga la Danza / Bacalao Con Papa']"
5522,Los Kjarkas,"['charango', 'folklore boliviano', 'musica andina']",139347,56,"['Ave de Cristal', 'Negrita', 'Imillitay', 'El Ritmo Negro', 'El Árbol de Mi Destino', 'Saya Sensual', 'Tiempo al Tiempo', 'Fría', 'Vivo por Ti', 'Vivir Junto a Ti']"
5523,Los Llayras,"['cumbia', 'cumbia andina mexicana', 'cumbia sonidera']",130675,57,"['Ámame', 'Corazón Adolorido', 'He Creído', 'He Creído', 'Vuela Mariposa', 'He Creído', 'Buscándote', 'Mi Historia Entre Tus Dedos', 'Buscándote', 'Ámame']"
5524,Los Lobos,['roots rock'],101429,61,"['La Bamba', 'Cancion del Mariachi', 'We Belong Together', ""Come On, Let's Go"", 'Donna', 'Ripple - Live', 'La Pistola Y El Corazón', 'Kiko and the Lavender Moon', 'Ooh! My Head', 'Framed']"
5525,Los Mier,"['cumbia sonidera', 'grupera', 'gruperas inmortales', 'regional mexican']",283595,60,"['Te Amo', 'Dulcemente Enamorada', 'Notas de Sociedad', 'Muñeca De Ojos De Miel', 'La Coloreteada', 'Déjala Que Se Divierta', 'My Life', 'Sigo Pensando en Tí', 'La Coloreteada', 'Hablemos']"
5526,Los Morros Del Norte,"['corrido', 'deep regional mexican', 'norteno', 'regional mexican']",230888,56,"['La Botella (Dos Botellas De Mescal)', 'Chivo Tatemado', 'El Compa Carrillo', 'El Ultimo Billete', 'Los Primos', 'El Amanecido', 'La Loquera', 'Brindo por Michoacan', 'Los 3 Valientes', 'Alegre y Enamorado']"
5527,Los Muecas,"['grupera', 'mexican rock-and-roll']",157291,51,"['Qué Ironía', 'No Llega El Olvido', 'Una Sola Caída', 'Cielo Gris', ""Pa'Que Sientas Lo Que Siento"", 'Te Metiste', 'Con Cartitas', 'Indita Mia', 'Triste Adiós', 'Mi Destino Fue Quererte']"
5528,Los Nuevos Elegantes,['deep regional mexican'],50087,51,"['Sanguinarios Del M1', 'La Marihuana', 'El Comboy del Ondeado - Apoyo del Nino (En Vivo)', 'El Señor', 'El Sinaloense Americano', 'Mente Bloqueada', 'Con Manos Ensangrentadas (feat. Los Nuevos Elegantes)', 'Secuestro De Amor', '10 Mil Huracanes', 'El Sr. Mz (En Vivo)']"
5529,Los Nuevos Rebeldes,"['corrido', 'deep regional mexican', 'norteno', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",381159,63,"['Los Relatos de un Guacho', 'Los Pasajes del Phoenix', 'Soldado Imperial', 'Luto En El Cielo', 'Soy Alegre', 'Yo Fui el Elegante', 'Pa Todos Soy Zambada', 'Los Hijos del Chapo', 'Soy Lo Que Soy', 'Los Números']"
5530,Los Originales De San Juan,"['corrido', 'deep regional mexican', 'norteno', 'ranchera', 'regional mexican']",829382,66,"['La Troca Del Moño Negro', 'La Raza Michoacana', 'La Caspa Del Diablo', 'Mi Padre Querido', 'La Muerte de Manuelon', 'Mi Ultimo Deseo', '50 Mentadas', 'El Tequilero', 'Adiós Mis Amores', 'Las Santísima Muerte']"
5531,Los Palominos,"['norteno', 'tejano', 'tex-mex']",139018,52,"['Mi Obsesión', 'La Carta Que Nunca Envie', 'Te Quiero Más', 'Te Seguire', 'La Llama', 'Tejano Megamix - Long Version', 'Corazón de Cristal', 'Duele el Amor', 'Me Muero', 'Aposté a Ganar']"
5532,Los Panchos,"['bolero', 'bolero mexicano', 'ranchera']",62393,60,"['Sabor a Mí', 'Piel Canela', 'Historia de un Amor', 'Nosotros', 'Cuando Vuelva a Tu Lado', 'Noche de Ronda', 'La Última Noche', 'Y...qué Hiciste', 'Luna Lunera', 'Vereda Tropical']"
5533,Los Pericos,"['argentine reggae', 'argentine rock', 'latin alternative', 'latin rock', 'reggae en espanol', 'rock en espanol', 'ska argentino']",929264,67,"['Runaway', 'Pupilas Lejanas', 'Runaway', ""Waitin'"", 'Anónimos (feat. Carla Morrison)', 'Párate Y Mira', 'Sin Cadenas', 'Waitin (En Vivo) (feat. MAGIC!)', 'Complicado y Aturdido / Mulher de Fases', 'Runaway (En Vivo)']"
5534,Los Piojos,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",679762,64,"['Tan Solo', 'Bicho de Ciudad', 'El Farolito', 'Ando Ganas (Llora Llora)', 'Ruleta', 'Como Alí', 'Verano del 92', 'Todo Pasa', 'Civilización', 'Canción de Cuna']"
5535,Los Player's,['banda caliente'],104300,55,"['En Realidad', 'Destino', 'Tu Nuevo Cariñito', 'Ya Para Qué (Para Qué)', ""Pa' Que Son Pasiones"", 'Tu Mirada', 'Y Ándale', 'Quiero Que Seamos Novios', 'No Llores Mis Recuerdos', 'Cómo Sufro']"
5536,Los Plebes del Rancho de Ariel Camacho,"['corrido', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",2962246,71,"['2 Veces', 'No Lo Hice Bien', 'Por Enamorarme', 'DEL Negociante', 'Qué Caro Estoy Pagando', 'Por No Perderte Te Perdí', 'Según Tus Labios', 'Como Fue', 'Ya lo Superé', 'Te Voy a Olvidar']"
5537,Los Primos MX,"['duranguense', 'regional mexican']",349845,59,"['Mi Bello Ángel', 'Tal Vez', 'Te Perdonaría', 'Y Tu Te Vas', 'Por Un Beso', 'Mi Mejor Regalo', 'Sólo Tú', 'Celoso', 'De Tí Todo Lo Sé', 'Mañana']"
5538,Los Prisioneros,"['chilean hardcore', 'chilean rock', 'latin alternative', 'latin rock', 'nueva cancion', 'rock en espanol', 'ska chileno']",1168671,66,"['Estrechez De Corazón', 'Tren Al Sur', 'Por Qué No Se Van', 'El Baile De Los Que Sobran', 'Paramar', 'Amiga Mía', 'Estrechez De Corazón', ""La Voz de los '80"", 'Sexo', 'Corazones Rojos']"
5539,Los Razos,"['corrido', 'deep regional mexican', 'norteno', 'regional mexican']",398232,57,"['Más Chingón Que Ese Buey', 'Chingon De Chingones', 'La Momia', 'Echele Gordas al Perro', 'Entre Pericos y Gallos', 'Me Voy A Poner Bien Pedo', 'El Tarasco', 'Hijos de Su Santa Madre', 'Con el Polvo Hasta la Muerte', 'Cuando Anduve Como Perro']"
5540,Los Rehenes,"['grupera', 'gruperas inmortales', 'regional mexican']",583113,64,"['Limosnero De Cariño', 'Cosas Buenas Que Parecen Malas', 'Corazones Rotos', 'Un Títere', 'Pienso en Ti', 'Mujeres Bravas', 'Adiós Y Buena Suerte', 'Ni El Primero Ni El Último', 'Verdades Que Duelen', 'Amor En Silencio']"
5541,Los Relampagos Del Norte,"['norteno', 'ranchera', 'tejano']",66321,52,"['Baraja de Oro', 'Qué Tal Si Te Compró', 'Cobardemente', 'Vengo a Llevarte', 'Mi Tesoro', 'Callejón Sin Salida', 'Me Caíste Del Cielo', 'Rey Pobre - Live', 'El Disgusto', 'Amarga Navidad']"
5542,Los Retros,['latinx alternative'],96684,57,"['Someone To Spend Time With', ""It's Got To Be You"", 'Friends', 'Sweet Honey', 'Last Day On Earth', 'New Humanity', 'Never Have Enough', 'Nostalgic Vibrations', 'Love Tape', 'The Messiah']"
5543,Los Reyes,"['grupera', 'regional mexican', 'tejano']",2396024,76,"['La Mejor De Todas', 'Vas A Llorar Por Mí', 'Te Presumo', 'Deja', 'Homenaje A Un Príncipe', 'Entonces Que Somos', 'De Ti Me Enamoré', 'Y Llegaste Tú', 'Porque Te Quiero', 'Me Gusta Todo De Ti']"
5544,Los Reyes Del Camino,"['grupera', 'regional mexican', 'tejano']",79319,52,"['Para Olvidarme De Ti', 'Amantes Inocentes - Version Balada', 'En Tu Basura', 'Ése', 'Estrellita', 'Aire', 'La Fuerza Del Corazón', 'Olvídala', 'Ser Como Tú', 'Balada Para Adelina']"
5545,Los Rieleros Del Norte,"['corrido', 'norteno', 'norteno-sax', 'ranchera', 'regional mexican']",761400,65,"['El Columpio', 'Voy A Llorar Por Ti', 'Ayer La Vi Por La Calle', 'Te Quiero Mucho', 'Señorita Cantinera - Ft. Polo Urias', 'Por Qué Nos Dijimos Adiós', 'No Me Hagas Menos', 'Ayúdame A Olvidarte', 'En las Cantinas', 'Como Fui A Enamorarme De Ti']"
5546,Los Rodriguez,"['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'rock en espanol', 'spanish pop']",455214,63,"['Sin documentos', 'Para no olvidar', 'Mucho mejor (feat. Coque Malla)', 'Dulce condena', 'Milonga del marinero y el capitán', 'Diez años después', 'Me estás atrapando otra vez - Edición Aniversario', 'Todavía una canción de amor', 'Aquí no podemos hacerlo', 'Palabras más, palabras menos']"
5547,Los Secretos,"['cantautor', 'latin arena pop', 'rock en espanol', 'spanish new wave', 'spanish pop', 'spanish pop rock']",4761357,76,"['Para Qué Lastimarme', 'Dámaso', 'Tal Como Eres', 'Perdóname', 'Fuiste Mía', 'Quién Se Anima', '¿Por Qué Terminamos?', 'Mujer De Pierda', 'Otra Botella', 'Más Caro, que ayer']"
5548,Los Socios Del Ritmo,"['chunchaca', 'cumbia sonidera', 'ranchera', 'regional mexican']",338776,62,"['Llorar', 'Llorar', 'Amor de Internet', 'Felicidad', 'Vamos A Platicar', 'Mama Cumbia', 'Volver A Volar', 'A Punto de Caramelo', 'Chilito Piquín', 'El Bodeguero']"
5549,Los Solitarios,"['mexican rock-and-roll', 'ranchera']",171517,54,"['Mi amor es para ti', 'Nada de tu amor', 'Sufrir', 'Ya Se Va (Walk It Out)', 'Nunca digas', 'Hay cosas inolvidables', 'Lo que te queda', 'No debes llorar', 'Hoy', 'No dudes de mi amor']"
5550,Los Telez,['cumbia sonidera'],101718,55,"['Gritaría', 'Yo Soy Tu Maestro', 'Inténtalo Tú', 'Solo Esperar', 'Te Voy a Olvidar', 'Mi Obsesión', 'Tú Sin Mí', 'Por Tu Forma de Ser', 'Me Estás Volviendo Loco', 'Tú Me Haces Volar']"
5551,Los Temerarios,"['grupera', 'ranchera', 'regional mexican']",1798830,75,"['Ven Porque Te Necesito', 'Mi Vida Eres Tú', 'Tu Última Canción', 'Eres un Sueño', 'Como Te Recuerdo', 'Enamorado de Ti', 'La Mujer Que Soñe', 'Como Tú', 'Por Que Te Conocí', 'Botella Envenenada']"
5552,Los Terricolas,"['pop romantico', 'ranchera']",587041,60,"['Te Juro Que Te Amo', 'Luto En Mi Alma', 'Llorarás', 'Luto en el Alma', 'Una Carta', 'Hoy Te Confieso', 'Deja de Llorar Chiquilla', 'Dos Cosas', 'Llorarás / Te Juro Que Te Amo / Luto de Mi Alma', 'Viviras']"
5553,Los Tigres Del Norte,"['corrido', 'norteno', 'ranchera', 'regional mexican']",2474747,77,"['Qué Tal Si Eres Tu', 'La Puerta Negra', 'El Ultimo Adiós - Varios Artistas Version', 'La Mesa Del Rincón', 'La Banda Del Carro Rojo', 'Prisión De Amor', 'Pedro Y Pablo', 'Ni Parientes Somos', 'Contrabando Y Traición', 'Mi Fantasía']"
5554,Los Tigrillos,"['corrido', 'musica costena', 'norteno', 'regional mexican', 'tejano']",207141,60,"['Mira oye', 'Báilame', 'Vampiresa', 'La Ética', 'El Camaleón', 'Será porque te amo', 'Mueve Tu Cintura', 'La Güera Salome', 'La Suavecita', 'Qué linda es Lupe']"
5555,Los Tiranos Del Norte,"['corrido', 'norteno', 'ranchera', 'regional mexican']",220979,54,"['Hasta la Miel Amarga', 'Crei', 'Hasta la Miel Amarga', 'Anillo Grabado', 'Renunciacion', 'De la Tierra al Cielo', 'Charola de Plata', 'Extrana Manera', 'Nosotros Tambien Podemos', 'Matame a Besos']"
5556,Los Titanes De Durango,"['corrido', 'deep regional mexican', 'latin hip hop', 'norteno', 'nuevo regional mexicano', 'regional mexican']",627525,60,"['El Enamorado', 'El Prostipirugolfo', 'Tubo Que Tuvo Tuvo', 'Agua De Té', 'Hoy Es Mi Cumpleaños', 'El Afortunado', 'El Borracho', 'Camarón Caramelo', 'El Loco', 'Salucita De La Buena']"
5557,Los Toros Band,"['bachata dominicana', 'latin', 'merengue', 'tropical']",140281,55,"['Si Estuvieras Aquí', 'Quizás Si, Quizás No', 'Mi Niña - Bachata Version', 'No Pude Quitarte Las Espinas - Bachata', 'Popurri de Exitos', 'Mi Corazon Lloro', 'Quizas Si Quizas No - Version IODA', 'La Chiflera', 'Llego Tu Marido', 'Como Te Olvido']"
5558,Los Traileros Del Norte,"['corrido', 'norteno', 'ranchera', 'regional mexican']",435974,59,"['Abeja Reína', 'Mary Lee', 'Quisiera Ser Una Lágrima', 'No Hay Problema', 'Amnesia', 'Ni Tu Amigo Ni Tu Amante', 'Arrastrando La Cobija', 'Somos Ajenos', 'El Corrido De Amado Carrillo', 'La Burra Tuerta']"
5559,Los Tres,"['bolero', 'bolero mexicano', 'ranchera']",2511941,79,"['Cabrón y Vago - En Vivo', 'Palabra de Hombre', 'El Circo', 'En El Camino', 'Lupe Campos', 'Borracho de Cochera', 'Mi 45', 'Guárdame Esta Noche', 'La Mayiza', 'El Fue Arturo - En Vivo']"
5560,Los Tucanes De Tijuana,"['corrido', 'norteno', 'ranchera', 'regional mexican']",1162664,75,"['El Amor Soñado', 'Amor Platónico', 'Mis Tres Viejas', 'La Chona', 'El Centenario', 'El Tucanazo', 'Mundo De Amor', 'Secuestro De Amor', 'Espejeando', 'Mis Tres Animales']"
5561,Los Yaguarú,['cumbia sonidera'],224890,63,"['Amor Sin Primavera', 'Como Decirte Adios', 'Vida No Te Vayas', 'Conga Y Timbal', 'Alma De Acero', 'Pero Tu Mirada', 'Loco Soñador', 'Tendras Que Llorar', 'Corazoncito Pum Pum', 'Deseo']"
5562,Los Yes Yes,"['cumbia', 'cumbia andina mexicana', 'cumbia sonidera']",41492,51,"['El Verde De Tus Ojos - Remix', 'Negrita', 'Vuela Mariposa', 'Un Poblano en New York', 'El Verde De Tus Ojos', 'Sonaja y Tambor', 'Te Falle', 'La Cholita De La Cumbia', 'Ya No Me Mientas', 'Un Trise Adios']"
5563,Los Yonic's,"['grupera', 'gruperas inmortales', 'ranchera', 'regional mexican']",835350,65,"['Pero Te Vas A Arrepentir', 'Palabras Tristes', 'Soy Yo', 'Y Te Amo', 'Un Dolor', 'Perdón Por Tus Lágrimas', 'Títere', 'Ni Tu Amigo, Ni Tu Amante', 'Palabras Tristes', 'Rosas Blancas']"
5564,Los inquietos del vallenato,"['musica popular colombiana', 'vallenato']",443844,64,"['Nunca Niegues Que Te Amo', 'Volver', 'Entregame Tu Amor', 'Buscaré Otro Amor', 'Quiero saber de ti', 'Regalame una Noche', 'Ven a Mi', 'Te Pierdo y Te Pienso', 'Perdóname la Vida', 'Ahora Que Te Vas']"
5565,Los terribles Del Norte,"['banda caliente', 'corrido', 'grupera', 'musica potosina', 'norteno', 'regional mexican']",116501,54,"['El Deportado', 'Corrido De La Muerta', 'El Carretonero', 'Colgado De Un Árbol', 'El Carro Ladeado', 'La Tejana Cien X', 'El Corrido De Los Perez', 'Que Nadie Nos Moleste', 'Cumbias Mix', 'La Del Moño Colorado']"
5566,Los Ángeles Azules,"['gruperas inmortales', 'nu-cumbia', 'regional mexican']",4346365,79,"['Amor A Primera Vista', 'Nunca Es Suficiente', 'Cómo Te Voy A Olvidar', 'El Listón De Tu Pelo', 'Mis Sentimientos', '17 Años', 'Ni Contigo, Ni Sin Ti', 'Mi Niña Mujer', '17 Años - Concierto Sinfónico Cumbia Fuzion', 'Acaríñame']"
5567,Lost Frequencies,"['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house']",2108686,77,"['Rise', ""Don't Leave Me Now"", 'Are You With Me - Radio Edit', 'Reality', 'Beat Of My Heart', 'Love To Go', 'Be Someone - Lost Frequencies Remix', 'Crazy', 'Thunderclouds - Lost Frequencies Remix', 'Sun Is Shining']"
5568,Lost Horizon,"['melodic metal', 'neo classical metal', 'power metal', 'progressive power metal', 'swedish power metal']",455164,60,"['Hey Jealousy', 'Found Out About You', 'Follow You Down - Edit', 'Til I Hear It From You', 'Follow You Down', 'Allison Road', 'As Long As It Matters', 'Until I Fall Away', '29', 'Not Only Numb']"
5569,Lost Kings,"['dance pop', 'edm', 'electro house', 'indie poptimism', 'pop', 'pop dance', 'pop edm', 'pop rap', 'tropical house']",302310,66,"['When We Were Young', ""Don't Kill My High"", ""Oops (I'm Sorry)"", 'Anti-Everything', 'Phone Down', 'Mountains', 'First Love', 'Feather', ""Oops (I'm Sorry) - KC Lights Remix"", 'Runaway']"
5570,Lost Sky,"['bass trap', 'gaming edm']",128704,69,"['Fearless Pt. II', 'Fearless', 'Where We Started', 'Dreams pt. II', 'Lost', 'Dreams', 'Need You', 'Vision', 'Forever']"
5571,Lostly,['uplifting trance'],483476,66,"['Neck And Neck - DNMO Remix', ""i think you're cool"", 'Eyes on Fire - Zeds Dead Remix', 'Save My Grave', 'GodLovesUgly - Remix', 'late night drive', 'Frontlines', 'Where The Wild Things Are', 'Stars Tonight', 'Collapse (feat. Memorecks)']"
5572,Lotus Juice,['japanese vgm'],14318,52,"['Mass Destruction', 'Dance!', 'P3 fes', 'ROAD LESS TAKEN', 'Burn My Dread -Last Battle-', 'Wiping All Out【P3P】', 'Break Out Of...', 'Mass Destruction - P3fes version', 'unbreakable tie 【罪】', 'Pull the Trigger']"
5573,Lou Bega,['latin pop'],78218,64,"['Mambo No. 5 (a Little Bit of...)', 'Scatman & Hatman', 'Sweet Like Cola', 'I Got a Girl', 'Angelina', 'Baby Keep Smiling', '1+1=2', 'Mambo Mambo', 'Boyfriend', 'Tricky, Tricky']"
5574,Lou Reed,"['art rock', 'classic rock', 'dance rock', 'glam rock', 'permanent wave', 'psychedelic rock', 'rock', 'singer-songwriter']",1314928,68,"['Walk On the Wild Side', 'Perfect Day', 'Satellite of Love', 'Vicious', 'Coney Island Baby', 'Dirty Blvd.', ""Charley's Girl"", 'This Magic Moment', 'New Sensations', 'Nobody but You']"
5575,Loud Luxury,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",424486,74,"['Body', 'Like Gold', 'Amnesia (feat. GASHI)', 'Body - Dzeko Remix', 'Turning Me Up (Hadal Ahbek)', ""I'm Not Alright"", 'Body On My', 'Cold Feet', 'Love No More', 'Nights Like This']"
5576,Louiguy,['esperanto'],795470,65,"['Non, je ne regrette rien', 'La Vie en rose', 'La Foule', 'La vie en rose', 'Padam padam', 'Milord', 'Sous le ciel de Paris', 'Plus bleu que tes yeux', ""Hymne à l'amour"", 'Tu Es Partout']"
5577,Louis Armstrong,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'new orleans jazz', 'soul', 'swing', 'vocal jazz']",2252474,74,"['What A Wonderful World - Single Version', 'Dream A Little Dream Of Me - Single Version', 'Cheek To Cheek', 'Summertime', 'La vie en rose - Single Version', 'A Kiss To Build A Dream On - Single Version', ""They Can't Take That Away From Me"", 'Moon River', 'We Have All The Time In The World - Remastered', 'Autumn In New York']"
5578,Louis Langrée,['orchestral performance'],4008949,79,"['Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante', 'Fantasia in D Minor, K.397', 'Requiem, K. 626: Lacrimosa', 'Symphony No.25 in G minor, K.183: 1. Allegro con brio', 'Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": 1. Allegro', 'Adagio in E Major, K. 261', 'Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro', 'Requiem in D Minor, K. 626: Sequence: VI. Lacrimosa dies illa', 'Symphony No. 40 in G Minor, K. 550: I. Molto allegro', 'Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio']"
5579,Louis Lortie,"['canadian classical piano', 'classical performance', 'classical piano']",361240,64,"['Ravel: Pavane pour une infante défunte, M. 19', ""Miroirs: III. Une barque sur l'océan"", 'Piano Concerto in G Major, M. 83: 2. Adagio assai', ""Ma mère l'oye, M. 60 (Version for Piano Duo): I. Pavane de la belle au bois dormant"", ""Ravel: Miroirs, M. 43: III. Une barque sur l'océan"", ""Ma mère l'oye, M. 62: Apothéose. Le jardin féerique"", 'Pavane pour une infante défunte, M. 19 (Version for Orchestra)', ""Miroirs: III. Une Barque sur l'Océan"", 'Antar (After N. Rimsky-Korsakov): No. 7. Ravel: Allegretto', 'Ravel: String Quartet, M. 35: II. Assez vif - Très rythmé']"
5580,Louis Prima,"['adult standards', 'jump blues', 'lounge', 'soul', 'swing', 'vocal jazz']",763532,67,"['Reborn', '4th Dimension', 'Feel The Love', 'Cudi Montage', 'Kids See Ghosts', 'Fire', 'Freeee (Ghost Town Pt. 2)']"
5581,Louis The Child,"['edm', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'tropical house']",404984,73,"['Better Not (with Wafia)', 'Little Things (with Quinn XCII & Chelsea Cutler)', 'Passion', 'Blasé (feat. Future & Rae Sremmurd) - Louis the Child Remix', 'Free (with Drew Love)', 'Big Love (with EARTHGANG & MNDR)', 'Self Care (with COIN) - The Knocks Remix', 'Weekend', 'Save Me From Myself (with NoMBe & Big Gigantic)', 'Slow Down Love']"
5582,Louis Tomlinson,"['pop', 'post-teen pop']",4836152,76,"['Back to You (feat. Bebe Rexha & Digital Farm Animals)', 'Defenceless', 'Always You', 'Miss You', 'Two of Us', 'Habit', 'Only the Brave', 'Just Hold On', 'Too Young', 'Fearless']"
